,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,fyp_location,hashtags,hash_fiji,hash_fijitiktok,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_trending,hash_viral,hash_xyzbca
4,GB,7099055103805541638,1652877572,#joeislam2 #joe_islam2 #loveormoney #fyp #england #birmingham #bradford #kashmirgroup #pakistan #heartbreak #bangladesh #fypage #india,6797284600852055045,Joe Islam,"JOE ISLAM 2 🏴󠁧󠁢󠁥󠁮󠁧󠁿 JOE_ISLAM 2🇧🇩🇵🇰🇮🇳
  ❤️❤️❤️BIRMINGHAM❤️❤️❤️",0,False,https://www.tiktok.com/@joeislam2/video/7099055103805541638?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099055103805541638&source=h5_m,16181137,8949,5204,7134,1559098,7040119996575927046,7040119996575927046,10036,7040119996575927046,Only Love Can Hurt Like This (Slowed Down Version),Paloma Faith,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9ddfb4c3721e46c68914ff0806c95890,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6d0490fc10bf4a86b8589541edaabddc,False,True,[],0,0,,,,,Fiji,#joeislam2 #joe_islam2 #loveormoney #fyp #england #birmingham #bradford #kashmirgroup #pakistan #heartbreak #bangladesh #fypage #india,0,0,0,0,0,1,0,0,0,0
5,GB,7101413752800595206,1653426738,#fyp #lovefacts,7008539002156549125,𝒴𝒶𝓈𝒶𝓂𝒾𝓃,"22 🎀
𝖦𝗋𝖺𝗍𝖾𝖿𝗎𝗅 𝖿𝗈𝗋 𝗒𝗈𝗎 𝖺𝗅𝗅 🤍",0,False,https://www.tiktok.com/@lyrics_vibe22/video/7101413752800595206?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101413752800595206&source=h5_m,12322177,11311,38684,55183,1806629,7073261234879286017,7073261234879286017,72,7073261234879286017,original sound - kamxxeer (Contains music from: Baby Slowed - Remix - Eduardo XD & RH Music & Matt Lasong),"Contains music from: ""Baby Slowed - Remix""",6.769919540429899e+18,Dine,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7073261172492978945.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ad681c7baba3d4cb9b81939f87acd9fe.json,False,False,[],0,0,Eduardo XD & RH Music & Matt Lasong,Baby Slowed - Remix,original sound - kamxxeer (Contains music from: Baby Slowed - Remix - Eduardo XD & RH Music & Matt Lasong),"Contains music from: ""Baby Slowed - Remix""",Fiji,#fyp #lovefacts,0,0,0,0,0,1,0,0,0,0
6,US,7071050258129849646,1646357183,OMG did you know this iPhone trick ? #iphonetricks #iphonehacksyouneedtoknow #iphonetipsandtricks #iphonevssamsung,6930562845420176389,Tech Social 101,"Best Tech & Social Media Hacks
👇 Full Video Tutorials👇",0,False,https://www.tiktok.com/@mytechsocial101/video/7071050258129849646?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071050258129849646&source=h5_m,30512188,3590,128643,198399,520543,6769427037900769281,6769427037900769281,10033,6769427037900769281,Scary Sounds - 2 Hours,Jason Myers,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/cea4bc55930743618c5c0a73693160a5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/04f136f27ec74ba9b7a794b1212a8d79,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '560772243', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,#iphonetricks #iphonehacksyouneedtoknow #iphonetipsandtricks #iphonevssamsung,0,0,0,0,0,0,0,0,0,0
7,FR,7072645867517250822,1646728692,#pourtoi #pourtoii #lasertattooremoval #tattooremovalspecialists,6776297272197972998,Docteur Christian Fayard,"🪄Médecin esthétique 
🇪🇺Amiens, France 🇫🇷
📲 03 22 91 61 30",0,False,https://www.tiktok.com/@dr.christian.fayard/video/7072645867517250822?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072645867517250822&source=h5_m,97250626,6858,15168,18167,1799774,7072645760407620358,7072645760407620358,72,7072645760407620358,original sound - dr.christian.fayard,Docteur Christian Fayard,6.776297272197973e+18,Docteur Christian Fayard,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072645796461595397.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7dc4142ca89a0a5aff61534b78d0fbf9.json,False,False,[],0,0,,,,,Fiji,#pourtoi #pourtoii #lasertattooremoval #tattooremovalspecialists,0,0,0,0,0,0,0,0,0,0
0,FJ,7093363052711660801,1651552288,Be Proud of Who You Are🧡🧡#seruanqueen❤💗 #uraforyou😍😍,6910348393408660482,ohnina42,"Seruan Queen 🥰💞
Just for Fun💜
🥰Proud Momma🥰",0,False,https://www.tiktok.com/@ohnina42/video/7093363052711660801?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093363052711660801&source=h5_m,64275,229,14,6,5744,7092723993655986946,7092723993655986946,72,7092723993655986946,original sound - joekioa588,Joe Kioa588,7.053181345296598e+18,Joe Kioa588,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7092723992340663042.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/49a8e7bfb91ede231859815db4afe899.json,False,False,[],0,0,,,,,Fiji,#seruanqueen❤💗 #uraforyou😍😍,0,0,0,0,0,0,0,0,0,0
1,FJ,7097812361599372546,1652588224,#fyp #missingyou #longdistancerelationship  #tonly,6802120689211884550,queenV,"IG: queen_vickiie_ 🐉
🇫🇯",0,False,https://www.tiktok.com/@victoriatapele/video/7097812361599372546?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097812361599372546&source=h5_m,65488,0,4,17,2415,7064086824569817883,7064086824569817883,72,7064086824569817883,Ghost Kuya Magik Remake (Contains music from: Ghost - Justin Bieber),"Contains music from: ""Ghost""",6.768412728564254e+18,Kuya Magik,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7064082429719497499.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a4a2fe51efdd5a187ad9acaf9b4b82da.json,False,False,[],0,0,Justin Bieber,Ghost,Ghost Kuya Magik Remake (Contains music from: Ghost - Justin Bieber),"Contains music from: ""Ghost""",Fiji,#fyp #missingyou #longdistancerelationship #tonly,0,0,0,0,0,1,0,0,0,0
2,DE,7103211990541290758,1653845422,THEY WASNT READY 🤣 with @noelgoescrazy,6602305457589895174,KOOLKIDNELLY⚡️,"📍BERLIN
📧 nellzusmik@gmail.com",0,False,https://www.tiktok.com/@koolkidnelly/video/7103211990541290758?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103211990541290758&source=h5_m,12269896,1664,3332,2015,1205559,6990766058684664581,6990766058684664581,10036,6990766058684664581,Armadilha,Guélcio Smith,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/35440ce1dd0a4ab4a203a68152c5fe9d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81545c4a0de84d91b3886b25cdf4aa2b,False,True,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
3,GB,7101723383532031237,1653498828,you can’t. #truthordare,7047183092683932677,luke,"tysm for 90k 🫶🏻
i use after effects
don’t spam like",0,False,https://www.tiktok.com/@jawillux/video/7101723383532031237?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101723383532031237&source=h5_m,13009317,16033,8896,24086,2319747,7101723382311963398,7101723382311963398,72,7101723382311963398,original sound - jawillux,luke,7.047183092683933e+18,luke,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101723385377458950.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/25f2f72f3d280a30ff9d8a828279df25.json,False,False,[],0,0,,,,,Fiji,#truthordare,0,0,0,0,0,0,0,0,0,0
4,US,7093340868291136810,1651547121,**DON’T TRY THIS AT HOME**😳 (RESULTS MAY VARY),6668025465947799557,Tayo Ricci,"Best artist in the world 💋❄️
I basically live shirtless 
All SOCIALS on IG😳",0,False,https://www.tiktok.com/@tayoricci/video/7093340868291136810?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093340868291136810&source=h5_m,7124440,1529,2440,13158,259889,6985139368969111553,6985139368969111553,10033,6985139368969111553,Want Me Too,Oli Harper & Tayo Ricci,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2396ceec3bd04a78b2990259900327a9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/329e4c8d6f864e208946dc4f66eaabda,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1576511234', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
5,US,7071083947769318702,1646365027,Sweet & Sour Chicken #sweetandsourchicken #sweetandsour #sweetandsourchickensauce #chickenrecipe #chickenrecipes #chickenrecipes🍗 #chicken,7014805800514995206,recipesbynora,Easy Delicious Authentic Filipino recipes.,0,False,https://www.tiktok.com/@recipesbynora/video/7071083947769318702?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071083947769318702&source=h5_m,841734,229,14433,28102,47640,7071083933902900010,7071083933902900010,72,7071083933902900010,original sound - recipesbynora,recipesbynora,7.014805800514995e+18,recipesbynora,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071083958523579182.mp3,,False,False,[],0,0,,,,,Fiji,#sweetandsourchicken #sweetandsour #sweetandsourchickensauce #chickenrecipe #chickenrecipes #chickenrecipes🍗 #chicken,0,0,0,0,0,0,0,0,0,0
6,US,7102574883464416555,1653697082,I noticed you too late 😂😂😂 @jlo1017 #fyp #eyecontact #couple #fun #Love #jokes #laugh,6599785674101489670,Lindy and Jlo,"💕 fun, love and laughter 💕
Lindy@select.co",0,False,https://www.tiktok.com/@mamalindy/video/7102574883464416555?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102574883464416555&source=h5_m,14967643,7033,14217,5468,1039692,6914004317615770373,6914004317615770373,72,6914004317615770373,presleywalker (Contains music from: Dangerous - Main (Explicit Version) - Kardinal Offishall),"Contains music from: ""Dangerous - Main (Explicit Version)""",6.717365887899682e+18,PresleyWalker,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990311670866381570.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/e9c0651ca7cd8893988d567bff24b43c.json,False,False,[],0,0,Kardinal Offishall,Dangerous - Main (Explicit Version),presleywalker (Contains music from: Dangerous - Main (Explicit Version) - Kardinal Offishall),"Contains music from: ""Dangerous - Main (Explicit Version)""",Fiji,#fyp #eyecontact #couple #fun #Love #jokes #laugh,0,0,0,0,0,1,0,0,0,0
7,US,7102825390460259627,1653755408,A little commotion for the dress? 🥺👉🏻👈🏻,6725933228617876485,Heidi Lavon,"Youtube & IG ↑
🦜That tattooed bird lady 🦅
Twitch, Twitter, etc ⇣",0,False,https://www.tiktok.com/@heidilavon/video/7102825390460259627?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102825390460259627&source=h5_m,11624142,20583,38411,2752,2190040,7073709565941925889,7073709565941925889,10033,7073709565941925889,Snatched,Big Boss Vette,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/619cbe5f8f48417eb2fb4e8a610f6be1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/113d83b5f26b4004b77e842630ba5834,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1614925186', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
0,FJ,7072637935614479618,1646726844,since u guys love her so much ..here's another edit😅😅#fyp #foryoupage #foryou #shav_tweets🤪🤪 #viral #mood #gf,7019887604872414210,shavneet singh,🇫🇯,0,False,https://www.tiktok.com/@__sinh/video/7072637935614479618?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072637935614479618&source=h5_m,219140,497,2441,6168,21498,7072637937510353666,7072637937510353666,72,7072637937510353666,original sound - __sinh (Contains music from: 3rd World Free Boski Trunt Up (feat. Lil Blood) - Lil Goofy),"Contains music from: ""3rd World Free Boski Trunt Up (feat. Lil Blood)""",7.019887604872414e+18,shavneet singh,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072637938177248002.mp3,,False,False,[],0,0,Lil Goofy,3rd World Free Boski Trunt Up (feat. Lil Blood),original sound - __sinh (Contains music from: 3rd World Free Boski Trunt Up (feat. Lil Blood) - Lil Goofy),"Contains music from: ""3rd World Free Boski Trunt Up (feat. Lil Blood)""",Fiji,#fyp #foryoupage #foryou #shav_tweets🤪🤪 #viral #mood #gf,0,0,1,1,0,1,0,0,1,0
1,FJ,7103092692262849794,1653817645, ,6588011700099317765,Christina Lal,I am over you✌✌ Jaan,0,False,https://www.tiktok.com/@christina_lal10193/video/7103092692262849794?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103092692262849794&source=h5_m,74067,153,452,4,4880,7103092675003648770,7103092675003648770,72,7103092675003648770,original sound - christina_lal10193,Christina Lal,6.588011700099318e+18,Christina Lal,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103092670616111873.mp3,,False,False,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
2,US,7084752592978398465,1649547509,don't look at me i'm very shy 🙈,6642278666289135622,zavali,"team@wow-media.ru
Cooperation
TRANSITION QUEEN 
I’m here
⬇️⬇️⬇️",0,False,https://www.tiktok.com/@za_vali/video/7084752592978398465?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084752592978398465&source=h5_m,53220715,18881,73192,89578,5665787,6973521888035228417,6973521888035228417,24,6973521888035228417,Wiggle Remix,2005🔥😎,6.896077193240856e+18,2005🔥😎,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6973521929785330433.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/00b5b4da70c86a560697c8e100b98067.json,False,False,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
3,NL,7090445220310994181,1650872930,"Don’t blame me, love made me crazy .. #damonsalvatore #bonniebennett #fyp #fyfyfy",6939939708159919109,Dobrev edits❤️‍🔥,"the biggest vampire diaries fan 
EdIts FoR YoU :))
🕴🏼",0,False,https://www.tiktok.com/@dobrevmultizzz/video/7090445220310994181?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090445220310994181&source=h5_m,2439715,711,380,5373,279125,7090445208340400902,7090445208340400902,72,7090445208340400902,original sound - dobrevmultizzz (Contains music from: Don’t Blame Me - Taylor Swift),"Contains music from: ""Don’t Blame Me""",6.939939708159919e+18,Dobrev edits❤️‍🔥,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090445198194510598.mp3,,False,False,[],0,0,Taylor Swift,Don’t Blame Me,original sound - dobrevmultizzz (Contains music from: Don’t Blame Me - Taylor Swift),"Contains music from: ""Don’t Blame Me""",Fiji,#damonsalvatore #bonniebennett #fyp #fyfyfy,0,0,0,0,0,1,0,0,0,0
4,GB,7101756742945574149,1653506595,no one see this one coming 🔥 #raves #remix #trackid #dj #raving #punjabimc,99938533036974080,Sammy Porter,"DJ / Producer from London
New record out this Friday 👇👀",0,False,https://www.tiktok.com/@iamsammyporter/video/7101756742945574149?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101756742945574149&source=h5_m,8514708,6149,20019,15726,1025216,7101756762214107910,7101756762214107910,72,7101756762214107910,original sound - iamsammyporter,Sammy Porter,9.993853303697408e+16,Sammy Porter,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101756753221585670.mp3,,False,False,[],0,0,,,,,Fiji,#raves #remix #trackid #dj #raving #punjabimc,0,0,0,0,0,0,0,0,0,0
5,NG,7103324546454899973,1653871630,Reply to @ceenat__,7056916925150462981,Sad_MFK,,0,False,https://www.tiktok.com/@sad_mfk/video/7103324546454899973?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103324546454899973&source=h5_m,973185,161,7472,59206,61858,7103324497696131846,7103324497696131846,72,7103324497696131846,original sound - sad_mfk,Sad_MFK,7.056916925150463e+18,Sad_MFK,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103324540771683078.mp3,,False,False,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
6,US,7100602288166800686,1653237802,She has a dirty mind 😂 @pierson,7445731,Brent Rivera,I’m dm’ing new followers on Instagram right now,0,False,https://www.tiktok.com/@brentrivera/video/7100602288166800686?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100602288166800686&source=h5_m,15458901,13108,13249,14159,1623002,7100602242462911278,7100602242462911278,72,7100602242462911278,original sound - brentrivera,Brent Rivera,7445731.0,Brent Rivera,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100602284853300010.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a9fd5e9493f629b78a15b4107f9aa822.json,False,False,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
7,UZ,7097660093835005186,1652552769,😂😂😂,7083528852475855874,Money Supervisors,"Successful Words From The 🐐’s
Business: moneysupervisors@gmail.com",0,False,https://www.tiktok.com/@moneysupervisors/video/7097660093835005186?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097660093835005186&source=h5_m,26283588,24321,92359,126809,3349317,7097660075422272258,7097660075422272258,72,7097660075422272258,original sound - moneysupervisors,Money Supervisors,7.083528852475856e+18,Money Supervisors,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097660065582271234.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/126e958309efc9360a62bf4bf45eb1cb.json,False,False,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
0,FJ,7098465901271387393,1652740388,So we did a thing 💁🏾‍♀️ Love you @sugarosebeauty 😘💖 #fyp,6532069819271888898,jacquee speight,"📍Fiji 🇫🇯
🌺 Girl Mama 
🐚 Faith • Hope • Love",0,False,https://www.tiktok.com/@jacquee.speight/video/7098465901271387393?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098465901271387393&source=h5_m,74581,18,1,38,5255,7089828122854197249,7089828122854197249,10033,7089828122854197249,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/62d497a35bcf407598da8ac1d741359b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/38418ae73d084e45a86fb6cbbd0149fe,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,#fyp,0,0,0,0,0,1,0,0,0,0
1,FJ,7096768158660398337,1652345100,Paula a qualified electrician by trade.#fiji #fijitiktok #fyp,6675029861403771909,Fijianfala,🌴IM🍹🌴ON🥥FIJI🌴🍹TIME🥥🌴,0,False,https://www.tiktok.com/@fijianfalaa/video/7096768158660398337?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096768158660398337&source=h5_m,98493,21,74,557,3382,7096768150548646658,7096768150548646658,72,7096768150548646658,original sound - fijianfalaa (Contains music from: Right - Shawn May),"Contains music from: ""Right""",6.675029861403772e+18,Fijianfala,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096768161508248321.mp3,,False,False,[],0,0,Shawn May,Right,original sound - fijianfalaa (Contains music from: Right - Shawn May),"Contains music from: ""Right""",Fiji,#fiji #fijitiktok #fyp,1,1,0,0,0,1,0,0,0,0
2,SE,7100204077652462854,1653145087,Celebrating 2 MILLION FOLLOWERS with one of our favourite trends! THANK YOU❤️ #malmöflickorna #foryou #fyp #gymnastics #dance #sweden,6796261923185935365,Malmöflickorna,"🔴 MALMÖFLICKORNA 🔴
Gymnastic group from Malmö, Sweden 🇸🇪
Founded in 1954.",0,False,https://www.tiktok.com/@malmoflickorna/video/7100204077652462854?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100204077652462854&source=h5_m,21506432,4811,6362,14096,2476554,7058829370881887003,7058829370881887003,24,7058829370881887003,Because of you by (Contains music from: Because Of You - Ne-Yo),"Contains music from: ""Because Of You""",6.781256685489341e+18,NiñoCeniza🔥,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7058829374560226075.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/96e9e4a6328485f19178bfb3e5c9b797.json,False,False,[],0,0,Ne-Yo,Because Of You,Because of you by (Contains music from: Because Of You - Ne-Yo),"Contains music from: ""Because Of You""",Fiji,#malmöflickorna #foryou #fyp #gymnastics #dance #sweden,0,0,1,0,0,1,0,0,0,0
3,RO,7086766880559615238,1650016497,"After some beers, need to rest home #smarthome #technology",6617512663486480390,MyKoreanHome,🌎  💡 Smart home products buy online at :,0,False,https://www.tiktok.com/@mykoreanhome/video/7086766880559615238?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086766880559615238&source=h5_m,31745227,28522,52157,41502,2603125,7086766855586679558,7086766855586679558,72,7086766855586679558,original sound - mykoreanhome,MyKoreanHome,6.61751266348648e+18,MyKoreanHome,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086766887689816837.mp3,,False,False,[],0,0,,,,,Fiji,#smarthome #technology,0,0,0,0,0,0,0,0,0,0
