,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypage,hash_fypシ,hash_protebe,hash_trend,hash_viral
4,CZ,7088760298542238982,1650480624,Odpovědět @cusicej2 #english,164589589804855296,a d e l a,"18 y. 
taurus 
ig: panuskaaduska",0,False,https://m.tiktok.com/v/7088760298542238982.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088760298542238982&source=h5_m,791112,614,247,836,104009,7088760286437559045,7088760286437559045,72,7088760286437559045,original sound - panuskaaduska,a d e l a,1.645895898048553e+17,a d e l a,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088760309933951750.mp3,,False,False,,,,,[],0,0,Czech Republic,#english,0,0,0,0,0,0,0,0,0,0
5,CZ,7072384165781540101,1646667759,Roxy 🐶 #čivava #čivavamini #czech #czechrepublic #chihuahua #chihuahuastiktok #littledog #babydog #fupシ #pejsek #fun,7040360968425178117,little._Big_Dog,chihuahua Roxy 🐶,0,False,https://m.tiktok.com/v/7072384165781540101.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072384165781540101&source=h5_m,508225,520,2001,1582,53578,6923305965483756293,6923305965483756293,72,6923305965483756293,original sound - lucietvrdonova1,Lucie Tvrdoňová,1.40077782188843e+17,Lucie Tvrdoňová,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6923305941202963206.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5d14cfab596f2f5ea00680be6f9ba7d5.json,False,False,,,,,[],0,0,Czech Republic,#čivava #čivavamini #czech #czechrepublic #chihuahua #chihuahuastiktok #littledog #babydog #fupシ #pejsek #fun,0,0,0,0,0,0,0,0,0,0
6,DE,7099777453035392262,1653045758,@stepko111 antworten  @stepko111 antworten ready 😌 #fyfyfyfy #fürdich #neinsteffennein,6768084290980316165,Mariia Well,"Marry from Germany🇩🇪
Just for fun💃",0,False,https://m.tiktok.com/v/7099777453035392262.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099777453035392262&source=h5_m,1828464,807,1141,224,81048,7099777433552980741,7099777433552980741,72,7099777433552980741,original sound - mariia.well,Mariia Well,6.768084290980316e+18,Mariia Well,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099777454402751238.mp3,,False,False,,,,,[],0,0,Czech Republic,#fyfyfyfy #fürdich #neinsteffennein,0,0,0,0,0,0,0,0,0,0
7,CZ,7093158227575082245,1651504601,snad nejsem moc pozde #fyp #mymoneydontjiggle #foryou,6690983931955069957,sebastian šikl,love hate relationship s tiktokem,0,False,https://m.tiktok.com/v/7093158227575082245.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093158227575082245&source=h5_m,743485,827,1052,3407,106412,7086404597124434689,7086404597124434689,72,7086404597124434689,original sound - stunteditz (Contains music from: Legacy - Caribbean Snake),"Contains music from: ""Legacy""",6.962736552187856e+18,𝓢𝓽𝓾𝓷𝓽 𝓛𝔂𝓻𝓲𝓬𝓼 🕊,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086404596565838594.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/48f603ab9227d8b681e98403a8ad1366.json,False,False,Caribbean Snake,Legacy,original sound - stunteditz (Contains music from: Legacy - Caribbean Snake),"Contains music from: ""Legacy""",[],0,0,Czech Republic,#fyp #mymoneydontjiggle #foryou,1,0,0,0,1,0,0,0,0,0
0,HU,7093765996481137925,1651646110,🚆🏃🏻‍♀️ #subwaysurfers,6709081855779849221,ÁGICA💋,"🇭🇺
ig: @agij0nas 
sminkes ig: makeup.by.agi
email: jnasagi@gmail.com",0,False,https://www.tiktok.com/@agij0nas/video/7093765996481137925?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093765996481137925&source=h5_m,38699854,7075,7032,15237,2464551,7011467355561659137,7011467355561659137,24,7011467355561659137,original sound - maytree_music,Maytree 메이트리,6.59905037005534e+18,Maytree 메이트리,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7011467236548365057.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d1d9830c74dcfb094b8ea343967fcf67.json,False,False,,,,,[],0,0,Czech Republic,#subwaysurfers,0,0,0,0,0,0,0,0,0,0
1,CZ,7090964862435626245,1650993915,"Tak co, už jste ready na léto?👙☀️ já ještě ne..🤣😏 #summerbody #bikini #loveisland #loveislandczsk  #trend #viral #fyp #fypシ",25852005,Gabriela Gášpárová,"Nový MERCH zde 👇🏼
Ig: @gabrielagasparova",0,False,https://www.tiktok.com/@gabrielagasparova/video/7090964862435626245?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090964862435626245&source=h5_m,535641,120,104,191,55704,6968844110040009477,6968844110040009477,72,6968844110040009477,original sound - zina_bee,ZiNa,6.569251561213297e+18,ZiNa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6990641612556684038.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ac888a76f199802617201fd46fcf2e33.json,False,False,,,,,[],0,0,Czech Republic,#summerbody #bikini #loveisland #loveislandczsk #trend #viral #fyp #fypシ,0,0,0,0,1,0,1,0,1,1
2,CZ,7100959127161048325,1653320886,"Prisel jsem na to, jak neztloustnout. 😜",6754650482889475078,crazy hugo,Jsem Stand-up komik a snad jsem pobavil i Vás:),0,False,https://www.tiktok.com/@crazyhugocz/video/7100959127161048325?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100959127161048325&source=h5_m,402033,468,702,1,38835,7100959110304762629,7100959110304762629,72,7100959110304762629,original sound - crazyhugocz,crazy hugo,6.754650482889475e+18,crazy hugo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100959127212329734.mp3,,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
3,CZ,7081000066609138950,1648673804,🏳️‍🌈JAK JE DALEKO MANŽELSTVÍ PRO VŠECHNY V ČR?🇨🇿 #lgbt #samerights #marketapekarovaadamova #vitrakusan #pirati #politics #gay #fun #lgbt🌈 #cz  #marriage #fy #fypシ,7047568966530057221,Spolu a Pirstan,"💪fanpage SPOLU, PIRÁTŮ+STAN 👑
🇨🇿 🇪🇺 🇺🇦
ig: spolu.pirstan",0,False,https://www.tiktok.com/@spolu.pirstan.fp/video/7081000066609138950?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081000066609138950&source=h5_m,700061,4839,855,3191,105236,7081000063618517765,7081000063618517765,72,7081000063618517765,original sound - spolu.pirstan.fp (Contains music from: Einaudi: Experience - Ludovico Einaudi & Daniel Hope & I Virtuosi Italiani),"Contains music from: ""Einaudi: Experience""",7.047568966530057e+18,Spolu a Pirstan,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081000052163988230.mp3,,False,False,Ludovico Einaudi & Daniel Hope & I Virtuosi Italiani,Einaudi: Experience,original sound - spolu.pirstan.fp (Contains music from: Einaudi: Experience - Ludovico Einaudi & Daniel Hope & I Virtuosi Italiani),"Contains music from: ""Einaudi: Experience""",[],0,0,Czech Republic,#lgbt #samerights #marketapekarovaadamova #vitrakusan #pirati #politics #gay #fun #lgbt🌈 #cz #marriage #fy #fypシ,0,0,0,1,0,0,1,0,0,0
4,US,7073586352129985835,1646947664,Nice otter bro,127311824642822144,Nick Smithyman 🤓,"Follow Insta & YouTube⤴️
biz: NickSmithyMgmt@outlook.com
⬇️ NEW YOUTUBE VIDEO ⬇️",0,False,https://www.tiktok.com/@itsmenicksmithy/video/7073586352129985835?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073586352129985835&source=h5_m,11144895,8424,4346,8987,1345265,7067960266503490351,7067960266503490351,72,7067960266503490351,original sound - claycarvingasmr,Alexa Harding,6.748216862935156e+18,Alexa Harding,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7067960279946070830.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/cd9e889ffa3f89cf1b2bb572566c4318.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
5,CZ,7102490639304019206,1653677469,snažila jsem se no 🤣🤣,90593757791662081,✨Lyubov103  ✨,"SUP BROTHERS
⭐️live best life you can🦋
550K🥺❤️",0,False,https://www.tiktok.com/@lyubov103/video/7102490639304019206?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102490639304019206&source=h5_m,235579,119,39,223,36223,7101380957873163050,7101380957873163050,72,7101380957873163050,original sound - camimendes (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",7.004354135367026e+18,camila mendes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101380981193493290.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9f8cf98bca0d5f86a9a3b89a90494327.json,False,False,El Alfa & Chael Produciendo,Gogo Dance,original sound - camimendes (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
6,CZ,7103097081316838657,1653818666,💀nesnasim se,93258198995836928,Anna Šulcová,"Still just a tiktok. Nothing serious.
Follow me on instagram @anasulcova 💋",0,False,https://www.tiktok.com/@annasulc/video/7103097081316838657?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103097081316838657&source=h5_m,552997,561,553,730,74097,7031747007043750703,7031747007043750703,72,7031747007043750703,original sound - julessspools,Jules,6.736327871638029e+18,Jules,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7031747056108702510.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/edf434681753c6bac7edb5894b783c4d.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
7,CZ,7095039668177194245,1651942655,"tohle je pro všechny ženy s kudrnatejma vlasama: je to dar dámy, tak ho nepalte <3 #fyp #curlyhair #hair",146021192011825152,Naty🥀,"18 y.o.
singer",0,False,https://www.tiktok.com/@naty_hrychova/video/7095039668177194245?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095039668177194245&source=h5_m,578272,219,57,289,92853,7052430047688428334,7052430047688428334,72,7052430047688428334,original sound - bobsburgersvids,bobsburgersvids,7.051435339379115e+18,bobsburgersvids,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7052430074837994287.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/1b32c7b041f8c311f6c7f256dd63417c.json,False,False,,,,,[],0,0,Czech Republic,#fyp #curlyhair #hair,0,0,0,0,1,0,0,0,0,0
0,US,7082873516969692462,1649110000,#postpartumweightloss #weightlossjourney #transformation #weightlosstransformation #weightlossbeforeandafter #weightlosscheck #beforeandafter #beforeandafterweightloss #bodyafterbabies #weightlossmotivation #weightlossgoals #losingweight #loseweightwithme,6906305438909858821,Natasha Pehrson,"Follow me on IG 👆🏼
Postpartum Weight Loss Journey
SW: 234 CW: 134 GW: 134",0,False,https://www.tiktok.com/@natashapehrson/video/7082873516969692462?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082873516969692462&source=h5_m,15127481,7982,6857,4212,1237862,7028819866433964801,7028819866433964801,72,7028819866433964801,JUMPIN JUMPIN DJ HORIZON,DJHorizon,6.792172025965561e+18,DJHorizon,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7028819799778020097.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/21e9fb36c41ae724656a4d17c946bdcb.json,False,False,,,,,[],0,0,Czech Republic,#postpartumweightloss #weightlossjourney #transformation #weightlosstransformation #weightlossbeforeandafter #weightlosscheck #beforeandafter #beforeandafterweightloss #bodyafterbabies #weightlossmotivation #weightlossgoals #losingweight #loseweightwithme,0,0,0,0,0,0,0,0,0,0
1,CA,7102142989522291974,1653596526,je l’aime stu ste robe la ou qupi #fyp,6562787166953422854,jade,"ig-xjadeehenrix11 
i’m broke asf faq une fille s’essaye",0,False,https://www.tiktok.com/@jadevb14/video/7102142989522291974?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102142989522291974&source=h5_m,359948,580,1371,898,19370,7102142991242496773,7102142991242496773,72,7102142991242496773,original sound - jadevb14,jade,6.562787166953423e+18,jade,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102142988272306950.mp3,,False,False,,,,,[],0,0,Czech Republic,#fyp,0,0,0,0,1,0,0,0,0,0
2,CZ,7090174191491681542,1650809823,“KDYŽ CHYTROLÍN NARAZÍ NA VTIPÁLKA” #gastrolife #davidtranhuu #fyp #protebe #czech #sranda  @Drippy Romeo,16908848,DavidTranHuu,"Ten Vietnamec který (ne)umí česky👌🏼
INSTAGRAM: Davidtranhuu
For COLAB 📩 on IG",0,False,https://www.tiktok.com/@davidtranhuu/video/7090174191491681542?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090174191491681542&source=h5_m,971101,263,1078,2863,123993,7090174164237110022,7090174164237110022,72,7090174164237110022,original sound - davidtranhuu,DavidTranHuu,16908848.0,DavidTranHuu,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090174182302010118.mp3,,False,False,,,,,[],0,0,Czech Republic,#gastrolife #davidtranhuu #fyp #protebe #czech #sranda,0,0,0,0,1,0,0,1,0,0
3,US,7097393685809138987,1652490741, ,7086617985616151598,🇬🇹502,,0,False,https://www.tiktok.com/@joezl8/video/7097393685809138987?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097393685809138987&source=h5_m,5123863,1746,2674,67,348635,7097393655874472746,7097393655874472746,72,7097393655874472746,original sound - joezl8,🇬🇹502,7.086617985616152e+18,🇬🇹502,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097393682525686570.mp3,,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
4,US,7099264064605637934,1652926222,I Had To Do It.. 🥺❤️ #foryou #foryoupage,91752822198640640,Savage 😈,"New York 🗽❤️
-
CEO Of It Works 😃👍",0,False,https://www.tiktok.com/@itsavage/video/7099264064605637934?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099264064605637934&source=h5_m,5859134,4563,394,1933,280617,7099264074004826923,7099264074004826923,72,7099264074004826923,original sound - itsavage (Contains music from: Happiest Year - Jaymes Young),"Contains music from: ""Happiest Year""",9.175282219864064e+16,Savage 😈,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099264081101884206.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/58dc95cc670c516ace25e62cb1fac6b9.json,False,False,Jaymes Young,Happiest Year,original sound - itsavage (Contains music from: Happiest Year - Jaymes Young),"Contains music from: ""Happiest Year""",[],0,0,Czech Republic,#foryou #foryoupage,1,1,0,0,0,0,0,0,0,0
5,CZ,7085045533697428742,1649615713,"Nutrition tips, workout tips, wellness tips on my page and instagram 🍑 #workouttipsforwomen #girlswholift #begginnerworkout #begginnerworkouttips #fitnessjourney #bodypositivity #growglutes",7055587679451513862,emmawerbova,"Follow me on instagram for more content!!🧚🏼‍♀️
emmawerba@gmail.com 💌",0,False,https://www.tiktok.com/@emmawerbova/video/7085045533697428742?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085045533697428742&source=h5_m,126130,18,25,49,14814,7063068224027380485,7063068224027380485,72,7063068224027380485,Big And Chunky (Contains music from: Big And Chunky - will.i.am),"Contains music from: ""Big And Chunky""",6.750625227921081e+18,Juan Torres 🤠,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7063068247666854662.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f5891fae9f00875871162dbb7d5032a2.json,False,False,will.i.am,Big And Chunky,Big And Chunky (Contains music from: Big And Chunky - will.i.am),"Contains music from: ""Big And Chunky""",[],0,0,Czech Republic,#workouttipsforwomen #girlswholift #begginnerworkout #begginnerworkouttips #fitnessjourney #bodypositivity #growglutes,0,0,0,0,0,0,0,0,0,0
6,US,7090999720662879531,1651002030,When you get the zoomies 😂 from @celsiusofficial #celsiusbrandpartner #celsiuslivefit,18866408,Samantha Swanson,"✨ Livin’ and loving life ✨
Smswanson3@gmail.com",0,False,https://www.tiktok.com/@samanthaswanson1/video/7090999720662879531?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090999720662879531&source=h5_m,8289027,1184,9643,5511,217628,6888648028409105153,6888648028409105153,72,6888648028409105153,original sound - theduracellbunnyjl92,Jamielee Mac,6.802971641585911e+18,Jamielee Mac,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990291072865815298.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/15b34cb26385f25cf51c5d7353c94afe.json,False,False,,,,,[],0,0,Czech Republic,#celsiusbrandpartner #celsiuslivefit,0,0,0,0,0,0,0,0,0,0
7,CZ,7093202919519964422,1651515002,#fy #foryou #karel #hateris #stream #ome #joke,7083842532995531782,Hateris klipy/FP,"@thehateris ❤️🤙🪄
čokolívanec, prstokládek, rimming…😂
streamy na Facebooku🎥",0,False,https://www.tiktok.com/@the_hateris_klipy/video/7093202919519964422?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093202919519964422&source=h5_m,630757,794,1745,2520,61764,7093202909332130565,7093202909332130565,72,7093202909332130565,original sound - the_hateris_klipy,Hateris klipy/FP,7.083842532995532e+18,Hateris klipy/FP,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093202916223240965.mp3,,False,False,,,,,[],0,0,Czech Republic,#fy #foryou #karel #hateris #stream #ome #joke,1,0,0,1,0,0,0,0,0,0
0,CZ,7095768160875351302,1652112270, ,73980334937088000,Geography Facts,,0,False,https://www.tiktok.com/@geographyfactss/video/7095768160875351302?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095768160875351302&source=h5_m,349747,2999,1046,1726,55605,7045734042171771653,7045734042171771653,72,7045734042171771653,Gangstas Paradise Slowed,Top10s,6.91961406940206e+18,Top10s,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7045734056687930118.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a410cddbc49939751c7f840cf9eaa98e.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
1,IE,7102761675740269829,1653740576,Eu m-am abținut cu greu😭😭😭😭 #notwerk #lovetwerk #foryou #fy #viralvideo #pentrupaginata😊😗💕 #vapupikiii🔝💋❤️ #trending #pentrutine💓,6600742975839666181,Señorita,,0,False,https://www.tiktok.com/@senorita.bonita123/video/7102761675740269829?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102761675740269829&source=h5_m,641661,212,171,2,38565,7083655456534842158,7083655456534842158,72,7083655456534842158,original sound - djprecise,DJ Precise,6.780923368507868e+18,DJ Precise,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7083655483805977386.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/55e867230ec0554fc77c07d516e8ff11.json,False,False,,,,,[],0,0,Czech Republic,#notwerk #lovetwerk #foryou #fy #viralvideo #pentrupaginata😊😗💕 #vapupikiii🔝💋❤️ #trending #pentrutine💓,1,0,0,1,0,0,0,0,0,0
2,BE,7080626716678294789,1648586877,Thank your for 1.5k! Ty for all the love & support 🤍 Check out my instagram highlights to see how I lost 10 kg in the first 3 months & to follow my gbp journey! Feel free to dm. #weightloss #wlsjourney #gastricbypass #fyp #voorjou,5422788,Chanika,"21 🌈
SW: 116 kg
CW: 61 kg",0,False,https://www.tiktok.com/@chanikacastermans/video/7080626716678294789?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080626716678294789&source=h5_m,7041138,1494,2797,3377,747654,6916217126021843717,6916217126021843717,72,6916217126021843717,original sound - nathanfrenchh (Contains music from: Five Hours - Deorro),"Contains music from: ""Five Hours""",6.811669909971191e+18,Nathan French,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6916217140945652486.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6dbb1d196269768811907ad95a8043f5.json,False,False,Deorro,Five Hours,original sound - nathanfrenchh (Contains music from: Five Hours - Deorro),"Contains music from: ""Five Hours""",[],0,0,Czech Republic,#weightloss #wlsjourney #gastricbypass #fyp #voorjou,0,0,0,0,1,0,0,0,0,0
