,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_ad,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_satisfying,hash_tiktok,hash_viral
3,US,7088566975386946817,1650435614,#gameplay #gamer #game,7006332735157584923,gamemoimoingay,Daily new game update for all gamers,0,False,https://t.tiktok.com/i18n/share/video/7088566975386946817/?region=US&mid=7088566992117975810&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088566975386946817&source=h5_t,5749784,31,207,3545,57864,7088566992117975810,7088566992117975810,72,7088566992117975810,original sound - gamemoimoingay,gamemoimoingay,7.006332735157585e+18,gamemoimoingay,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7088566968906746625.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/aa94b234eda114d1e013c7d96fb3b7fc.json,False,False,,,,,[],0,0,Cambodia,#gameplay #gamer #game,0,0,0,0,0,0,0,0,0,0
4,KR,7100935014640127233,1653315272,Brothers!!!!!!!!!!! #hellohouse,7076655704233657346,𝗛𝗲𝗹𝗹𝗼 𝗛𝗼𝘂𝘀𝗲,"ʜᴇʟʟᴏ🙋🏼‍♀️
📧 contact : soonent@soon-ent.co.kr",0,False,https://t.tiktok.com/i18n/share/video/7100935014640127233/?region=US&mid=7072479175814187782&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100935014640127233&source=h5_t,21467434,3954,5582,58796,1333212,7072479175814187782,7072479175814187782,72,7072479175814187782,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",6.831674564565763e+18,Iconicfatma,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072479167769873157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d203808dc93f54480af65167e04b08e8.json,False,False,Myriam Fares,Goumi - Sped Up Version,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",[],0,0,Cambodia,#hellohouse,0,0,0,0,0,0,0,0,0,0
5,KH,7103340206211878171,1653875275,Reply to @biisal79 ខមិនមកបើចង់ការ😂,6900390989652476929,Føñg Łÿ 🇰🇭95✔️,I love you 😍,0,False,https://t.tiktok.com/i18n/share/video/7103340206211878171/?region=US&mid=6927622234907495169&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103340206211878171&source=h5_t,619575,558,1060,118,86597,6927622234907495169,6927622234907495169,24,6927622234907495169,original sound - Fath jonea🦦❤️,Fath jonea🦦❤️,6.760093560828577e+18,Fath jonea🦦❤️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6927622190745651969.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/46859148c075df1e98a8175587a4fdec.json,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
6,KH,7101878120042515738,1653534854,5$😂😂ធ្លាប់ពាក់តាអា2$😇😊,7062093678239548417,brosna123453,ធ្វើការរតុក ផង ដឹកម្ហូបផង កំពុងសោម❤️,0,False,https://t.tiktok.com/i18n/share/video/7101878120042515738/?region=US&mid=7093324212823460635&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101878120042515738&source=h5_t,116052,26,9,24,14230,7093324212823460635,7093324212823460635,24,7093324212823460635,original sound - អាចារ្យ ស្ទាវ✌️,អាចារ្យ ស្ទាវ✌️,6.740755992608654e+18,អាចារ្យ ស្ទាវ✌️,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7093324252031568667.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ec48da2a4bef2849ea9eb08d5e003b07.json,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
7,KH,7079685660939914522,1648367770,💔🙂,6625398960863461378,Noch😼💗,FB  Bii noch,0,False,https://t.tiktok.com/i18n/share/video/7079685660939914522/?region=US&mid=6847982025312357121&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079685660939914522&source=h5_t,1465519,1529,1106,23,225983,6847982025312357121,6847982025312357121,24,6847982025312357121,duludansekarang (Contains music from: I'm Just a Kid - Simple Plan),"Contains music from: ""I'm Just a Kid""",6.783243225693226e+18,🐈🌯🍜🍗 ig:@tyasay.s,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6847980615728433921.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6da4da62c5126cc85d7bbc531cb7bb32.json,False,False,Simple Plan,I'm Just a Kid,duludansekarang (Contains music from: I'm Just a Kid - Simple Plan),"Contains music from: ""I'm Just a Kid""",[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
0,KH,7102743327954586906,1653736301,បាត់បោះគេមែន,6783963327564497922,Selena,,0,False,https://t.tiktok.com/i18n/share/video/7102743327954586906/?region=US&mid=7102743380576242458&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102743327954586906&source=h5_t,144902,21,8,16,13184,7102743380576242458,7102743380576242458,24,7102743380576242458,original sound - Selena,Selena,6.783963327564498e+18,Selena,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7102743395496020762.mp3,,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
1,KH,7093465012697648411,1651576025,@puthisakofficials @sidalen @toynoy08,6536435668774912001,Ang Socheata,"IG : a.socheata 
Facebook : Ang Socheata",0,False,https://t.tiktok.com/i18n/share/video/7093465012697648411/?region=US&mid=7092303167991745306&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093465012697648411&source=h5_t,857534,125,387,474,148810,7092303167991745306,7092303167991745306,24,7092303167991745306,original sound - 🥀ចាន់ ទៀង🐲🇰🇭 ឧត្តរមានជ័យKH,🥀ចាន់ ទៀង🐲🇰🇭 ឧត្តរមានជ័យKH,6.777251768624514e+18,🥀ចាន់ ទៀង🐲🇰🇭 ឧត្តរមានជ័យKH,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7092303180448402203.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5cb4b4fd79f47adab0581b401eb1c777.json,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
2,US,7095252292722593066,1651992160,#az_mopar #deadpool #tiktok #fyp #foryou #cartok #arizona #fypシ,6819710596393550853,AZ_MOPAR,"😈2014 DODGE CHARGER 😈
🔴DEADPOOL🔴",0,False,https://t.tiktok.com/i18n/share/video/7095252292722593066/?region=US&mid=7087995821165153029&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095252292722593066&source=h5_t,8934654,5678,20727,43206,1076587,7087995821165153029,7087995821165153029,72,7087995821165153029,louis theroux still dre by Leonz,Leonz,6.822690156940936e+18,Leonz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087995830241626885.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d293909338935325a2dacdb196e4c6c8.json,False,False,,,,,[],0,0,Cambodia,#az_mopar #deadpool #tiktok #fyp #foryou #cartok #arizona #fypシ,0,0,1,0,0,1,1,0,1,0
3,US,7097029562868993326,1652405961, ,6826741691262747654,❤️Radi❤️,"❤️Thanks for your support ❤️
❤️✊🏿✊🏾✊🏽✊🏼✊✊🏻❤️",0,False,https://t.tiktok.com/i18n/share/video/7097029562868993326/?region=US&mid=7097029521987210027&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097029562868993326&source=h5_t,9086867,6729,8656,42918,125120,7097029521987210027,7097029521987210027,72,7097029521987210027,original sound - ❤️Radi❤️ (Contains music from: Sad Music - Max-Music),"Contains music from: ""Sad Music""",6.826741691262748e+18,❤️Radi❤️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097029560591665966.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/2b9bdfa769cbf8684390f016691eb7f6.json,False,False,Max-Music,Sad Music,original sound - ❤️Radi❤️ (Contains music from: Sad Music - Max-Music),"Contains music from: ""Sad Music""",[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
4,US,7099739877230578949,1653037011,#bff,7085683726361871365,yitedtyh,"My official shop 🌍
Click in 👇🏻👇🏻👇🏻👇🏻👇🏻",0,False,https://t.tiktok.com/i18n/share/video/7099739877230578949/?region=US&mid=7091652816099560198&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099739877230578949&source=h5_t,8679071,1291,1120,3919,340617,7091652816099560198,7091652816099560198,72,7091652816099560198,original sound - Freeze (Contains music from: Why Don't U Dance With Me - HRRTZ),"Contains music from: ""Why Don't U Dance With Me""",7.017737846543304e+18,Freeze,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091652815990442757.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b849b63800f9b996828f94826f10180f.json,False,False,HRRTZ,Why Don't U Dance With Me,original sound - Freeze (Contains music from: Why Don't U Dance With Me - HRRTZ),"Contains music from: ""Why Don't U Dance With Me""",[],0,0,Cambodia,#bff,0,0,0,0,0,0,0,0,0,0
5,US,7101376339046878510,1653418025,#trending #fyp#viral#sudanese_tiktok,7101009141812806702,Ayana_isloved,"Just a sister making a acc for bby sis😘
Snap…",0,False,https://t.tiktok.com/i18n/share/video/7101376339046878510/?region=US&mid=7088173970469423899&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101376339046878510&source=h5_t,9966768,21784,13927,16376,1823300,7088173970469423899,7088173970469423899,24,7088173970469423899,kdm gg (Contains music from: Double Tech - Leiner),"Contains music from: ""Double Tech""",6.969149175583065e+18,Poum Pouy✨,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7088173975834037019.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2e9b2fbf928a38b2f4d8a8f65d7d5b90.json,False,False,Leiner,Double Tech,kdm gg (Contains music from: Double Tech - Leiner),"Contains music from: ""Double Tech""",[],0,0,Cambodia,#trending #fyp#viral#sudanese_tiktok,0,0,0,0,0,1,0,0,0,1
6,KZ,7078642632968228098,1648124922,Сколько вам лет и с какого вы города?🤔How old are u? Where are u from?👽🤫 #fypシ #рекомендации #fyp #trend,6743549032872428549,Pika Pika Chuuuu💛,"Насчёт сотрудничества писать в Инстаграм
Thanks for ur following, luv u🌸💜",0,False,https://t.tiktok.com/i18n/share/video/7078642632968228098/?region=US&mid=7078642616513891073&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078642632968228098&source=h5_t,38400335,4677,2461,15098,1613899,7078642616513891073,7078642616513891073,72,7078642616513891073,original sound - Pika Pika Chuuuu💛,Pika Pika Chuuuu💛,6.743549032872429e+18,Pika Pika Chuuuu💛,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7078642614915910401.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a27b7bd3c775e11e08265d85e1e06dd1.json,False,False,,,,,[],0,0,Cambodia,#fypシ #рекомендации #fyp #trend,0,0,0,0,0,1,1,0,0,0
0,KH,7080209348202351899,1648489701,Yooz lover🪨♥️,6527747224343478274,Vid❤️‍🔥,Smos 100%💁🏻‍♂️,0,False,https://t.tiktok.com/i18n/share/video/7080209348202351899/?region=US&mid=7068232367659780891&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080209348202351899&source=h5_t,250466,67,102,245,24612,7068232367659780891,7068232367659780891,24,7068232367659780891,original sound - Thèá Record,Thèá Record,6.76142473426387e+18,Thèá Record,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7068232359568575258.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1bafd3fe6b3abb2a14bec32f6c679b3b.json,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
1,KH,7090406008211737882,1650863795,ហមម🥲♥️♥️ @hakuraiiiii #miki #haradamiki,6512717496348753921,Hãradä Mïki,FB : Hãradä Mïki | IG haradamikii | 2♥️♥️Year CEO Pink Bee ♥️,0,False,https://t.tiktok.com/i18n/share/video/7090406008211737882/?region=US&mid=7082370286401702683&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090406008211737882&source=h5_t,487865,67,131,163,69773,7082370286401702683,7082370286401702683,24,7082370286401702683,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",6.508494589473112e+18,Duckhead Dj Kasur,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7082370305552829210.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/241863689ab47c011269273c5f206d17.json,False,False,WILLOW,Wait a Minute!,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",[],0,0,Cambodia,#miki #haradamiki,0,0,0,0,0,0,0,0,0,0
2,US,7073355898604997934,1646894009, ,4273758,iHeartMemphis🔥,"Christian-Muslim 
MIA🌴
🇵🇸FREE PALESTINE 🇵🇸
Follow my Instagram for👀",0,False,https://t.tiktok.com/i18n/share/video/7073355898604997934/?region=US&mid=7073355826316036906&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073355898604997934&source=h5_t,29187317,22443,52319,2069,2620173,7073355826316036906,7073355826316036906,72,7073355826316036906,original sound - iHeartMemphis🔥 (Contains music from: Stupid Fruity Swag - Coco Bliss),"Contains music from: ""Stupid Fruity Swag""",4273758.0,iHeartMemphis🔥,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073355873090865962.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/acefed202444977f28537fd06544503c.json,False,False,Coco Bliss,Stupid Fruity Swag,original sound - iHeartMemphis🔥 (Contains music from: Stupid Fruity Swag - Coco Bliss),"Contains music from: ""Stupid Fruity Swag""",[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
3,KH,7086729239302540570,1650007731,Delivery time 🥹 #hondact125,6573586542081474562,Thorng Sopanhaka,Life is beautiful ❤️,0,False,https://t.tiktok.com/i18n/share/video/7086729239302540570/?region=US&mid=6948645889703643906&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086729239302540570&source=h5_t,286707,110,86,179,15740,6948645889703643906,6948645889703643906,24,6948645889703643906,original sound - Áh Bëllô,Áh Bëllô,6.658170180693033e+18,Áh Bëllô,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6948645812024904449.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2ada655d2457bc165114d9d2c6bee0e7.json,False,False,,,,,[],0,0,Cambodia,#hondact125,0,0,0,0,0,0,0,0,0,0
4,US,7091827217440722218,1651194696,#foryou #jesuslovesyou #godlovesyou #pixi619 #jesussavedme #jesusiscomimgsoon #repentfromyoursins #repentfromyoursins #jesusiscomingback #jesusisking,7020203191413670917,:),"Hey:)
I have 150.6k children of God",0,False,https://t.tiktok.com/i18n/share/video/7091827217440722218/?region=US&mid=6894087054276283137&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091827217440722218&source=h5_t,4773690,21151,23847,42024,679641,6894087054276283137,6894087054276283137,24,6894087054276283137,original sound - Chill Uot Lofi,Chill Uot Lofi,6.800563167509906e+18,Chill Uot Lofi,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6894086908201569026.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/afe5b3676f64b88f56abc6dfc6650524.json,False,False,,,,,[],0,0,Cambodia,#foryou #jesuslovesyou #godlovesyou #pixi619 #jesussavedme #jesusiscomimgsoon #repentfromyoursins #repentfromyoursins #jesusiscomingback #jesusisking,0,0,1,0,0,0,0,0,0,0
5,KH,7100909862011358491,1653309414,Reply to @dygdw5btxdaw,6914521528953488385,kheanthaifong,"ចូលចិត្តមនុស្សស្មោះត្រង់ ❤️❤️ ឈ្មោះ ថៃហ្វុង ❤️កំម្ពស់1.70
 Single Full❤️❤️",0,False,https://t.tiktok.com/i18n/share/video/7100909862011358491/?region=US&mid=7100909854419831579&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100909862011358491&source=h5_t,385899,171,138,259,22916,7100909854419831579,7100909854419831579,24,7100909854419831579,original sound - kheanthaifong,kheanthaifong,6.914521528953488e+18,kheanthaifong,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7100909878209760026.mp3,,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
6,KH,7094943600802319642,1651920286,#ad ស្អាតណាស់បងៗ😩🥰 LLa usa 🇺🇸 អេក្រង់LVD new 🥰តម្លៃ275$ 🥰,6857447463906640897,Lim🦋,No bio yet,0,False,https://t.tiktok.com/i18n/share/video/7094943600802319642/?region=US&mid=7085639523169848091&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094943600802319642&source=h5_t,55288,155,50,0,8410,7085639523169848091,7085639523169848091,24,7085639523169848091,original sound - Reth sadboi,Reth sadboi,6.8704358482539e+18,Reth sadboi,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7085639543089253147.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bcfbf1f97e13b6acba249d550a415a72.json,False,False,,,,,[],0,0,Cambodia,#ad,1,0,0,0,0,0,0,0,0,0
0,KH,7072203954351918363,1646625799,អត់ចេះរាំទេ 🗿🤣,6765147015057851394,Suzana Reth,"Suzana Reth official TIKTOK Account 💕 🇰🇭
INSTAGRAM @suzanarethh",0,False,https://t.tiktok.com/i18n/share/video/7072203954351918363/?region=US&mid=7065014354940349210&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072203954351918363&source=h5_t,229654,92,132,181,36820,7065014354940349210,7065014354940349210,24,7065014354940349210,DARARI (Contains music from: DARARI - TREASURE),"Contains music from: ""DARARI""",6.773156617460467e+18,︎ ondu,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7065014354248207131.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/54993f426030b0f06eb012e26aba5c96.json,False,False,TREASURE,DARARI,DARARI (Contains music from: DARARI - TREASURE),"Contains music from: ""DARARI""",[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
1,KH,7076322350299434267,1647584688,Roum kjel kjel🤓,6507844153568641026,Younggg,"Follow my Instagram ⬆️
Fb: Bo Young
🇰🇭 X 🇨🇳",0,False,https://t.tiktok.com/i18n/share/video/7076322350299434267/?region=US&mid=7067574132983991045&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076322350299434267&source=h5_t,261705,86,281,651,40447,7067574132983991045,7067574132983991045,10036,7067574132983991045,Cool for the Summer - Sped Up (Nightcore),Demi Lovato & Speed Radio,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9fd45eb00fcc4d52a71f19b0d80ce3e1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8b503827983743d08ea6b85113beaa34,False,True,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
2,CO,7091143165515746565,1651035434, ,7089265253490213893,beckywiththegoodhair170,47😎,0,False,https://t.tiktok.com/i18n/share/video/7091143165515746565/?region=US&mid=6811968697339579141&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091143165515746565&source=h5_t,13609639,5516,8749,19294,460785,6811968697339579141,6811968697339579141,72,6811968697339579141,original sound - HizQueen💯,HizQueen💯,6.601044405204779e+18,HizQueen💯,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1663078503873590.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/05e6ff0faf6ea31abb4839a05347fe16.json,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
3,CA,7087274170895043846,1650134608,Reply to @colbychautin1  When @dessyyc hits 10M views so we have to bring it to GTA 5😮🤯 #gaming #gamer,6749929817385632774,coreytonge,"🇨🇦Gaming and Comedy
✉️Partnerships@coreytonge.com
⬇️JOIN the DISCORD",0,False,https://t.tiktok.com/i18n/share/video/7087274170895043846/?region=US&mid=7067549981984541441&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087274170895043846&source=h5_t,15561795,3823,2700,8344,1134832,7067549981984541441,7067549981984541441,72,7067549981984541441,original sound - 🌬️ (Contains music from: Around the World - Daft Punk),"Contains music from: ""Around the World""",7.023428586733274e+18,🌬️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7067549985868483330.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/06d7be2f0ab40bdd3b970bd40bc908bb.json,False,False,Daft Punk,Around the World,original sound - 🌬️ (Contains music from: Around the World - Daft Punk),"Contains music from: ""Around the World""",[],0,0,Cambodia,#gaming #gamer,0,0,0,0,0,0,0,0,0,0
