,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_humour,hash_pourtoi,hash_satisfying,hash_tiktok,hash_viral
3,BE,7100573047517678853,1653230995,Pour celles qui ont compris : ce n’est rien de grave tant que c’est pris en charge! 🤣🐟 #humour #womenissues,6807117143130588166,𝐀𝐍𝐀𝐘𝐒𝐒𝐄  🕊,"Salut! 
Je cherche des solutions aux problèmes d’acné et d’ hyperpigmentation.",0,False,https://www.tiktok.com/@anaxssse/video/7100573047517678853?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100573047517678853&source=h5_m,2891977,1504,640,3189,169026,7076503496719223557,7076503496719223557,72,7076503496719223557,original sound - speedupsxxgs,speedupsxxgs,7.063923745190086e+18,speedupsxxgs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076503511764060933.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d6c291236fc94166ae67e545e3449046.json,False,False,,,,,[],0,0,French Guiana,#humour #womenissues,0,0,0,0,0,1,0,0,0,0
4,DE,7093919231321935109,1651681782,Reply to @elafalsir nobody cutting my hair😂 #fy #fürdich #fyp,6770280819560711174,noelgoescrazy,"Dancer🇳🇬🇩🇪
God first
Instagram: noelmoves 
📩: noel@labs.management",0,False,https://www.tiktok.com/@noelgoescrazy/video/7093919231321935109?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093919231321935109&source=h5_m,11125283,875,629,811,572116,6678042512885697286,6678042512885697286,72,6678042512885697286,a fortnite tiktoker made this sound,2hyper,1.8085477187510272e+17,2hyper,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1630424539417605.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/061982d45a9ae3fe81e3a632e5c59d13.json,False,False,,,,,[],0,0,French Guiana,#fy #fürdich #fyp,0,0,0,1,0,0,0,0,0,0
5,ZA,7102394364273446149,1653655054,precious baba 🤎 . #nurahheynes #fyp #fypシ,7038701751793304578,nurahheynes,"new to the world 🌈 .
hit follow , im on instagram too 👆 .",0,False,https://www.tiktok.com/@nurahheynes/video/7102394364273446149?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102394364273446149&source=h5_m,294171,166,474,4197,38963,6586074347348167430,6586074347348167430,74,6586074347348167430,Beautiful (feat. Camila Cabello),Bazzi,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/10783ef4711c44baa62a0bacff84b032,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/fed0a41aea1a4450b5bfb090beac7be0,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1419758422', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#nurahheynes #fyp #fypシ,0,0,0,1,1,0,0,0,0,0
6,GB,7103247932987559174,1653853790,Thanks❤️ #fyp #nigeria #biafran #southafrica #japan #egypt #congo #liberia #uganda #togo #china #foryoupage #jamacia #HolidayModeActivated #spain,7082396655344976902,Igbo Amaka 🧡,"Igbo beauty 🤍

Imagine being Igbo and not following us 👀😱
❤️🖤💚",0,False,https://www.tiktok.com/@igboroyalties/video/7103247932987559174?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103247932987559174&source=h5_m,142762,1116,154,363,20672,7056772836937059077,7056772836937059077,72,7056772836937059077,original sound - .sp33d.up.aud10s,<3,7.047591834580026e+18,<3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7056772894407297798.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f90a61f0213e6703b1c5efd3c1547ef6.json,False,False,,,,,[],0,0,French Guiana,#fyp #nigeria #biafran #southafrica #japan #egypt #congo #liberia #uganda #togo #china #foryoupage #jamacia #HolidayModeActivated #spain,0,1,0,1,0,0,0,0,0,0
7,FR,7084259243892706565,1649432640,😂🤦🏻‍♀️ @choupinetteoff #booshramamad,51877567183486976,Booshra ✨,"YouTube : Booshra&Mamad
Booshra.pro@gmail.com
Snap👇🏼",0,False,https://www.tiktok.com/@booshraoff/video/7084259243892706565?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084259243892706565&source=h5_m,6518978,1166,5302,1130,510661,7073487126427355909,7073487126427355909,72,7073487126427355909,original sound - specialerigolade,Tik Toker,7.053421456504243e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073487127811869446.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4988e1b10ac94ea7461c4355970d27d9.json,False,False,,,,,[],0,0,French Guiana,#booshramamad,0,0,0,0,0,0,0,0,0,0
0,US,7088499650633714987,1650419937,Do you like my new haircut? How adorable!❤️      #puppy #dog #pet #adorable #fyp,7081986653653582894,CoCo,"Show you the cutest dog🐶
Follow for more",0,False,https://www.tiktok.com/@thatlittlecoco/video/7088499650633714987?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088499650633714987&source=h5_m,15684543,2465,31656,46596,567853,6911742826904553474,6911742826904553474,10033,6911742826904553474,That’s Just My Baby Doge,Chicky Milky,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2ce1453b26c34f7f9175432de35c0e91,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/17a22afb170d4d7a8547a086ef7e9311,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1546695476', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#puppy #dog #pet #adorable #fyp,0,0,0,1,0,0,0,0,0,0
1,BE,7099551758850067717,1652993208,Ses yeux 😂#pourtoi #foryou #viral #fyp  #devinelapersonne,6802556743529317382,Insøl€nt,Pour le fun 😜 🇦🇴,0,False,https://www.tiktok.com/@dy.dop4/video/7099551758850067717?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099551758850067717&source=h5_m,556577,587,4169,49,89095,7092327539489655558,7092327539489655558,72,7092327539489655558,JUICY x BEKA x EXO BIBERON,Bekagyal,5.206018499862118e+16,Bekagyal,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092327527922207494.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1dc779b10d5cd36a89ba29143d2c1a1a.json,False,False,,,,,[],0,0,French Guiana,#pourtoi #foryou #viral #fyp #devinelapersonne,1,0,0,1,0,0,1,0,0,1
2,AU,7102710617605147906,1653728686,Good eating soldier crabs lol 😂 #shellcade #shelltok #fyp #shells #seashells #ocean #soldiercrabs,6729805458494243846,🐚Shellcade🐚,"That Textile cone guy
Shellcade on YouTube
Shellcade.com
Practice safe shelling",0,False,https://www.tiktok.com/@shellcade/video/7102710617605147906?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102710617605147906&source=h5_m,5761859,4588,3653,3212,281791,7102710608524512001,7102710608524512001,72,7102710608524512001,original sound - shellcade,🐚Shellcade🐚,6.729805458494244e+18,🐚Shellcade🐚,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102710593798327041.mp3,,False,False,,,,,[],0,0,French Guiana,#shellcade #shelltok #fyp #shells #seashells #ocean #soldiercrabs,0,0,0,1,0,0,0,0,0,0
3,GB,7083953867737533701,1649361539,Forgot I had this in my drafts. Lomond the shire always trims up well! #forfarriersbyfarriers #farriersoftiktok #farrier #equestrian #horse #shirehorse #fyp #fypシ #fypage #foryou #foryoupage #asmr #asmrvideo #satusfying #viral #JDAirMaxMode,6930384587320099845,forfarriersbyfarriers,"Educational farriery content
Business enquiries 📨 info@ffbfmedia.com
links
 👇",0,False,https://www.tiktok.com/@forfarriersbyfarriers/video/7083953867737533701?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083953867737533701&source=h5_m,44817307,25023,7001,8680,2201006,7083953853653175045,7083953853653175045,72,7083953853653175045,original sound - forfarriersbyfarriers,forfarriersbyfarriers,6.9303845873201e+18,forfarriersbyfarriers,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083953873282550533.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0905d3c868a2e48726934ab60ebbdb1c.json,False,False,,,,,[],0,0,French Guiana,#forfarriersbyfarriers #farriersoftiktok #farrier #equestrian #horse #shirehorse #fyp #fypシ #fypage #foryou #foryoupage #asmr #asmrvideo #satusfying #viral #JDAirMaxMode,1,1,0,1,1,0,0,0,0,1
4,US,7098060030762552619,1652645886,Septum piercing. #tapin #dmv,6903620481439056902,matt.embassytattoo,"📍Washington DC
      Embassy Tattoo
      Appointment only
      202-733-3846",0,False,https://www.tiktok.com/@matt.embassytattoo/video/7098060030762552619?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098060030762552619&source=h5_m,5563314,546,1425,14465,100573,6838146316854364162,6838146316854364162,10033,6838146316854364162,Tap In,Saweetie,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8e86f10ccc07424a86307551058010e6,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/fb408339dea248cd84878e57cafaa0a3,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1512251708', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#tapin #dmv,0,0,0,0,0,0,0,0,0,0
5,IT,7082835587446607109,1649101169,Hahahahahahahahahaha,6592959826816450565,Giuseppe Mannarino,"Ciao ragazzi 👋😜
Tanti conoscono il mio nome...ma pochi la mia storia
KR 🔴🔵",0,False,https://www.tiktok.com/@cobragym87/video/7082835587446607109?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082835587446607109&source=h5_m,41686870,28780,193306,149084,2341829,6780105155212740610,6780105155212740610,10033,6780105155212740610,Laughing,Gianluca Marino,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8737cfed1275419995af77c0f6f22195,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/3138c37d97094ba99dff97a80603d76f,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1390061916', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
6,IT,7073549359790460165,1646939051,Magic orange 🍊,6680064953347621894,Arnaldo Mangini,"Smile Factory 😃
📩 arnaldomangini@weareera.com 📩",0,False,https://www.tiktok.com/@arnaldomangini/video/7073549359790460165?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073549359790460165&source=h5_m,12573579,2973,2017,29954,554038,6788500679070698246,6788500679070698246,72,6788500679070698246,original sound - ariadna_nick (Contains music from: Kulikitaka - Tonio),"Contains music from: ""Kulikitaka""",6.78829322756604e+18,Ari & Nick,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1657360583866405.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fb216e23feb7362d9e72664606bfdae8.json,False,False,Tonio,Kulikitaka,original sound - ariadna_nick (Contains music from: Kulikitaka - Tonio),"Contains music from: ""Kulikitaka""",[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
7,US,7097031017831304494,1652406300,Happy sharing#🤣 #froyou #popular #intune #funny #fyp #🤣🤣🤣,7092316894174594094,Jackie Chan🤔,"Thank you for your attention, we can bring you more joy every day.😁",0,False,https://www.tiktok.com/@anne_5566/video/7097031017831304494?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097031017831304494&source=h5_m,257284,48,267,1286,5686,7008350452563823387,7008350452563823387,72,7008350452563823387,original sound - respectfunny6 (Contains music from: Percuma strings refix - Bytes),"Contains music from: ""Percuma strings refix""",6.906388813845775e+18,DSE man.4,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7008350400420055835.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/762ec4a387000dae60a76a7417087dc7.json,False,False,Bytes,Percuma strings refix,original sound - respectfunny6 (Contains music from: Percuma strings refix - Bytes),"Contains music from: ""Percuma strings refix""",[],0,0,French Guiana,#🤣 #froyou #popular #intune #funny #fyp #🤣🤣🤣,0,0,1,1,0,0,0,0,0,0
0,US,7075085258600811818,1647296655,Reply to @gymnast.withskills don’t mind the loud gulp 😂 #goodsoup #fyp #liquids,6569324159393890309,Emily,"18
Ohio
jaw surgery queen 👑
Insta- Emily_Tokar",0,False,https://m.tiktok.com/v/7075085258600811818.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075085258600811818&source=h5_m,12021471,5813,1385,759,1035158,7075085231811758890,7075085231811758890,72,7075085231811758890,original sound - emily_tokar,Emily,6.56932415939389e+18,Emily,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075085252049652523.mp3,,False,False,,,,,[],0,0,French Guiana,#goodsoup #fyp #liquids,0,0,0,1,0,0,0,0,0,0
1,BE,7100646764629216517,1653248158,#trending,6733879514981762053,محمد لبد,"Filmaker📽️
Photographer
🇵🇸🇧🇪belguim
جلسات التصوير التواصل عالانستغرام",0,False,https://m.tiktok.com/v/7100646764629216517.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100646764629216517&source=h5_m,1966923,80,39,132,49113,7070512570909739802,7070512570909739802,24,7070512570909739802,JOVYNN Suave sound edit (Contains music from: Suave - Remix - El Alfa),"Contains music from: ""Suave - Remix""",6.63376732857847e+18,jovynn,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7070512561212459803.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/27597e2c262d45cc63c1b4325688c10d.json,False,False,El Alfa,Suave - Remix,JOVYNN Suave sound edit (Contains music from: Suave - Remix - El Alfa),"Contains music from: ""Suave - Remix""",[],0,0,French Guiana,#trending,0,0,0,0,0,0,0,0,0,0
2,US,7079598557098986795,1648347489,#fyp #foryou #icecream #diy,6932284073303049221,Smile Old Ice✨,"Follow for more✨✨👇🏻
☺️💕💕",0,False,https://m.tiktok.com/v/7079598557098986795.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079598557098986795&source=h5_m,74627663,47739,28338,52601,4022626,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#fyp #foryou #icecream #diy,1,0,0,1,0,0,0,0,0,0
3,TR,7099550231699705090,1652992852, ,6963964301909427201,Yeliz damar,Yeliz damar Saç ekimi ve estetik hizmetleri,0,False,https://m.tiktok.com/v/7099550231699705090.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099550231699705090&source=h5_m,11225471,379,1000,3823,59874,7085264448973884162,7085264448973884162,72,7085264448973884162,original sound - konulyrics (Contains music from: yarım kalır - Sefo & Revart),"Contains music from: ""yarım kalır""",6.652338350836826e+18,Konulyrics,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7085264456812399362.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4c5e0ee3274a3c0b82eb5c363d28301e.json,False,False,Sefo & Revart,yarım kalır,original sound - konulyrics (Contains music from: yarım kalır - Sefo & Revart),"Contains music from: ""yarım kalır""",[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
4,FR,7092659232201280773,1651388419,Woawww 💘,6966257115124171782,Gabby_yok,"Jesus save me !!
Keep me",0,False,https://m.tiktok.com/v/7092659232201280773.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092659232201280773&source=h5_m,69342,143,347,1,12658,7086800893949266693,7086800893949266693,72,7086800893949266693,Head First Then Eyes (Contains music from: Body Party - Ciara),"Contains music from: ""Body Party""",7.051618895137392e+18,B7,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086800891747126022.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c460641a9353eda1e567e34147507fde.json,False,False,Ciara,Body Party,Head First Then Eyes (Contains music from: Body Party - Ciara),"Contains music from: ""Body Party""",[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
5,TH,7089967607587130650,1650761722,กินเก่ง #fyp #foryou #มือใหม่tiktok #อย่าปิดการมองเห็นหนู,7054455023426323457,Baby love shop🇹🇭,"สนใจสินค้าเกี่ยวกับเด็ก
ของใช้เด็ก ของเล่น และเสื้อผ้าเด็กกดที่ตะกร้าได้เลยนะคะ",0,False,https://m.tiktok.com/v/7089967607587130650.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089967607587130650&source=h5_m,43354462,34539,90028,188907,2928482,7089967564977195802,7089967564977195802,24,7089967564977195802,original sound - babyloveshop2022,Baby love shop🇹🇭,7.054455023426323e+18,Baby love shop🇹🇭,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7089967611877788443.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/badd8d1c42d4705754e44ba7227ebccb.json,False,False,,,,,[],0,0,French Guiana,#fyp #foryou #มือใหม่tiktok #อย่าปิดการมองเห็นหนู,1,0,0,1,0,0,0,0,1,0
6,US,7101297695993728302,1653399715,Very romantic cats #cat #cute #pet #kitten #ftpシ #popular #fyp #foryou,7098846477649429546,Cute Pet Paradise,"😺Pets are our best friends🐶
 💜If you like cute pets💙
   ❤️please follow me🖤",0,False,https://m.tiktok.com/v/7101297695993728302.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101297695993728302&source=h5_m,5033914,6834,45296,53296,289272,6696413593358829570,6696413593358829570,10033,6696413593358829570,Careless Whisper,George Michael,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a779f413fc5c4031879b888b4e431435,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/be07d28fef594cc4899d08f77c0bd232,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '429945616', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#cat #cute #pet #kitten #ftpシ #popular #fyp #foryou,1,0,0,1,0,0,0,0,0,0
7,US,7100632719411023150,1653244887,"New couch, who dis? Shout out to @Lovesac  for this HUGE Sactionals couch!#lovesac",66458948421058561,Thewilliamsfam,"Yes we’re actually brothers🕺🏻🕺🏻🕺🏻🕺🏻
HELP US BRING SEXY BACK
👇👇👇👇👇👇",0,False,https://m.tiktok.com/v/7100632719411023150.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100632719411023150&source=h5_m,3588907,2528,3624,29281,587868,7076492436792642350,7076492436792642350,72,7076492436792642350,Soundgasm Sped up (Contains music from: Soundgasm - Rema),"Contains music from: ""Soundgasm""",6.704476993319159e+18,Christian😛,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076492454786026286.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/780ddf0aa2a13f0beeffd2fdf363322e.json,False,False,Rema,Soundgasm,Soundgasm Sped up (Contains music from: Soundgasm - Rema),"Contains music from: ""Soundgasm""",[],0,0,French Guiana,#lovesac,0,0,0,0,0,0,0,0,0,0
