,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_balkan,hash_croatia,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_hrvatska,hash_srbija,hash_viral
4,IT,7070251533228674309,1646171216,Rispondi a @welovesukraina 🇺🇦☮️ #graffiti #satisfying #murals #spray #asmr #satisfying,6919934559263212545,Drew Nori,"DREW NORI
No Rules Inside
📍Based in Modena 🇮🇹

Follow me on insta 🔥",0,False,https://www.tiktok.com/@drew.nori/video/7070251533228674309?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070251533228674309&source=h5_m,17039562,37377,1456,1950,971560,7070251564589402885,7070251564589402885,72,7070251564589402885,original sound - drew.nori,Drew Nori,6.919934559263213e+18,Drew Nori,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070251552740854533.mp3,,False,False,,,,,[],0,0,Croatia,#graffiti #satisfying #murals #spray #asmr #satisfying,0,0,0,0,0,0,0,0,0,0
5,HR,7103227131643153670,1653848947,#fyp #foodwehate @tenavidmar,6784083262291706886,Paula Šogorić,,0,False,https://www.tiktok.com/@sogoricpaula/video/7103227131643153670?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103227131643153670&source=h5_m,50720,29,124,99,2654,7062392155289209606,7062392155289209606,72,7062392155289209606,uno momento,💌,7.039785434701104e+18,💌,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7062392182606875398.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/98a17236abd91cfae8fd8acf2486abb0.json,False,False,,,,,[],0,0,Croatia,#fyp #foodwehate,0,0,0,0,0,1,0,0,0,0
6,HR,7098701481984937222,1652795237,#fyp #viral #xyzbca,7046883117806175237,siri,sc: siriscevic69,0,False,https://www.tiktok.com/@siirrrii/video/7098701481984937222?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098701481984937222&source=h5_m,420195,400,969,7,60983,7098701446224431878,7098701446224431878,72,7098701446224431878,original sound - siirrrii,siri,7.046883117806175e+18,siri,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098701449944730373.mp3,,False,False,,,,,[],0,0,Croatia,#fyp #viral #xyzbca,0,0,0,0,0,1,0,0,0,1
7,DE,7082819597107301638,1649097446,"ukoliko me jos uvijek ne pratis na instagramu, mislim da je doslo vrijeme: ante_vrankic",6577385242100187141,Ante Vrankic,"vasa lokalna ikona
business/suradnje: antevrankic.pr@gmail.com",0,False,https://www.tiktok.com/@antevrankic2/video/7082819597107301638?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082819597107301638&source=h5_m,923475,1004,3877,89,101819,7082819591956613893,7082819591956613893,72,7082819591956613893,original sound - antevrankic2,Ante Vrankic,6.577385242100187e+18,Ante Vrankic,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082819587405810437.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e1806ab2d9dea1df9b001dc76c4ef8f1.json,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
0,CA,7093953478438980870,1651689756,Idk how people do these. I’ll stick to the skits🫠,6813560925275128838,Kris HC,"Daily Subpar Content
🇨🇦
Kallmekris@wearetrival.com
⬇️YT Channel & Business⬇️",0,False,https://m.tiktok.com/v/7093953478438980870.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093953478438980870&source=h5_m,26905580,14094,5138,9527,3294872,7089828122854197249,7089828122854197249,10033,7089828122854197249,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/62d497a35bcf407598da8ac1d741359b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/38418ae73d084e45a86fb6cbbd0149fe,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
1,RS,7087563461055483141,1650201964,HAHA🤣🤣TETAMILKA,6909172560967025669,Kerim,.,0,False,https://m.tiktok.com/v/7087563461055483141.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087563461055483141&source=h5_m,1285912,545,2499,3964,74200,7087563422279174917,7087563422279174917,72,7087563422279174917,original sound - husovic_1,Kerim,6.909172560967026e+18,Kerim,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087563440251816709.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8e5741a573b953b41e1bba8c7b66bbda.json,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
2,RS,7099856115625741573,1653064071,HAHAHAAH,6651649059629973510,Mijat Stanojević,SARADNJE I REKLAME U DM NA INSTAGRAMU 📥,0,False,https://m.tiktok.com/v/7099856115625741573.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099856115625741573&source=h5_m,1406766,3333,8447,5210,186240,7099856129655687942,7099856129655687942,72,7099856129655687942,original sound - mijatstanojevic,Mijat Stanojević,6.651649059629974e+18,Mijat Stanojević,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099856143148747526.mp3,,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
3,IL,7103198588833893633,1653842301,If this ever happened to you she was probably flirting @Brooke Monk,162683527011057664,G R I N C E S S,📍Israel 🇮🇱,0,False,https://m.tiktok.com/v/7103198588833893633.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103198588833893633&source=h5_m,2168942,1278,1506,1408,195751,7091368204311743238,7091368204311743238,72,7091368204311743238,sweetest Pie with wink (Contains music from: Sweetest Pie - Megan Thee Stallion & Dua Lipa),"Contains music from: ""Sweetest Pie""",7.058341389461325e+18,blair,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091369626029787909.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a2ed5372f1c7f6cf02c7e835c2674dd7.json,False,False,Megan Thee Stallion & Dua Lipa,Sweetest Pie,sweetest Pie with wink (Contains music from: Sweetest Pie - Megan Thee Stallion & Dua Lipa),"Contains music from: ""Sweetest Pie""",[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
4,HR,7102898369000901894,1653772401,Klasika…,2194809,Ela Jerković,"Instagram- @elaajerkovic 
📍Split,Croatia
NAJBOLJI MERCH IKAD👇🏼",0,False,https://m.tiktok.com/v/7102898369000901894.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102898369000901894&source=h5_m,409640,103,128,177,28955,7102898350358072069,7102898350358072069,72,7102898350358072069,original sound - elajerkovic,Ela Jerković,2194809.0,Ela Jerković,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102898361812601606.mp3,,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
5,US,7100741600132861230,1653270238,Hands up 🤪 #fyp #fakebody,6805213425598727173,Alexia Skye,🔗 in ig bio 🌶 @thealexiax,0,False,https://m.tiktok.com/v/7100741600132861230.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100741600132861230&source=h5_m,3522900,761,1566,3959,247185,6811968697339579141,6811968697339579141,72,6811968697339579141,original sound - hizqueen_100,HizQueen💯,6.601044405204779e+18,HizQueen💯,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1663078503873590.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/05e6ff0faf6ea31abb4839a05347fe16.json,False,False,,,,,[],0,0,Croatia,#fyp #fakebody,0,0,0,0,0,1,0,0,0,0
6,HR,7086457126603820293,1649944375,Pa zaboravin sta san tia rec #renatoerceg #fyp #foryou #pain,6813088392999076870,Renato Erceg,"Instagram: renatoerceg
business: ercegrenato10@gmail.com",0,False,https://m.tiktok.com/v/7086457126603820293.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086457126603820293&source=h5_m,91944,140,150,197,9432,7085819965676292869,7085819965676292869,72,7085819965676292869,original sound - zvonesplit,Zvone,6.970651278709392e+18,Zvone,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085819976460520197.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9da5370ac973b8750950bdce70429c60.json,False,False,,,,,[],0,0,Croatia,#renatoerceg #fyp #foryou #pain,0,0,1,0,0,1,0,0,0,0
7,SI,7099861052443069701,1653065221,#fypシ #foryoupage #viral #viraltiktok #balkan #serbia #bosnia #slovenia #sloveniatiktok #dance,6967792167226213381,naniiii,,0,False,https://m.tiktok.com/v/7099861052443069701.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099861052443069701&source=h5_m,486153,943,1008,1,49616,7091056913370106629,7091056913370106629,72,7091056913370106629,Deep Coughing (Contains music from: Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix - Russ Millions & YV & SwitchOTR),"Contains music from: ""Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix""",6.958172207894922e+18,user3488332569599,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091056937957214982.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5964cbbb8ce89588d22b2e8cf3b4bdb8.json,False,False,Russ Millions & YV & SwitchOTR,Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix,Deep Coughing (Contains music from: Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix - Russ Millions & YV & SwitchOTR),"Contains music from: ""Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix""",[],0,0,Croatia,#fypシ #foryoupage #viral #viraltiktok #balkan #serbia #bosnia #slovenia #sloveniatiktok #dance,1,0,0,1,0,0,1,0,0,1
0,HR,7099723623988006150,1653033228,Obožavam ovakav doručak! 🥳Recept1 šalica glatkog brašna1 šalica tekućeg jogurta1 jaje1 vanili šećer1 prašak za pecivoPrstohvat soliNamaz i voće po želji! 🥰#pancakes #pancakeday,6723147336099120134,Svenky,YouTube,0,False,https://www.tiktok.com/@svenkranzelic/video/7099723623988006150?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099723623988006150&source=h5_m,71136,16,2,28,5493,7099723579436092165,7099723579436092165,72,7099723579436092165,original sound - svenkranzelic,Svenky,6.72314733609912e+18,Svenky,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099723573287324421.mp3,,False,False,,,,,[],0,0,Croatia,#pancakes #pancakeday,0,0,0,0,0,0,0,0,0,0
1,RS,7086060895591288069,1649852120,MORSKNJAČA #engleskionline #engleskijezik #učenjeengleskog #fyp,6957996713140421637,Teodora Jankovic,"🇷🇸100% Serbian
🇺🇸Master filolog sa 3500+ klijenata
Go down the slide👇",0,False,https://www.tiktok.com/@todajankovic/video/7086060895591288069?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086060895591288069&source=h5_m,511463,404,302,478,30454,7086060879850015494,7086060879850015494,72,7086060879850015494,original sound - todajankovic,Teodora Jankovic,6.957996713140422e+18,Teodora Jankovic,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086060881548675845.mp3,,False,False,,,,,[],0,0,Croatia,#engleskionline #engleskijezik #učenjeengleskog #fyp,0,0,0,0,0,1,0,0,0,0
2,DE,7100635721022672134,1653245587,Meet Joe Black#fyp #fypシ #foryou #foryoupage #fy #fürdich #fürdichpage #tiktok #bradpitt #viral #sad #quotes #quotestagram #quoteoftheday #beyondbillions,7053127262498325509,BeyondBillions,One Quote could change your Life.,0,False,https://www.tiktok.com/@beyondbillions/video/7100635721022672134?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100635721022672134&source=h5_m,5854336,2214,12822,493,508695,7100635847338412805,7100635847338412805,72,7100635847338412805,original sound - beyondbillions,BeyondBillions,7.053127262498326e+18,BeyondBillions,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100635856997812998.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d23d45f269f55e18344cba65bff36b63.json,False,False,,,,,[],0,0,Croatia,#fyp #fypシ #foryou #foryoupage #fy #fürdich #fürdichpage #tiktok #bradpitt #viral #sad #quotes #quotestagram #quoteoftheday #beyondbillions,0,0,1,1,1,1,1,0,0,1
3,GB,7099841978770263302,1653060780,#fyp #foryou,7068834622764205061,barrylily7,"she/her
💋Follow me 💋",0,False,https://www.tiktok.com/@barrylily7/video/7099841978770263302?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099841978770263302&source=h5_m,12394822,1208,525,3798,1214844,7090178858808675078,7090178858808675078,72,7090178858808675078,original sound - barrylily7 (Contains music from: La Câlin - Serhat Durmus),"Contains music from: ""La Câlin""",7.068834622764205e+18,barrylily7,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090178873215699717.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e17e70861d85a84d99f1d6ebc39e3e1e.json,False,False,Serhat Durmus,La Câlin,original sound - barrylily7 (Contains music from: La Câlin - Serhat Durmus),"Contains music from: ""La Câlin""",[],0,0,Croatia,#fyp #foryou,0,0,1,0,0,1,0,0,0,0
4,HR,7100534795788176645,1653222090,Ups,6670902337701855237,Milla,"🤼‍♂️
Sc:milla.andelic",0,False,https://www.tiktok.com/@weswag4ever/video/7100534795788176645?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100534795788176645&source=h5_m,702516,418,3672,2044,53730,6687141405699214085,6687141405699214085,72,6687141405699214085,the joke is on you. icarly,Kate,6.623047944398684e+18,Kate,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1632617732611077.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5f17b794c36c8f70be20ef968ecc7027.json,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
5,GB,7101756742945574149,1653506595,no one see this one coming 🔥 #raves #remix #trackid #dj #raving #punjabimc,99938533036974080,Sammy Porter,"DJ / Producer from London
New record out this Friday 👇👀",0,False,https://www.tiktok.com/@iamsammyporter/video/7101756742945574149?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101756742945574149&source=h5_m,8343001,6062,19633,15350,1002502,7101756762214107910,7101756762214107910,72,7101756762214107910,original sound - iamsammyporter,Sammy Porter,9.993853303697408e+16,Sammy Porter,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101756753221585670.mp3,,False,False,,,,,[],0,0,Croatia,#raves #remix #trackid #dj #raving #punjabimc,0,0,0,0,0,0,0,0,0,0
6,RS,7087906022852955398,1650281723,#fyp #fy #foyoupage #viral,6838197548664357894,Vuk Mijailovic,čevu,0,False,https://www.tiktok.com/@vukmijailovic/video/7087906022852955398?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087906022852955398&source=h5_m,844584,304,377,840,60683,7065776480281758470,7065776480281758470,72,7065776480281758470,alkohola litar,<3,7.055952423197918e+18,<3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7065776470446541573.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7ae4ea374264bbe683e5e05a6753d37f.json,False,False,,,,,[],0,0,Croatia,#fyp #fy #foyoupage #viral,0,0,0,0,1,1,0,0,0,1
7,NG,7099689414636457221,1653025264,😂😂😂,7080534432004342790,Emotional damage,🥰🥰Love y’all 🥰😍,0,False,https://www.tiktok.com/@e_m280/video/7099689414636457221?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099689414636457221&source=h5_m,35317280,27827,289878,103552,4571867,7099689375546166021,7099689375546166021,72,7099689375546166021,original sound - e_m280,Emotional damage,7.080534432004343e+18,Emotional damage,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099689333761919749.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2c6016e569215ab01b74ba579ef0fc12.json,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
0,US,7101739965880552705,1653502688,they arrested me after.. #fyp #fakebody,6724715071983354886,Natalie Reynolds,"Link in ig bio 💗🌶
18",0,False,https://www.tiktok.com/@nataliereynoldsx/video/7101739965880552705?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101739965880552705&source=h5_m,4202742,1078,2472,75,177143,7018543928358062853,7018543928358062853,72,7018543928358062853,original sound - carolinaabreu98 (Contains music from: ICE - MORGENSHTERN),"Contains music from: ""ICE""",6.800586233208735e+18,Carolina Abreu,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7018543987636095749.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/df44688ffc3b8ee0ca5f09ecbd7d3b0a.json,False,False,MORGENSHTERN,ICE,original sound - carolinaabreu98 (Contains music from: ICE - MORGENSHTERN),"Contains music from: ""ICE""",[],0,0,Croatia,#fyp #fakebody,0,0,0,0,0,1,0,0,0,0
1,HR,7091287690334817541,1651069079,Samo se salimo😜srce za ekonomsku❤️,6630009135457255429,barb🎀,"Samo sprdnja i to
17",0,False,https://www.tiktok.com/@nolbarbara/video/7091287690334817541?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091287690334817541&source=h5_m,61474,33,89,0,4770,7090635429682105094,7090635429682105094,72,7090635429682105094,original sound - lolo73813,lolo,6.863809265414145e+18,lolo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090635448673913606.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3794812639cab0fc3a9393b8a3d0c565.json,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
2,DE,7092428177133423877,1651334620,Wait until the end💀😂 #foryou #fyp cr: @Linn Jardim,6717904453573739525,AИDREA,"follow me on instagram ⬆️
📍Berlin 
💌 andrea@wecreate.media",0,False,https://www.tiktok.com/@andrea_subotic/video/7092428177133423877?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092428177133423877&source=h5_m,8148048,1358,5362,288,823864,7057906832542649093,7057906832542649093,72,7057906832542649093,original sound - linnjardim (Contains music from: Diging the sky - Caribbean Snake),"Contains music from: ""Diging the sky""",6.782237535823758e+18,Linn Jardim,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7057906874246515461.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/42969daeea6d36cb4812d1fd030a31cb.json,False,False,Caribbean Snake,Diging the sky,original sound - linnjardim (Contains music from: Diging the sky - Caribbean Snake),"Contains music from: ""Diging the sky""",[],0,0,Croatia,#foryou #fyp,0,0,1,0,0,1,0,0,0,0
3,AU,7073821004467883266,1647002299,I still love you 😘 #fyp#cutecouple#TrueLove#mylove,6771309331738051589,Nick&Carrie,"👦🏻All the couple things👧🏻
✉️ nickandcarrie.collab@gmail.com
New YT video⬇️",0,False,https://www.tiktok.com/@nickandcarrie/video/7073821004467883266?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073821004467883266&source=h5_m,15119460,8222,14195,39924,1789774,7073821069698403073,7073821069698403073,72,7073821069698403073,original sound - nickandcarrie,Nick&Carrie,6.771309331738052e+18,Nick&Carrie,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7073821034322938625.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1c4d5df9a7d3d913d6fd31c6f84594f7.json,False,False,,,,,[],0,0,Croatia,#fyp#cutecouple#TrueLove#mylove,0,0,0,0,0,1,0,0,0,0
4,GB,7098078316023893254,1652650145,🐶 🐝,6807904693471282182,TheAccentGuy,"Enquiries email: danny@alphatalentgroup.co.uk
Personalised Tommy Shelby message",0,False,https://www.tiktok.com/@_theaccentguy/video/7098078316023893254?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098078316023893254&source=h5_m,6602681,6775,4148,7924,673394,7098078306599324421,7098078306599324421,72,7098078306599324421,original sound - _theaccentguy,TheAccentGuy,6.807904693471282e+18,TheAccentGuy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098078297976490757.mp3,,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
