,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_comedy,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_pov,hash_trending,hash_viral,hash_xyzbca
2,US,7072870788449307947,1646781059,It could also be a Guinea Pig now that I think about it🤔#quartergame #rollerrink #kids #hamster #gerbil,6747571758276592645,Dawsonish,A nap would be great rn,0,False,https://www.tiktok.com/@dawsonish/video/7072870788449307947?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072870788449307947&source=h5_m,13019827,1052,726,1696,1726898,6770216135636813826,6770216135636813826,10036,6770216135636813826,Sneaky Snitch,Kevin MacLeod,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea45c0acd2724cf584bf41c76dad72b8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/df401f84b6e546d59d5541b5f3c7efa2,False,True,,,,,[],0,0,Jersey,#quartergame #rollerrink #kids #hamster #gerbil,0,0,0,0,0,0,0,0,0,0
3,US,7072909971502959918,1646790181,#pov You have to guess the password to unlock your soulmate…PT.6 (Pt.5 on @baileyspinn page),6715738999438296069,Devin Caherly,"Go follow my insta: Devincaherly
Devincaherly@gmail.com
Snap: devinc9
Click👇🏼",0,False,https://www.tiktok.com/@devincaherly/video/7072909971502959918?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072909971502959918&source=h5_m,9475285,5386,725,2721,1257369,6841299250358340357,6841299250358340357,72,6841299250358340357,original sound - elongatedmusk (Contains music from: One Way or Another (Teenage Kicks) - One Direction),"Contains music from: ""One Way or Another (Teenage Kicks)""",6.565800442189038e+18,Valerie Le Pelch,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6841299235271412486.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7a094fa2a1f1477648a7e413384f20e6.json,False,False,One Direction,One Way or Another (Teenage Kicks),original sound - elongatedmusk (Contains music from: One Way or Another (Teenage Kicks) - One Direction),"Contains music from: ""One Way or Another (Teenage Kicks)""",[],0,0,Jersey,#pov,0,0,0,0,0,0,1,0,0,0
4,AU,7078782316784504065,1648157444, ,6812438607556215814,Aaron,"Folllow me on twitch for good luck ⬇️⬇️
📧 aaroncasabus@gmail.com",0,False,https://www.tiktok.com/@aaroncasa69/video/7078782316784504065?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078782316784504065&source=h5_m,2300168,462,156,879,367488,6766128122128500738,6766128122128500738,10033,6766128122128500738,Paris,Else,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/aca63a99735047ac9989779640d493c7,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7e13b36ea0bf4878848a43e561f9bc72,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1461085630', 'external_song_key': 'apple_song_id'}]",0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
5,GB,7103481437936045318,1653908160,Reply to @bland0x  Moisturised glowing skin 💫 only don’t eat it #bodybutter #smallbusinessuk #fyp,6808517079109469190,LaRaina Beauty,"✨Fun Bodycare & Cosmetics
Worldwide 🌏 Delivery
Use Code TIKTOK
Click for more👇",0,False,https://www.tiktok.com/@larainabeauty/video/7103481437936045318?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103481437936045318&source=h5_m,125,0,0,0,8,7091124261821205254,7091124261821205254,72,7091124261821205254,BIG MOOD,💀,7.077681250995668e+18,💀,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091124250890832646.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a7cc60fc146b66628df18d57edf32c84.json,False,False,,,,,[],0,0,Jersey,#bodybutter #smallbusinessuk #fyp,0,0,0,0,1,0,0,0,0,0
6,AU,7087100485538172161,1650094170,She was probably a science teacher 🤣#westernsydney #aussie #fyp #pov #funeral #funny #school #student #teacher,6747271017028453381,nariman,"I’m funny sometimes.
📩nariman.businesss@gmail.com",0,False,https://www.tiktok.com/@nariman.dein/video/7087100485538172161?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087100485538172161&source=h5_m,2997029,4550,2475,9597,480137,6716039644095465474,6716039644095465474,10033,6716039644095465474,Funeral Music,Bobby Cole,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2f459caf76fa4fe08b5ec1a598f1d49b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/75dac269875f4e08af11fa839de80e61,False,True,,,,,[],0,0,Jersey,#westernsydney #aussie #fyp #pov #funeral #funny #school #student #teacher,0,0,0,1,1,0,1,0,0,0
7,GB,7078732189965274373,1648145773,Number 3 is modern football at its best 😂 #fyp #foryou #ballers #Soccer #football,162335872577716224,Ewan,"Football influencer - 125k+ Insta ⚽️🔥🤳

📩 - ewanbaggott@hotmail.co.uk",0,False,https://www.tiktok.com/@eabskills/video/7078732189965274373?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078732189965274373&source=h5_m,3547627,736,548,145,384773,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Jersey,#fyp #foryou #ballers #Soccer #football,0,1,0,0,1,0,0,0,0,0
0,GB,7086572268826021125,1649971184,Hair hack for cutting it straight #hair #hairhack,76070388132102144,Paul Lee Hiley,"Hair✂️ 
Becki-jo💄
Manchester📍
Managed by @connectmgt",0,False,https://www.tiktok.com/@paulleehiley/video/7086572268826021125?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086572268826021125&source=h5_m,2146680,1078,313,347,99907,7086572235099540229,7086572235099540229,72,7086572235099540229,original sound - paulleehiley,Paul Lee Hiley,7.607038813210214e+16,Paul Lee Hiley,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086572266712353542.mp3,,False,False,,,,,[],0,0,Jersey,#hair #hairhack,0,0,0,0,0,0,0,0,0,0
1,US,7079949346032160042,1648429164,Sometimes its the little things that can make someone's day 🥺❤️🥰 #kindness #OscarsAtHome #wholesome,6708974328132289541,Isaiah Garza,"Follow my insta/youtube 🤎
shop my jewelry line/merch 👇🏼",0,False,https://www.tiktok.com/@isaiahgarza/video/7079949346032160042?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079949346032160042&source=h5_m,2732897,2729,1860,1068,534357,6799322046934288386,6799322046934288386,10033,6799322046934288386,Mile Marker,Amy Seeley,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/845e800da51f4191ac5ca0a9d0544aec,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/59d0d91920b94ceaaa542ae238f76ff5,False,True,,,,,[],0,0,Jersey,#kindness #OscarsAtHome #wholesome,0,0,0,0,0,0,0,0,0,0
2,GB,7087728928680348934,1650240490,#fyp #foryou #foryoupage,6929056779507221509,Raphael Aghahan,📩Contact - visualperception15@gmail.com,0,False,https://www.tiktok.com/@rafreacts/video/7087728928680348934?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087728928680348934&source=h5_m,3570194,417,815,5079,172199,7067788393383512879,7067788393383512879,72,7067788393383512879,bestie (Contains music from: Bestie - DaBaby & YoungBoy Never Broke Again),"Contains music from: ""Bestie""",7.067381829899109e+18,kay,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7067788407023405870.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/b7942c1ef0e4bb10fcdd85c1963026a6.json,False,False,DaBaby & YoungBoy Never Broke Again,Bestie,bestie (Contains music from: Bestie - DaBaby & YoungBoy Never Broke Again),"Contains music from: ""Bestie""",[],0,0,Jersey,#fyp #foryou #foryoupage,0,1,1,0,1,0,0,0,0,0
3,US,7080651299364244782,1648592600,Belle told us to not use THIS name! 🤣 #belle #epcotfood #disneyworldfacts #disneyparks #babyontheway #krystenskitchen #disneybaby,6930883661090292741,KRYSTENSKITCHEN,"🍴Gluten Free / Paleo / Disney Lover
📚 Cookbook author x 2
🤗 Goofball",0,False,https://www.tiktok.com/@krystens.kitchen/video/7080651299364244782?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080651299364244782&source=h5_m,4378763,1519,616,2,966322,7080651274471131950,7080651274471131950,72,7080651274471131950,original sound - krystens.kitchen,KRYSTENSKITCHEN,6.930883661090293e+18,KRYSTENSKITCHEN,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080651302207900458.mp3,,False,False,,,,,[],0,0,Jersey,#belle #epcotfood #disneyworldfacts #disneyparks #babyontheway #krystenskitchen #disneybaby,0,0,0,0,0,0,0,0,0,0
4,AE,7096053255528058117,1652178650,😏 how many you get? #quiz #generalknowledge #top5 #learnontiktok,6778793738603283461,Mahan Lankarani,"Quizzes | Brain Teasers | Riddles
⬇️ organize everything better ⬇️",0,False,https://www.tiktok.com/@mahanlankarani/video/7096053255528058117?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096053255528058117&source=h5_m,1172172,2017,367,609,110798,6777600386590050306,6777600386590050306,10036,6777600386590050306,Reflections on 52nd,Psyched on Sound,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/403ad980d4e3426fbf33aaeb38794d84,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/1e790685d768431da9ee269e8957248f,False,True,,,,,[],0,0,Jersey,#quiz #generalknowledge #top5 #learnontiktok,0,0,0,0,0,0,0,0,0,0
5,GB,7079061758035512582,1648222507,If students were honest to their teachers! #school #teacher #student #fyp #foryoupage #viral,6807374175930549254,Nathan Connor,"Violation Pro! Follow the insta 👆🏾
Work/Collab: nathan@elryagency.co.uk",0,False,https://www.tiktok.com/@nathanconnortv/video/7079061758035512582?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079061758035512582&source=h5_m,1833116,1468,2015,6604,197597,7079061744722742021,7079061744722742021,72,7079061744722742021,original sound - nathanconnortv,Nathan Connor,6.807374175930549e+18,Nathan Connor,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079061740314528518.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dbf0258510191c46cadba357aa162a47.json,False,False,,,,,[],0,0,Jersey,#school #teacher #student #fyp #foryoupage #viral,0,0,1,0,1,0,0,0,1,0
6,GB,7102740428595711237,1653735629,@daz_black #dazzlers #dazsquad #fyp #tiktok #viral,7102739417404015622,🕶🤏🏻,"Hi bye
I’m 14",0,False,https://www.tiktok.com/@daz.games.fann08/video/7102740428595711237?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102740428595711237&source=h5_m,102939,92,117,146,4640,7102740402905647878,7102740402905647878,72,7102740402905647878,original sound - daz.games.fann08,🕶🤏🏻,7.102739417404016e+18,🕶🤏🏻,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102740400326118150.mp3,,False,False,,,,,[],0,0,Jersey,#dazzlers #dazsquad #fyp #tiktok #viral,0,0,0,0,1,0,0,0,1,0
7,GB,7086810124551245062,1650026565,#sidemenshow #sidemen #ksi #vikk #ethan #harry #tuktuk #silverman #zyxcba #foryou #fyp #fypシ,6967515685388108805,randomzeeee,Im just random,0,False,https://www.tiktok.com/@randomzeeee/video/7086810124551245062?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086810124551245062&source=h5_m,4428541,1437,1441,123,544014,7086810106838469382,7086810106838469382,72,7086810106838469382,original sound - randomzeeee,randomzeeee,6.967515685388109e+18,randomzeeee,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086810118620269318.mp3,,False,False,,,,,[],0,0,Jersey,#sidemenshow #sidemen #ksi #vikk #ethan #harry #tuktuk #silverman #zyxcba #foryou #fyp #fypシ,0,1,0,0,1,1,0,0,0,0
0,US,7085827413938015530,1649797758,forgotten teen #greenscreen #ScreamItOut #troubledteenindustry #trinityteensolutions #TurboTaxAndRelax,6768943212679758854,Maggie Higgins,"26 ♓️ 
Sober 06/25/2019
Former Bad Kid
The truth will set you free",0,False,https://www.tiktok.com/@maggiehiggins4/video/7085827413938015530?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085827413938015530&source=h5_m,24523810,16537,9833,3941,3285971,7036300329733851950,7036300329733851950,72,7036300329733851950,mr. forgettable (Contains music from: Mr. Forgettable - David Kushner),"Contains music from: ""Mr. Forgettable""",6.727897646545012e+18,david kushner,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7036299770071878446.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/74c7ef57784866e851be2f5950404370.json,False,False,David Kushner,Mr. Forgettable,mr. forgettable (Contains music from: Mr. Forgettable - David Kushner),"Contains music from: ""Mr. Forgettable""",[],0,0,Jersey,#greenscreen #ScreamItOut #troubledteenindustry #trinityteensolutions #TurboTaxAndRelax,0,0,0,0,0,0,0,0,0,0
1,DE,7096171513455332609,1652206182,Reply to @manreetrules  you cant tell me that wasnt smooth,6654093432934744070,Nic Kaufmann,"bee yourself 🐝

CHECK OUT YOUTUBE AND INSTA ⤴️",0,False,https://www.tiktok.com/@nickaufmann/video/7096171513455332609?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096171513455332609&source=h5_m,1136280,2809,485,15,125444,7038982678271544069,7038982678271544069,10036,7038982678271544069,Sway (Sped Up Version),Michael Bublé,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8d38123e3caf473081c33fe9eb11d06b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f97f2b3227bb4a0eb8dd03c8e1e5c693,False,True,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
2,US,7078701109858045226,1648138537,Reply to @theoffical_holly ask more! #slime #foryou #fyp #smallbusiness,7003906956688491525,lemonlimeslimes.official,"NJ 📍
USA shipping 
RESTOCKED!
BUY SLIME ⬇️
Backup: l.lslimes.offical PLS FOLLOW",0,False,https://www.tiktok.com/@lemonlimeslimes.official/video/7078701109858045226?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078701109858045226&source=h5_m,1139377,870,135,54,135464,7078701072193243947,7078701072193243947,72,7078701072193243947,original sound - lemonlimeslimes.official,lemonlimeslimes.official,7.003906956688492e+18,lemonlimeslimes.official,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078701097334115118.mp3,,False,False,,,,,[],0,0,Jersey,#slime #foryou #fyp #smallbusiness,0,1,0,0,1,0,0,0,0,0
3,GB,7102824409081089286,1653755181,Insta: OffAbz #mrabzz,6875365503931401222,Abz,"20 
MrAbzzOfficial@Gmail.com
Email/Dm for Collabs/Enquiries 📥",0,False,https://www.tiktok.com/@mrabzz_part2/video/7102824409081089286?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102824409081089286&source=h5_m,757962,206,139,402,41914,7002683371659381509,7002683371659381509,72,7002683371659381509,original sound - mrabzz_part2,Abz,6.875365503931401e+18,Abz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7002683254641855237.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/56d42fa919a237c2d57ae28cdfda686f.json,False,False,,,,,[],0,0,Jersey,#mrabzz,0,0,0,0,0,0,0,0,0,0
4,US,7093277824299207982,1651532443,What do you hear?😳 👉🏻#whatdoyouhear #LIKEABOMBSHELL #FORDfortheBuilders #crafttok #funnyvideos #screenprinting #customteeshirts #screenprint #artistsontiktok #artistsoftiktok #drawingchallenge,6787442960323068933,Rush Order Tees👕📦💨,"🌈  We probably printed the t-shirt you're wearing 🌈
🪩 design yours today ⬇️",0,False,https://www.tiktok.com/@rushordertees/video/7093277824299207982?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093277824299207982&source=h5_m,2252893,11157,309,1077,63083,6888751195758889729,6888751195758889729,72,6888751195758889729,original sound - olliemydog (Contains music from: Fortnite - La Ñapa),"Contains music from: ""Fortnite""",6.666474269008101e+18,Ollie,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6888751214801046273.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/cd1609b8086a743b2035ad220c6e9d3f.json,False,False,La Ñapa,Fortnite,original sound - olliemydog (Contains music from: Fortnite - La Ñapa),"Contains music from: ""Fortnite""",[],0,0,Jersey,#whatdoyouhear #LIKEABOMBSHELL #FORDfortheBuilders #crafttok #funnyvideos #screenprinting #customteeshirts #screenprint #artistsontiktok #artistsoftiktok #drawingchallenge,0,0,0,0,0,0,0,0,0,0
5,GB,7079102642823220486,1648232026,EVEN BETTER THAN CURLY HORSES😍#cows #cowsoftiktok #facts #flashwarning,102256313404932096,chantellefen,"ZMGT.chantelleef@gmail.com📧
you guys 🪨 
GIVEAWAY ON MY INSTAGRAM📸🤍",0,False,https://www.tiktok.com/@chantelleef/video/7079102642823220486?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079102642823220486&source=h5_m,4979025,15751,9861,9151,1041486,6945103876735421190,6945103876735421190,72,6945103876735421190,original sound - westarig,westarig,6.886693549405341e+18,westarig,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6945103968657918725.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/87e0bf34e7c054dd1e85d00723addc8e.json,False,False,,,,,[],0,0,Jersey,#cows #cowsoftiktok #facts #flashwarning,0,0,0,0,0,0,0,0,0,0
6,CA,7103255544101686533,1653855562,#Inverted that didn't go as planned..,6798587618344059909,Flower & Bro's 🐕🐶,"Follow me on IG 👆
Flower, Coco and Barkley  ❤️
Saskatchewan 🇨🇦",0,False,https://www.tiktok.com/@flowerandbros/video/7103255544101686533?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103255544101686533&source=h5_m,1631611,545,5342,1038,120865,7013963486304783110,7013963486304783110,72,7013963486304783110,original sound - someonesbronobody,0.0,7.007025796502504e+18,0.0,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7013963597172787973.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9e4d2b0762cb15a8edb38abb0b1a1796.json,False,False,,,,,[],0,0,Jersey,#Inverted,0,0,0,0,0,0,0,0,0,0
7,CA,7103259120672787718,1653856395, ,254270356679667712,Andrew Curtis,"EXPECT THE UNEXPECTED!!!!!!! 
Me:😜😏🤤😍
📧: andrewcurtis@viralnation.com",0,False,https://www.tiktok.com/@_andrewcurtiss/video/7103259120672787718?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103259120672787718&source=h5_m,1021393,4674,4574,2947,192313,7103259112321960710,7103259112321960710,72,7103259112321960710,original sound - _andrewcurtiss,Andrew Curtis,2.542703566796677e+17,Andrew Curtis,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103259127137241861.mp3,,False,False,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
0,US,7080248733312503082,1648498870,@taylor.dorothea #drum #drums #drumming #drummer #drummers #drummersoftiktok #musiciansoftiktok #music #musician #drumexercise #doublestrokeroll #rudiments #chops,7054309061401969710,DrummersParadise,,0,False,https://m.tiktok.com/v/7080248733312503082.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080248733312503082&source=h5_m,25748228,37265,43774,16446,3897312,7080248723518884654,7080248723518884654,72,7080248723518884654,original sound - drummersparadise,DrummersParadise,7.05430906140197e+18,DrummersParadise,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080248739616541482.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/74461e299487c04053242b88bbf8a2a5.json,False,False,,,,,[],0,0,Jersey,#drum #drums #drumming #drummer #drummers #drummersoftiktok #musiciansoftiktok #music #musician #drumexercise #doublestrokeroll #rudiments #chops,0,0,0,0,0,0,0,0,0,0
