,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_couples,hash_cyprus,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_greece,hash_viral
1,CY,7100175649234570497,1653138467,epd agapw tous pollaa🫶🏽@andreana_antoniou @giorgos2301,6811520704808059910,😶‍🌫️💩,"spam acc💩
main acc: athinaath",0,False,https://www.tiktok.com/@aninaaaaaaa_/video/7100175649234570497?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100175649234570497&source=h5_m,231836,183,88,302,33482,7096875075219049221,7096875075219049221,72,7096875075219049221,original sound - greekspeedupsongss,<3,7.053420168256882e+18,<3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096875078570232581.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/240513d5de849b55b8060a8c791d4876.json,False,False,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
2,BY,7101919110837079297,1653544400,@perekyrr @perekyrr @perekyrr СПАСЛИ БЕДНОГО ПЕСИКА!!!#,6887205243013202950,PRIYVET,"🌎ВСЕ САМОЕ ИНТЕРЕСНОЕ И НЕОБЫЧНОЕ🌎
👇WHO WANTS TO SUPPORT THE CHANNEL👇",0,False,https://www.tiktok.com/@perekyrr/video/7101919110837079297?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101919110837079297&source=h5_m,12989106,8868,19761,516,460684,6777274113254754306,6777274113254754306,10036,6777274113254754306,Pieces (Solo Piano Version),Danilo Stankovic,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/36c45fbf26c943c0ab9627251afd960b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/51c7a4d3050743f3a9afac52c9a137d8,True,True,,,,,[],0,0,Cyprus,#,0,0,0,0,0,0,0,0,0,0
3,US,7094725579986963754,1651869524,When u order clothes online 😂 @Evelyn Gonzalez @lovebrandimarie,247281113587535872,Adam W,"Adam Waheed
Contact: Adamwmgmt@gmail.com",0,False,https://www.tiktok.com/@adamw/video/7094725579986963754?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094725579986963754&source=h5_m,2234030,1178,2590,3752,261367,6773559835091798018,6773559835091798018,10033,6773559835091798018,Scream My Name,Taynte,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3d8b8320fcee46a9a282c47e699ee45f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/72c41a59692b4094b5d9ecc2f5fbe4e3,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1477986725', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
4,AU,7100458617828019457,1653204351,Kendall Jenner makes her fav snack🥒✨,6704891256172626950,Georgia,"Australian Youtuber 🎥
1 Million beautiful people on YouTube ❤️",0,False,https://www.tiktok.com/@georgia/video/7100458617828019457?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100458617828019457&source=h5_m,7675355,5957,8320,6050,1396735,7100458627038743298,7100458627038743298,72,7100458627038743298,original sound - georgia (Contains music from: Funny Song - Cavendish Music),"Contains music from: ""Funny Song""",6.704891256172627e+18,Georgia,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100458618340526850.mp3,,False,False,Cavendish Music,Funny Song,original sound - georgia (Contains music from: Funny Song - Cavendish Music),"Contains music from: ""Funny Song""",[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
5,GB,7093914712240442629,1651680730,#fy #fyp #fishing #fish #tiktok #foryou #life,7068607386450691078,Fishing Tiktok,"Do not like fishing, because it is addictive.",0,False,https://www.tiktok.com/@mark_levin8/video/7093914712240442629?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093914712240442629&source=h5_m,12298675,428,10343,346,93060,7078250744465443589,7078250744465443589,10036,7078250744465443589,Low Down,venbee & Dan Fable,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/65c69fc97c3d43e18bf91031805bd50e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7eacb9c58dee40438c5c198142c7da40,True,True,,,,,[],0,0,Cyprus,#fy #fyp #fishing #fish #tiktok #foryou #life,0,0,1,0,0,1,1,0,0,0
6,US,7101881275073547563,1653535589,Spider pug ready to attack & be terrifying (with kissies),6647071561210593285,Kiwi Bug The Pug,"🥝𝔸 𝕃𝕚𝕥𝕥𝕝𝕖 𝕊𝕝𝕚𝕔𝕖 𝕠𝕗 𝕂𝕚𝕨𝕚’𝕤 𝕃𝕚𝕗𝕖🥝
Check out the link 👇🏻",0,False,https://www.tiktok.com/@kiwibugthepug/video/7101881275073547563?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101881275073547563&source=h5_m,8149384,7078,49463,18348,791672,7071331783752682283,7071331783752682283,72,7071331783752682283,original sound - tmades9 (Contains music from: How - Legacy Hits),"Contains music from: ""How""",6.751795929151587e+18,Tyler Madeley,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071331839289379627.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/906bb8ccbab2f5db811d943a96254b32.json,False,False,Legacy Hits,How,original sound - tmades9 (Contains music from: How - Legacy Hits),"Contains music from: ""How""",[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
7,CY,7092024468465274113,1651240623,#stitch with @imedaademi The ❤️ of my life! IG:stephani.p_ #singlepringle,253810407021387776,Stephh💠,"Keep this smile,u shine baby!❤️
BeFreeBeYou💎
CroesFam💠
✨insta:stephani.p_✨",0,False,https://www.tiktok.com/@stephani.p/video/7092024468465274113?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092024468465274113&source=h5_m,169748,232,73,128,21865,7092024467139857154,7092024467139857154,72,7092024467139857154,original sound - stephani.p,Stephh💠,2.5381040702138778e+17,Stephh💠,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7092024444982135554.mp3,,False,False,,,,,[],0,0,Cyprus,#stitch #singlepringle,0,0,0,0,0,0,0,0,0,0
0,CY,7099798165045415169,1653050578,#stitch with @midgettman ακουσες? #andywolf7 #comedyfactory_cy🇨🇾 #poustotiptop #nanos #car,6794524193813054469,Andreas Georgiou,"Περήφανος  Κυπραίος
Κύπρος-Λάρνακα
Κωμωδία-Τραγούδι 
#andywolf7",0,False,https://www.tiktok.com/@andygeo77/video/7099798165045415169?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099798165045415169&source=h5_m,17023,16,43,0,421,7099798158758120193,7099798158758120193,72,7099798158758120193,original sound - andygeo77,Andreas Georgiou,6.794524193813054e+18,Andreas Georgiou,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099798139221052162.mp3,,False,False,,,,,[],0,0,Cyprus,#stitch #andywolf7 #comedyfactory_cy🇨🇾 #poustotiptop #nanos #car,0,0,0,0,0,0,0,0,0,0
1,CY,7095401586465180929,1652026920,#foryoupage #foryou #mpesfypgamw @eirini.christoforou,62382251828641792,hot stuff,🦂,0,False,https://www.tiktok.com/@noni.panayiotou/video/7095401586465180929?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095401586465180929&source=h5_m,222834,194,165,230,17054,7050937375874517765,7050937375874517765,72,7050937375874517765,original sound - olimpiosdavilas,Olimpios Davilas,6.81112454496379e+18,Olimpios Davilas,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7050937407822875398.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/58a78925c2062a069bc0d7e8eedca2ae.json,False,False,,,,,[],0,0,Cyprus,#foryoupage #foryou #mpesfypgamw,0,0,1,1,0,0,0,0,0,0
2,IT,7103551160304422150,1653924392,Real slow or not??🤡 @darknight_cat @shanna_31_ @eugeniuss80 @Calvin Westleigh Pillay @lili217812 @uschiiii,6527017203445797888,Madtrinity,"Info e collab: ad@otbsrl.it
        COMEDY 
Il nostro obbiettivo farvi ridere🤡",0,False,https://www.tiktok.com/@madtrinity/video/7103551160304422150?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103551160304422150&source=h5_m,184117,73,20,41,7391,6937684848094038786,6937684848094038786,72,6937684848094038786,original sound - sopotovsky,Максим Сопотовский🦈✨,6.866453513468347e+18,Максим Сопотовский🦈✨,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6937684804171352833.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5731aedf6060a5a1a98958ce02ed0a12.json,False,False,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
3,US,7101487219784912171,1653443841,I promise he loves me😅😂 #marriedlife #comedy #reaction #fyp #foryou,6806875252179928070,Ricky & Nikki,"hi friends!
we love you!!💕
✨join the fam✨
📩: th3simpsonfamily@gmail.com",0,False,https://www.tiktok.com/@_thesimpsonfamily_/video/7101487219784912171?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101487219784912171&source=h5_m,15634116,10189,115783,40261,1633304,7101487201732660014,7101487201732660014,72,7101487201732660014,original sound - _thesimpsonfamily_,Ricky & Nikki,6.806875252179928e+18,Ricky & Nikki,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101487234473265963.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4bde01364c2da0148c381f5ad8d0c843.json,False,False,,,,,[],0,0,Cyprus,#marriedlife #comedy #reaction #fyp #foryou,0,0,1,0,0,0,1,0,0,0
4,CY,7099351121159867649,1652946493,#grindr #γκομενοι #fypシ゚viral #fypシ,6775949657795757061,Kyriakos Panayiotou,"b̶o̶y̶ , g̶i̶r̶l̶ , 𝗢𝘁𝗵𝗲𝗿
💛🤍💜🖤",0,False,https://www.tiktok.com/@kyriakos2907/video/7099351121159867649?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099351121159867649&source=h5_m,130135,241,454,247,1515,7071965207509109510,7071965207509109510,72,7071965207509109510,Gulp Gulp Gulp Gulp by CupcakKe,🥂,6.976620820898825e+18,🥂,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071965213980887814.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b8e028e862d44f6469a9eac174795209.json,False,False,,,,,[],0,0,Cyprus,#grindr #γκομενοι #fypシ゚viral #fypシ,0,0,0,0,0,0,0,2,0,1
5,CY,7102420352973753601,1653661104,#fypシ #foryoupage #notforyou #cyprus #limassol_cyprus #viral #grrrr #fy #fypage,6669665319579975686,QueenFox👑,grrrrrr😍,0,False,https://www.tiktok.com/@__minifox__/video/7102420352973753601?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102420352973753601&source=h5_m,49915,59,19,1,1936,7057634444127079174,7057634444127079174,72,7057634444127079174,original sound - biserking1 (Contains music from: Sibili Sibili Dom Dom - Lefaa),"Contains music from: ""Sibili Sibili Dom Dom""",6.660149410272313e+18,Biser King,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7057634453983988485.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3575038dee4702256972a06c5c145253.json,False,False,Lefaa,Sibili Sibili Dom Dom,original sound - biserking1 (Contains music from: Sibili Sibili Dom Dom - Lefaa),"Contains music from: ""Sibili Sibili Dom Dom""",[],0,0,Cyprus,#fypシ #foryoupage #notforyou #cyprus #limassol_cyprus #viral #grrrr #fy #fypage,0,1,0,1,0,1,0,1,0,1
6,CY,7102782563269233922,1653745437, ,7019359413770028038,alexhadiyounis,,0,False,https://www.tiktok.com/@alexhadiyounis/video/7102782563269233922?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102782563269233922&source=h5_m,61127,160,72,272,2423,7071260347461683969,7071260347461683969,72,7071260347461683969,original sound - pure___love4,خالد____الأمير,6.642877536211714e+18,خالد____الأمير,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7071260347646118658.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/73518397dc0bf13f78e9a0dc3866c8c3.json,False,False,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
7,KE,7078955955546868997,1648197875,Salmon is my son’s favorite meal and he enjoys his veggies too 💙❤️ #foodtiktok #foodporn #yummmy #food #tiktokfoodies #instafood #delicious #tasty #delicious #homemade #salmon #fyp #tahini,6805297890194736134,dennis ombachi,"OLYMPIAN 🇰🇪 
SELF TAUGHT CHEF
PROFESSIONAL SPORTSMAN",0,False,https://www.tiktok.com/@theroamingchef/video/7078955955546868997?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078955955546868997&source=h5_m,16483436,12066,35477,39578,2518891,7078955894272314118,7078955894272314118,72,7078955894272314118,original sound - theroamingchef,dennis ombachi,6.805297890194736e+18,dennis ombachi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078955918288866054.mp3,,False,False,,,,,[],0,0,Cyprus,#foodtiktok #foodporn #yummmy #food #tiktokfoodies #instafood #delicious #tasty #delicious #homemade #salmon #fyp #tahini,0,0,0,0,0,0,1,0,0,0
0,US,7092742134985657646,1651407719,SHE WASN’T READY FOR WHAT I SAID🤷🏻‍♂️,6668025465947799557,Tayo Ricci,"Best artist in the world 💋❄️
I basically live shirtless 
All SOCIALS on IG😳",0,False,https://www.tiktok.com/@tayoricci/video/7092742134985657646?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092742134985657646&source=h5_m,21034709,4643,1878,1787,1437356,6985139368969111553,6985139368969111553,10033,6985139368969111553,Want Me Too,Oli Harper & Tayo Ricci,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2396ceec3bd04a78b2990259900327a9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/329e4c8d6f864e208946dc4f66eaabda,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1576511234', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
1,US,7082789281881673006,1649090389,EVERYTHING MAKES SO MUCH SENSE!! 🤯🤯🤯 #paralleluniverse #greenscreen #simulation #newearth #dimensions #matrix #Karen #customerservice #storytime #restaurant #serverlife #food #retail,6850836689943626758,Alex Serves Tea 🍵,"Ready to wake up?
Question everything
Dismantle the system
BU: alexservesfacts",0,False,https://www.tiktok.com/@alexservestea/video/7082789281881673006?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082789281881673006&source=h5_m,31267921,132038,521748,148147,5077437,6817193198436255745,6817193198436255745,10036,6817193198436255745,"Suspense, horror, piano and music box",takaya,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ec28b201a97b4673ba761ff39b60fe91,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/67e28fbf41ac48cb9fb71159aa5de1d0,True,True,,,,,[],0,0,Cyprus,#paralleluniverse #greenscreen #simulation #newearth #dimensions #matrix #Karen #customerservice #storytime #restaurant #serverlife #food #retail,0,0,0,0,0,0,0,0,0,0
2,ME,7095307275098787078,1652004962,#shangelnyc #foru #foryou #shangelnyc #foru #couples #foryou #foru #couples #foryoupage #forupage #fyp#foryou#blinddate #couple #newyork #viral#foryoupage #foryou #blowthisup #couples #foryoupage #couples #fyp #foryoupage #nyc,6963980839190807558,💙,,0,False,https://www.tiktok.com/@_lyricsgirl._/video/7095307275098787078?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095307275098787078&source=h5_m,11571037,4331,14442,523,1625669,7067700865674545967,7067700865674545967,72,7067700865674545967,if yall keep doing corny stuff im deleting this (Contains music from: Rackz got më - Yeat),"Contains music from: ""Rackz got më""",6.845751341198394e+18,The lyric man,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7067700871676644142.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/1ea8f92cb96b1847b3bf4b92393fd276.json,False,False,Yeat,Rackz got më,if yall keep doing corny stuff im deleting this (Contains music from: Rackz got më - Yeat),"Contains music from: ""Rackz got më""",[],0,0,Cyprus,#shangelnyc #foru #foryou #shangelnyc #foru #couples #foryou #foru #couples #foryoupage #forupage #fyp#foryou#blinddate #couple #newyork #viral#foryoupage #foryou #blowthisup #couples #foryoupage #couples #fyp #foryoupage #nyc,4,0,4,4,0,0,2,0,0,1
3,CY,7101069667942419713,1653346624,yuahhhh right😏#fyp,6528029024873092096,Mitz Glaiza Nicolas,🇵🇭🇵🇭🇵🇭,0,False,https://www.tiktok.com/@glaizadazanicolas5/video/7101069667942419713?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101069667942419713&source=h5_m,12012,9,3,8,482,7091056913370106629,7091056913370106629,72,7091056913370106629,Deep Coughing (Contains music from: Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix - Russ Millions & YV & SwitchOTR),"Contains music from: ""Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix""",6.958172207894922e+18,user3488332569599,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091056937957214982.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5964cbbb8ce89588d22b2e8cf3b4bdb8.json,False,False,Russ Millions & YV & SwitchOTR,Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix,Deep Coughing (Contains music from: Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix - Russ Millions & YV & SwitchOTR),"Contains music from: ""Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix""",[],0,0,Cyprus,#fyp,0,0,0,0,0,0,1,0,0,0
4,US,7093328094307634478,1651544146, ,7065099562683728942,Lorelyn Kotler,I am Happily married so don’t start flirting with me because I’m Not interested,0,False,https://www.tiktok.com/@lorelynkotler/video/7093328094307634478?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093328094307634478&source=h5_m,3794795,4841,994,787,302495,7093328082420992811,7093328082420992811,72,7093328082420992811,original sound - lorelynkotler,Lorelyn Kotler,7.065099562683729e+18,Lorelyn Kotler,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093328107330931502.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/373532e53a43dec85deed1ef7d8270a3.json,False,False,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
5,CY,7077884541326724354,1647948415,#toraegomilooo #antonisfifa #kalosorisate,6880952581867717637,toraegomilo,thanks for all 9k followers,0,False,https://www.tiktok.com/@toraegomilooo/video/7077884541326724354?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077884541326724354&source=h5_m,71356,208,130,91,1312,7077884535190375170,7077884535190375170,72,7077884535190375170,original sound - toraegomilooo,toraegomilo,6.880952581867718e+18,toraegomilo,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7077884502906817282.mp3,,False,False,,,,,[],0,0,Cyprus,#toraegomilooo #antonisfifa #kalosorisate,0,0,0,0,0,0,0,0,0,0
6,CY,7084930232288922882,1649588868, ,100678957666091008,Feidias,"hope I get the hype too
Insta: feidiass
YouTube: Feidias",0,False,https://www.tiktok.com/@feidiass/video/7084930232288922882?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084930232288922882&source=h5_m,102002,43,18,46,8471,7050496395027647238,7050496395027647238,72,7050496395027647238,Milkshake Showmusik Dance Mix (Contains music from: Milkshake - Kelis),"Contains music from: ""Milkshake""",6.628445589200486e+18,Showmusik Sounds,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7050496410281691910.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9c5c7d92439e0dd87e551750f43e389a.json,False,False,Kelis,Milkshake,Milkshake Showmusik Dance Mix (Contains music from: Milkshake - Kelis),"Contains music from: ""Milkshake""",[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
