,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_duet,hash_explore,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_tiktok,hash_trending,hash_viral,hash_اكسبلور
1,EG,7076461831555943686,1647617164,بظبط نفس الى بعمله 😂😂😂 #الفليكساوية_ناصحين #fyp #fypシ #foryou #foryoupage #vyp #vypシ #ahmedaly99 #explore #viral #اسكتشات_كوميدي #ياه,6579294647414849542,Ahmed Ali,"Follow my on instagram 👆🏼
✨Instagram :ahmed3aly✨
      650k ❤️‍🔥",0,False,https://m.tiktok.com/v/7076461831555943686.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076461831555943686&source=h5_m,580672,404,106,244,46077,7067507024984066822,7067507024984066822,72,7067507024984066822,original sound - saif_marghany (Contains music from: Heya Di - Tamer Hosny),"Contains music from: ""Heya Di""",6.98421498447859e+18,El_korsan 🖤💫,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7067506996903299845.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/21768dde39894b862e420d4e5a633b13.json,False,False,Tamer Hosny,Heya Di,original sound - saif_marghany (Contains music from: Heya Di - Tamer Hosny),"Contains music from: ""Heya Di""",[],0,0,Egypt,#الفليكساوية_ناصحين #fyp #fypシ #foryou #foryoupage #vyp #vypシ #ahmedaly99 #explore #viral #اسكتشات_كوميدي #ياه,0,1,1,1,1,1,0,0,1,0
2,AR,7087456132762963206,1650176977, ,6851425232433120261,Coral,"Instagram: Coraljade01 💘
Twitter @coraljad3 🔞",0,False,https://m.tiktok.com/v/7087456132762963206.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087456132762963206&source=h5_m,8182442,1070,5415,12119,117044,6827183486001089285,6827183486001089285,72,6827183486001089285,original sound - idmedina1,Medina,6.566930256157901e+18,Medina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/065168a476c8405d1b9d5704decb7e6e.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/724c40d5a31a2d31425068815dde7c8d.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
3,DE,7103333131792518405,1653873629,#viral #shorts #reaction,6988595112079705093,😎 Human Stars 😎,"🌱This ""Place"" to making you Happy 🌱",0,False,https://m.tiktok.com/v/7103333131792518405.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103333131792518405&source=h5_m,2028238,74,24,149,36595,7007657680537946886,7007657680537946886,72,7007657680537946886,Love Nwantiti (Acoustic Ver) (Contains music from: love nwantiti (feat. Dj Yo! & AX'EL) [Remix] - CKay),"Contains music from: ""love nwantiti (feat. Dj Yo! & AX'EL) [Remix]""",6.924856132575266e+18,riah:/,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7007657918669638406.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8b97bef1f7b0993c85ee1cf25fda45d4.json,False,False,CKay,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],Love Nwantiti (Acoustic Ver) (Contains music from: love nwantiti (feat. Dj Yo! & AX'EL) [Remix] - CKay),"Contains music from: ""love nwantiti (feat. Dj Yo! & AX'EL) [Remix]""",[],0,0,Egypt,#viral #shorts #reaction,0,0,0,0,0,0,0,0,1,0
4,FR,7095779467251010818,1652114902, ,7000008832672433153,deddoff,,0,False,https://m.tiktok.com/v/7095779467251010818.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095779467251010818&source=h5_m,8465823,447,462,2364,118368,7095779458459650817,7095779458459650817,24,7095779458459650817,original sound - deddoff,deddoff,7.000008832672433e+18,deddoff,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7095779434779036418.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/eda28692a4144d313955dfdd872fdce8.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
5,EG,7103394469109583109,1653887911,#mnbnkjbvbhkh,7091536674488108037,veriv36814,,0,False,https://m.tiktok.com/v/7103394469109583109.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103394469109583109&source=h5_m,130025,24,65,634,3352,7103394383055489798,7103394383055489798,72,7103394383055489798,original sound - veriv36814 (Contains music from: Her Yer Karanlık - Günay Aksoy),"Contains music from: ""Her Yer Karanlık""",7.091536674488108e+18,veriv36814,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103394427736984325.mp3,,False,False,Günay Aksoy,Her Yer Karanlık,original sound - veriv36814 (Contains music from: Her Yer Karanlık - Günay Aksoy),"Contains music from: ""Her Yer Karanlık""",[],0,0,Egypt,#mnbnkjbvbhkh,0,0,0,0,0,0,0,0,0,0
6,EG,7093683647601216773,1651626932,good luck for you 👋🏻 #foryou #fypシ #viral #_omar_hgagy_,7083621347645981701,omar_hgagy_,"20K SOON
تعالوا ع الانستا برد على اى حد ❤️",0,False,https://m.tiktok.com/v/7093683647601216773.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093683647601216773&source=h5_m,4187215,827,3352,39039,71901,7093683607474162438,7093683607474162438,72,7093683607474162438,original sound - _omar_hgagy_,omar_hgagy_,7.083621347645982e+18,omar_hgagy_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093683607880928005.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/122feeb3b19fe68ad8614ff0559dbfaa.json,False,False,,,,,[],0,0,Egypt,#foryou #fypシ #viral #_omar_hgagy_,0,0,1,0,0,1,0,0,1,0
7,DE,7090872094237445381,1650972317,#humour🤪🤪😘😘😘 #thetiktokfamily🙏 #thetitokfamily🙏 #pourtoi,6794928918799025157,Heinny Asdrid L'amou,"Aime la musique,danse et humour ❤️❤️❤️❤️❤️",0,False,https://m.tiktok.com/v/7090872094237445381.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090872094237445381&source=h5_m,10425425,1290,16643,3471,127071,6954012086867413766,6954012086867413766,72,6954012086867413766,original sound - _kt25,𝓚𝓪𝓼𝓲𝓪,6.810437097745368e+18,𝓚𝓪𝓼𝓲𝓪,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6954012197962009350.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c6bebfa37d894133b45a23889a2fa89d.json,False,False,,,,,[],0,0,Egypt,#humour🤪🤪😘😘😘 #thetiktokfamily🙏 #thetitokfamily🙏 #pourtoi,0,0,0,0,0,0,0,0,0,0
0,EG,7094291532420844805,1651768466,لما تبقي من عين شمس و تتخانق ف السخنة #fyp #foryoupage #الفلكساويه_ناصحين #fypシ @v3ga90 @abdelrahmaneljamil,6693870045351445510,Ahmed Mohsen,👆😉متيجو انستا طيب,0,False,https://m.tiktok.com/v/7094291532420844805.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094291532420844805&source=h5_m,1481914,488,357,1537,47336,7064273544129399557,7064273544129399557,72,7064273544129399557,original sound - elnesr2004,Ahmed El Arby 🦂,6.93929464393153e+18,Ahmed El Arby 🦂,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7064273536642943749.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/82168b7616b237c4fec2168ee03c3116.json,False,False,,,,,[],0,0,Egypt,#fyp #foryoupage #الفلكساويه_ناصحين #fypシ,0,0,0,1,1,1,0,0,0,0
1,EG,7093490090684583174,1651581867,دة شرقاوي 😂💔#asturi_elnemr,7089395145644246022,Rainbow_line2,"الفنون والحِرف,التعليم والتدريب 🧬",0,False,https://m.tiktok.com/v/7093490090684583174.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093490090684583174&source=h5_m,5801024,557,3767,23239,103596,7093490462216030981,7093490462216030981,72,7093490462216030981,original sound - rainbow_line2,Rainbow_line2,7.089395145644246e+18,Rainbow_line2,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093490439965149958.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9df1da9198fb415c5bfea3e28147b4a2.json,False,False,,,,,[],0,0,Egypt,#asturi_elnemr,0,0,0,0,0,0,0,0,0,0
2,EG,7077243763067718917,1647799221,كل سنه وامهاتكم بخير وسعاده وربنا يفرح قلبك ياللي هتعمل اكسبلور..🤍,6682101701794776070,💎☝️ عہبدالہرحہمن_احہمد☝️💎,"🤍﷽🤍
اللهم زد قبولي🤍
انا بصنع ونت تقلد✨🖤
عبدالرحمن احمد يلا🔥",0,False,https://m.tiktok.com/v/7077243763067718917.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077243763067718917&source=h5_m,39436022,23104,60614,300882,2454605,7077243768961157893,7077243768961157893,72,7077243768961157893,original sound - abdelrhman_boda1 (Contains music from: أوبريت ست عظيمة - Omar Kamal & Shaimaa El Maghraby & Mohamed Osama),"Contains music from: ""أوبريت ست عظيمة""",6.682101701794776e+18,💎☝️ عہبدالہرحہمن_احہمد☝️💎,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077243786740484869.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/43c64affdbc322903058721234db5608.json,False,False,Omar Kamal & Shaimaa El Maghraby & Mohamed Osama,أوبريت ست عظيمة,original sound - abdelrhman_boda1 (Contains music from: أوبريت ست عظيمة - Omar Kamal & Shaimaa El Maghraby & Mohamed Osama),"Contains music from: ""أوبريت ست عظيمة""",[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
3,DE,7100596474928532741,1653236450,#fypシ 💕,6608140165465341958,Francesco!!!,Ig: francesco_statile_,0,False,https://m.tiktok.com/v/7100596474928532741.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100596474928532741&source=h5_m,4940502,2821,3316,131,363453,6832448649671248646,6832448649671248646,72,6832448649671248646,original sound - djprecise,DJ Precise,6.780923368507868e+18,DJ Precise,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7971e94538ed4d5cc2c4df802602d2b3.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/804f35986df21a62f3ca7fd567c8a3df.json,False,False,,,,,[],0,0,Egypt,#fypシ,0,0,0,0,0,1,0,0,0,0
4,UA,7077944582478073093,1647962394,#art #artist #painting #artprocess #oilpainting #oilpaint #malen #kunst,6812924233409954822,julia 💌,"🌟young artist🌟
*i’m so sorry i have problems with my card now*",0,False,https://m.tiktok.com/v/7077944582478073093.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077944582478073093&source=h5_m,28563612,2043,741,3716,323888,7067574132983991045,7067574132983991045,10036,7067574132983991045,Cool for the Summer - Sped Up (Nightcore),Demi Lovato & Speed Radio,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9fd45eb00fcc4d52a71f19b0d80ce3e1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8b503827983743d08ea6b85113beaa34,False,True,,,,,[],0,0,Egypt,#art #artist #painting #artprocess #oilpainting #oilpaint #malen #kunst,0,0,0,0,0,0,0,0,0,0
5,KW,7100576568308780289,1653231814,😂😂😂😂😂😂,6639030158588559366,Chourouk_model_official,بسم الله مشاءالله ❤️,0,False,https://m.tiktok.com/v/7100576568308780289.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100576568308780289&source=h5_m,6892196,3015,4733,63138,353730,7073109627914734342,7073109627914734342,72,7073109627914734342,original sound - aboelsidproduction (Contains music from: Play - Blazy),"Contains music from: ""Play""",7.067948637422913e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073109636060121861.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1031314a1847df10f8c90d8b30fe633d.json,False,False,Blazy,Play,original sound - aboelsidproduction (Contains music from: Play - Blazy),"Contains music from: ""Play""",[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
6,EG,7098379700619316486,1652720316,شوف دااي 🕺💃😂!! #حمدي_عاشور,6720554930661753861,Hamdy.ashourr,"Official account of the Actor 
Hamdy Ashour ❤️",0,False,https://m.tiktok.com/v/7098379700619316486.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098379700619316486&source=h5_m,2705195,814,442,4047,122143,7098379695326022405,7098379695326022405,72,7098379695326022405,original sound - hamdy.ashourr (Contains music from: Marry Me (feat. Toya Wright) - Rasheeda),"Contains music from: ""Marry Me (feat. Toya Wright)""",6.720554930661754e+18,Hamdy.ashourr,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098379684690627334.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/39a5ecbc4677bd183a5d4b96a42f8f07.json,False,False,Rasheeda,Marry Me (feat. Toya Wright),original sound - hamdy.ashourr (Contains music from: Marry Me (feat. Toya Wright) - Rasheeda),"Contains music from: ""Marry Me (feat. Toya Wright)""",[],0,0,Egypt,#حمدي_عاشور,0,0,0,0,0,0,0,0,0,0
7,TR,7102841501285240065,1653759160,#mohamadnurmaktabi #obenim #ıstanbul #tiktok #istanbul #ukraine #turkey #Love #ramadancheck #tik_tok,6580396960409665542,MOHAMAD NUR,"كوافير محمد نور للعنوان اسطنبول اسنيورت ميدان 
İstanbul Esenyurt
📞05393775433",0,False,https://m.tiktok.com/v/7102841501285240065.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102841501285240065&source=h5_m,8922223,533,550,5458,154401,7102841486660242177,7102841486660242177,72,7102841486660242177,original sound - mohamadnurmaktabi,MOHAMAD NUR,6.580396960409666e+18,MOHAMAD NUR,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102841487129316097.mp3,,False,False,,,,,[],0,0,Egypt,#mohamadnurmaktabi #obenim #ıstanbul #tiktok #istanbul #ukraine #turkey #Love #ramadancheck #tik_tok,0,0,0,0,0,0,1,0,0,0
0,SA,7101253780892601602,1653389490,#اكسبلور_تيك_توك,6860848286119969797,مزاج,,0,False,https://m.tiktok.com/v/7101253780892601602.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101253780892601602&source=h5_m,2654031,890,400,391,120407,7101253769341438722,7101253769341438722,72,7101253769341438722,original sound - lloo476,مزاج,6.86084828611997e+18,مزاج,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101253756801239810.mp3,,False,False,,,,,[],0,0,Egypt,#اكسبلور_تيك_توك,0,0,0,0,0,0,0,0,0,0
1,EG,7099188005713349893,1652908515,لما تكون محترف في الشقط 😂😂🥰#viral #fyp #foryou #funny #hazemstar #فديوهات_رومانسية #رومانسية_منسية #,7042785761222476806,😈مصمم فديوهات😈,ادعمني ❤️❤️,0,False,https://m.tiktok.com/v/7099188005713349893.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099188005713349893&source=h5_m,2860945,1098,2371,42933,178358,7099188003423128326,7099188003423128326,72,7099188003423128326,original sound - xxh_starxx (Contains music from: انا في حاجه هتجنني - 7l2olo & Mody Amin & Ali Adora),"Contains music from: ""انا في حاجه هتجنني""",7.042785761222477e+18,😈مصمم فديوهات😈,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099187999551851269.mp3,,False,False,7l2olo & Mody Amin & Ali Adora,انا في حاجه هتجنني,original sound - xxh_starxx (Contains music from: انا في حاجه هتجنني - 7l2olo & Mody Amin & Ali Adora),"Contains music from: ""انا في حاجه هتجنني""",[],0,0,Egypt,#viral #fyp #foryou #funny #hazemstar #فديوهات_رومانسية #رومانسية_منسية #,0,0,1,0,1,0,0,0,1,0
2,EG,7089492647538183430,1650651138,تتر مسلسل الكبير ♥️♥️#تلاتة_اخوات #الكبير_اوي #الكبير_اوي6 #الكبير_أوى #الكبير_اوي_الجزء_السادس #احمد_مكي #مربوحة #مسلسلات_رمضان #مسلسلات_رمضان2022,6935539722350150662,تلاتة اخوات,Instagram : taalata_e5wat,0,False,https://m.tiktok.com/v/7089492647538183430.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089492647538183430&source=h5_m,21626181,29276,51636,187102,1474297,7089492664860674822,7089492664860674822,72,7089492664860674822,original sound - talatae5wat,تلاتة اخوات,6.935539722350151e+18,تلاتة اخوات,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089492678794103557.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/656b217fa91f7f51372d67fa71ecf5af.json,False,False,,,,,[],0,0,Egypt,#تلاتة_اخوات #الكبير_اوي #الكبير_اوي6 #الكبير_أوى #الكبير_اوي_الجزء_السادس #احمد_مكي #مربوحة #مسلسلات_رمضان #مسلسلات_رمضان2022,0,0,0,0,0,0,0,0,0,0
3,TR,7098440213545979137,1652734406,Sizce adam niye korna çaldı 😂#melekazadd #melekazad,6876004715400102914,melekazad,İNSTAGRAMDAN TAKİP ETMEYİ UNUTMAYIN CANLAR❤️,0,False,https://m.tiktok.com/v/7098440213545979137.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098440213545979137&source=h5_m,14385985,5360,3145,16328,677727,7098440196626090754,7098440196626090754,72,7098440196626090754,original sound - melekazad (Contains music from: Sibili Sibili Dom Dom - Lefaa),"Contains music from: ""Sibili Sibili Dom Dom""",6.876004715400103e+18,melekazad,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098440175277116162.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/80ef32f51abdec6ce18010dfebbce523.json,False,False,Lefaa,Sibili Sibili Dom Dom,original sound - melekazad (Contains music from: Sibili Sibili Dom Dom - Lefaa),"Contains music from: ""Sibili Sibili Dom Dom""",[],0,0,Egypt,#melekazadd #melekazad,0,0,0,0,0,0,0,0,0,0
4,SA,7101994803533057281,1653562023,اضحك ع قد فلوسك ؟ 😭❤️🧋,6701276305193157637,منيفه الشمري 💌,كود خصم شي ان : 15moox,0,False,https://m.tiktok.com/v/7101994803533057281.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101994803533057281&source=h5_m,7713893,23345,6665,1038,515418,7096999576535583490,7096999576535583490,72,7096999576535583490,original sound - 9.lili2,speed.songs633,7.096818400978535e+18,speed.songs633,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096999552024120066.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9f0d150429f7ebc9b073f8089f3d79e3.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
5,LB,7098630506073312513,1652778711,😂#سارة🇸🇦,6969279616259785729,ساره🫦,"ضيفوني انستا:_sarahfire💋
ادخلوا رابط سنابي👇🏻",0,False,https://m.tiktok.com/v/7098630506073312513.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098630506073312513&source=h5_m,5918141,1177,1382,18047,151356,7096216934508808965,7096216934508808965,72,7096216934508808965,original sound - samer.___.elmedany (Contains music from: Mahrgan Alo Sanya Hadakhlo - Samer El Madany),"Contains music from: ""Mahrgan Alo Sanya Hadakhlo""",6.978909017562662e+18,سامر المدني🎤,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096216937079868166.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6a18d6d2f43ea1c90cf9a449d854a5fa.json,False,False,Samer El Madany,Mahrgan Alo Sanya Hadakhlo,original sound - samer.___.elmedany (Contains music from: Mahrgan Alo Sanya Hadakhlo - Samer El Madany),"Contains music from: ""Mahrgan Alo Sanya Hadakhlo""",[],0,0,Egypt,#سارة🇸🇦,0,0,0,0,0,0,0,0,0,0
6,RO,7099365964545920261,1652949955,#foryou #fi #💜💙💪,6977765093221336069,maryo,,0,False,https://m.tiktok.com/v/7099365964545920261.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099365964545920261&source=h5_m,9922463,3883,13530,2107,396749,7082757924812081925,7082757924812081925,72,7082757924812081925,original sound - 7_footskills,CR7 SKILLS,6.638844176123576e+18,CR7 SKILLS,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082757956093184774.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f1c72209e5f4c2f8beceb27f02bc2641.json,False,False,,,,,[],0,0,Egypt,#foryou #fi #💜💙💪,0,0,1,0,0,0,0,0,0,0
7,DE,7088005382127324421,1650304856,الرد على @walid0814  #raneemalali #foryoupage,6786232797402776582,رنيم,"بحبكم كتيررر شكرا للمتابعه  ❤️ 


🧸",0,False,https://m.tiktok.com/v/7088005382127324421.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088005382127324421&source=h5_m,9949274,3051,788,1980,135337,7073514037660764933,7073514037660764933,72,7073514037660764933,original sound - lamarrwaell,🫶,6.596721546948133e+18,🫶,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073514067549244165.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6eb0196ea14a5cebbc11e0e66d745f5d.json,False,False,,,,,[],0,0,Egypt,#raneemalali #foryoupage,0,0,0,1,0,0,0,0,0,0
