,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_satisfying,hash_trending,hash_viral,hash_xyzbca
3,US,7081771566345882926,1648853432,😂😂😂 #facepaint #facepainter #makeup #fish #pufferfish #ocean #underthesea #artist #60secondfacepaint,6783719632605512709,Jenna,"Professional Facepainter, ADHD
Kindness Counts 💜
jenna@viralnationtalent.com",0,False,https://www.tiktok.com/@facecandyjenna/video/7081771566345882926?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081771566345882926&source=h5_m,5946736,2412,912,527,383272,6780306103038117890,6780306103038117890,10033,6780306103038117890,Under the Sea (Instrumental Version),Kids Party Music Players,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/5589431ae88145c9bfb352b48e397469?x-expires=1653914288&x-signature=U9SGEpRtKjciSmQ18X5Zv0XCXYc%3D,False,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#facepaint #facepainter #makeup #fish #pufferfish #ocean #underthesea #artist #60secondfacepaint,0,0,0,0,0,0,0,0,0,0
4,US,7075766210759118122,1647455202,This one was my favorite 😍 #asmr #idigmonsters #fyp #foryou #toyasmr,6898430179124741125,SassySoundsASMR,"✨A S M R ✨
Livestreams • Toys • Food • Makeup • Roleplays 
#LoveBugs 💟🐛",0,False,https://www.tiktok.com/@sassysoundsasmr/video/7075766210759118122?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075766210759118122&source=h5_m,29192066,11470,11509,20038,2639175,7075766187627383594,7075766187627383594,72,7075766187627383594,original sound - sassysoundsasmr,SassySoundsASMR,6.898430179124741e+18,SassySoundsASMR,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075766204991916846.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/19002bb3ae8878c29be2167f0d0c5cd6.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#asmr #idigmonsters #fyp #foryou #toyasmr,1,1,0,0,1,0,0,0,0,0
5,GB,7090179486724951301,1650811056,What a mess 😂 No new paper was harmed in the making of this video. All old notes from when I wrote my new book 📖 (link in bio),6716247452318811142,Dr Julie Smith - Psychologist,"Psychologist
Mental Health & Psychology
👉 MY NEW BOOK OUT NOW 📖
Links In Bio👇",0,False,https://www.tiktok.com/@drjuliesmith/video/7090179486724951301?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090179486724951301&source=h5_m,9299055,10163,27561,35804,1435497,7090179493268491013,7090179493268491013,72,7090179493268491013,original sound - drjuliesmith,Dr Julie Smith - Psychologist,6.716247452318811e+18,Dr Julie Smith - Psychologist,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090179499169434374.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c910e39d9ec142136a339650269b9c62.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
6,PH,7103103384105815323,1653820133,Reply to @gr.msjoj uhmm.. okay?! what do you think? Any opinion.,6579815787703238658,Runa,白富美✨🎀🛍💸,0,False,https://www.tiktok.com/@runateleron/video/7103103384105815323?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103103384105815323&source=h5_m,31400,183,2,2,382,7014221281377716998,7014221281377716998,72,7014221281377716998,im fresher than a motherfuker (Contains music from: Look At Me Now (feat. Lil' Wayne & Busta Rhymes) - Chris Brown),"Contains music from: ""Look At Me Now (feat. Lil' Wayne & Busta Rhymes)""",6.990155350285501e+18,amp editor 🤞🏽,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7014221358825556741.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1bebb2364cd20eaea24b7f894de1ad50.json,False,False,Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),im fresher than a motherfuker (Contains music from: Look At Me Now (feat. Lil' Wayne & Busta Rhymes) - Chris Brown),"Contains music from: ""Look At Me Now (feat. Lil' Wayne & Busta Rhymes)""",[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
7,DE,7102189604375153925,1653607379,Part 1 #movie #shortmovie #animation #fyp #fy #foryou #foryoupage #xyzbca,7060507301539513349,Saß mit Kartell am Tisch,Join my Discord! :D,0,False,https://www.tiktok.com/@kartell_mein_homie/video/7102189604375153925?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102189604375153925&source=h5_m,9196315,1835,779,787,494323,6808589859721054216,6808589859721054216,25,6808589859721054216,Tell Me Why I'm Waiting,Timmies/Shiloh,,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4d3bf39e52f64fed83dbb40dbd71d963,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c25d4e271be54a88b391448373a3e36d,True,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#movie #shortmovie #animation #fyp #fy #foryou #foryoupage #xyzbca,0,1,1,0,1,0,0,0,0,1
0,ES,7100224720070626565,1653149894,#ASMR Nocilla&Oreo coffee 🤭🥴🤤 #asmrsounds #viral #coffee #nespresso #fyp #tiktok #foryou,6817013905481008134,ANITA CUBILLO,"𝐈𝐆 @𝐚𝐧𝐢𝐭𝐚𝐜𝐮𝐛𝐢𝐥𝐥𝐨
Amαnte del café chuli ☕︎︎
#ᴀsᴍʀ
Todos los links ↓",0,False,https://m.tiktok.com/v/7100224720070626565.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100224720070626565&source=h5_m,7673402,2003,14951,4728,400785,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#ASMR #asmrsounds #viral #coffee #nespresso #fyp #tiktok #foryou,1,1,0,0,1,0,0,0,1,0
1,GB,7088698375226363141,1650466207,POV: 🇺🇸 and 🇬🇧 conversation ✨ #foryou #fyp #fyp #english #language #american #farenheit #celsius #pounds #feet #height #accent #relatable #sketch #skit,6713861946426573830,katé,"HILLOW HILLOW! 🐸
✨e-mail: katyakulp@icloud.com ✨",0,False,https://m.tiktok.com/v/7088698375226363141.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088698375226363141&source=h5_m,12361753,13386,17419,36685,2693358,6715978792562591745,6715978792562591745,10033,6715978792562591745,The Rebellious Bird (Habanera from Carmen),APM Music & James Henry Fitzpatrick & Nic Raine,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ef58c8dd7cd9489c859daabff000b627,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/afb24cd8908e48318ea275b2f07ed35f,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1037021715', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#foryou #fyp #fyp #english #language #american #farenheit #celsius #pounds #feet #height #accent #relatable #sketch #skit,0,1,0,0,2,0,0,0,0,0
2,CA,7096608341127974150,1652307890,Point 4 might need it’s own video tbh… hope this helps!🥰 #psychology #psychologyfacts #psychologytricks #psychologytips #psych #expert #advice #advicetiktok #viral #funny #texting #dating #crush #guys #datingadvice #signshelikesyou #howtotellifaboylikesyou #men #boys #boyfriend #relationships #relationshipgoals #relationshipadvice,6617655923106447366,Kimberly,"Relationship & Fragrance Expert
Teaching the Art of Attraction
New music soon🎵",0,False,https://m.tiktok.com/v/7096608341127974150.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096608341127974150&source=h5_m,6159578,6277,6992,18237,909153,7096608332869995269,7096608332869995269,72,7096608332869995269,original sound - ask_kimberly,Kimberly,6.617655923106447e+18,Kimberly,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096608338770807557.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#psychology #psychologyfacts #psychologytricks #psychologytips #psych #expert #advice #advicetiktok #viral #funny #texting #dating #crush #guys #datingadvice #signshelikesyou #howtotellifaboylikesyou #men #boys #boyfriend #relationships #relationshipgoals #relationshipadvice,0,0,0,1,0,0,0,0,1,0
3,GB,7098743303104924933,1652804974,Silly Life Hacks! #fyp #foryou #lifehacks #hack #5minutecrafts #themjway,6836744765112370182,TheMJway,"Youtube Channel TheMJway
↓Links To Email | YouTube | Snapchat↓",0,False,https://m.tiktok.com/v/7098743303104924933.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098743303104924933&source=h5_m,2659810,587,1285,619,258112,7098743301544692486,7098743301544692486,72,7098743301544692486,original sound - the_mj_way,TheMJway,6.83674476511237e+18,TheMJway,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098743319786310406.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#fyp #foryou #lifehacks #hack #5minutecrafts #themjway,0,1,0,0,1,0,0,0,0,0
4,GB,7099001890138115334,1652865184,Proud mummy moment 🥰 #london #cucumberalley #allofme #piano #sweetmoments,6839678873695175685,Harriettvictoria,"Member of the Human race 💫 
Rivers Mum 🌞
Londoner 
Spreading smiles 🫶🏻",0,False,https://m.tiktok.com/v/7099001890138115334.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099001890138115334&source=h5_m,2185560,3094,1501,4888,461743,7099001857791609605,7099001857791609605,72,7099001857791609605,original sound - harriettarcher,Harriettvictoria,6.839678873695176e+18,Harriettvictoria,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099001884584741637.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#london #cucumberalley #allofme #piano #sweetmoments,0,0,0,0,0,0,0,0,0,0
5,US,7101342337522994478,1653410108,Spongebob Shuffle Tutorial,6537720487127028751,Zanouji Kun,"🇨🇳🇺🇸 | NYC
Underrated Shuffle Dancer
I have a YouTube now 🙏",0,False,https://m.tiktok.com/v/7101342337522994478.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101342337522994478&source=h5_m,7768841,3546,5480,36275,1094762,7086663753592490798,7086663753592490798,72,7086663753592490798,Peggy Suave Posin,Zanouji Kun,6.537720487127029e+18,Zanouji Kun,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7086663795866651438.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/682ecd8f056bc0f761ae8c9c769b4c61.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
6,VN,7102845580812094746,1653760109, ,6576075035289731074,Vanh,,0,False,https://m.tiktok.com/v/7102845580812094746.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102845580812094746&source=h5_m,137102,40,17,60,5210,7025435204743400218,7025435204743400218,24,7025435204743400218,original sound - nhaconhieumeo1102 (Contains music from: Bạn Ơi Đừng Nghiện Nữa - Lương Anh Tuấn),"Contains music from: ""Bạn Ơi Đừng Nghiện Nữa""",6.993573266670306e+18,Nhà có nhiều mèo,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7025435151173765914.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d3a3c38757ddb968ea94acbc3c29aa16.json,False,False,Lương Anh Tuấn,Bạn Ơi Đừng Nghiện Nữa,original sound - nhaconhieumeo1102 (Contains music from: Bạn Ơi Đừng Nghiện Nữa - Lương Anh Tuấn),"Contains music from: ""Bạn Ơi Đừng Nghiện Nữa""",[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
7,GB,7086128327286689029,1649867820, ,7021535731349865478,Noah,"Wagwan🤌🏼
Random content/edits",0,False,https://m.tiktok.com/v/7086128327286689029.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086128327286689029&source=h5_m,2865569,43107,778,757,314834,6851423098479135494,6851423098479135494,72,6851423098479135494,Thanks at dokaryan for the partial duet,Jacob Day,6.685483684559013e+18,Jacob Day,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6851423072918997766.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5edc57c20edc18b9f4cdcd7384eeff3a.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
0,ZA,7100982730560769286,1653326382,I come back 👋🏼🥜🧡 @miz_dawi  #williamlast_krm,6805435283918078982,William Last KRM,Funniest Guy On The Planet,0,False,https://m.tiktok.com/v/7100982730560769286.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100982730560769286&source=h5_m,1397546,876,1118,10468,85835,7100982707932384005,7100982707932384005,72,7100982707932384005,original sound - williamlast_krm,William Last KRM,6.805435283918079e+18,William Last KRM,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100982738773101318.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5da998fb3a4ffa3245cca55da13f9e4c.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#williamlast_krm,0,0,0,0,0,0,0,0,0,0
1,US,7098772138621963562,1652811687, ,6753118787354199046,Regie,"Contact@northstarboys.com
21 yrs old
@northstarboys

https://nocapshows.com",0,False,https://m.tiktok.com/v/7098772138621963562.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098772138621963562&source=h5_m,220648,517,276,711,48838,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
2,US,7079104328409156907,1648232418,this gave me PTSD #comedy #funny #gamechanger #makesomenoose #zoom #videocall,6933299537910219782,Game Changer 🤹‍♂️,Watch full episodes of ***Game Changer*** only on Dropout.TV! ⬇️⬇️⬇️,0,False,https://m.tiktok.com/v/7079104328409156907.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079104328409156907&source=h5_m,12918818,7075,44464,28045,2835267,7079104304405154602,7079104304405154602,72,7079104304405154602,original sound - gamechangershow,Game Changer 🤹‍♂️,6.93329953791022e+18,Game Changer 🤹‍♂️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7079104334637599534.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#comedy #funny #gamechanger #makesomenoose #zoom #videocall,0,0,0,1,0,0,0,0,0,0
3,US,7079044437938113835,1648218474,Take you to watch the making of purple clay pot immersively#tea #purpleclayteapot #teapot #artist #foryou,7000769606357795845,Simon,Exploring the beauty of oriental handicrafts,0,False,https://m.tiktok.com/v/7079044437938113835.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079044437938113835&source=h5_m,36357813,16631,56756,725,3754030,7079044415813176106,7079044415813176106,72,7079044415813176106,original sound - zishacraftsman,Simon,7.000769606357796e+18,Simon,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7079044456787282731.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/09a60e58c134f8032734f9459d3db011.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#tea #purpleclayteapot #teapot #artist #foryou,0,1,0,0,0,0,0,0,0,0
4,DE,7096716888956275974,1652333167,And as the sun arises I wish you all a blessed morning ❤️ I love you but Jesus does too BYE✝️ #fyp #christiantiktok #stayblessed #jesuslovesyou #gospel #jesuschrist #prayer,6857085848682300421,Mikhael,I Love you… but Jesus does too ✝️❤️BYE,0,False,https://m.tiktok.com/v/7096716888956275974.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096716888956275974&source=h5_m,273121,7031,5536,96,86326,6886929897898543105,6886929897898543105,10036,6886929897898543105,Western music piano moving sad video chill out(887840),namonight,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ccb3e7867d19475b80169c609f28cce2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0e3e070403d6420c89dd8b351b1cc9fd,True,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#fyp #christiantiktok #stayblessed #jesuslovesyou #gospel #jesuschrist #prayer,0,0,0,0,1,0,0,0,0,0
5,GB,7100285616469888261,1653164072,Animal comedy #animalcomedyjam credits@iamdulo #funnymemes #memes #fyp #fypシ #meme,7055215445499184134,Animal Comedy Jam😂Funny clips,Funny animal voice-over clips.,0,False,https://m.tiktok.com/v/7100285616469888261.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100285616469888261&source=h5_m,1688504,2318,5424,18432,251070,7100285921270057734,7100285921270057734,72,7100285921270057734,original sound - animalcomedyjam,Animal Comedy Jam😂Funny clips,7.055215445499184e+18,Animal Comedy Jam😂Funny clips,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100285932720425733.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a263cde56514d5badf4c46fc5e79ffd7.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#animalcomedyjam #funnymemes #memes #fyp #fypシ #meme,0,0,0,0,1,1,0,0,0,0
6,ZA,7085041247332683014,1649614715,Watch her correct herself,6901473983264424961,Lethukuthula,"2 years old
Toddler Education
Email npbhengu93@gmail.com 
Managed by mom",0,False,https://m.tiktok.com/v/7085041247332683014.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085041247332683014&source=h5_m,28464366,36455,57731,79992,3728222,7085041269415627525,7085041269415627525,72,7085041269415627525,original sound - lethu_nanas,Lethukuthula,6.901473983264425e+18,Lethukuthula,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085041254123277061.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6015bf798aca2139b1fc8471c7049094.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
7,US,7103297728834342190,1653865383,There really is a hidden phone case 😱,6716962133261534214,Topper Guild,SHE STOLE MY LAMBORGHINI 😅⬇️,0,False,https://m.tiktok.com/v/7103297728834342190.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103297728834342190&source=h5_m,124589,147,28,34,8966,7103297703140281131,7103297703140281131,72,7103297703140281131,original sound - topperguild,Topper Guild,6.716962133261534e+18,Topper Guild,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103297730184809262.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
0,US,7073976332681563434,1647038463,buying new refrigerator and microwaves rn 😛,6653585088200851461,leslievelaz,leslie is so awesome,0,False,https://www.tiktok.com/@leslievelazq/video/7073976332681563434?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073976332681563434&source=h5_m,70567,31,14,1,9588,6768034954300361477,6768034954300361477,72,6768034954300361477,original sound - maritzajewels,Maritza,6.71673289085862e+18,Maritza,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1652364808401974.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8a8a7f731b440d78df66b772b005299d.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
1,US,7081292232476658990,1648741830,Part 3 is the winner lmao 🤣,6801920352500155397,The BaraGuz Family,"We❤️u 1.2M
 2🌍🇩🇴🇱🇧created❤️
Follow Karen’s IG @Karenbaraguz
Coupon> TIKTOK",0,False,https://www.tiktok.com/@the_baraguz_family/video/7081292232476658990?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081292232476658990&source=h5_m,7863792,6865,31984,6550,930116,6795407744489752577,6795407744489752577,10033,6795407744489752577,Just a Cloud Away,Pharrell Williams,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a9dc60e62f334229af15a0b1650029ff,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/988a63de74c749a8907746e2d8e4b798,False,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
