,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_goviral,hash_tiktok,hash_trending,hash_viral
1,US,7099175326000942379,1652905561,#fyp,7218753,🌺NakaharaSunako5🌺,"500K🔐
🦂 HTX📍
Twitch: NakaDaVinci 👑
PSN: NakaharaSunako5",0,False,https://m.tiktok.com/v/7099175326000942379.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099175326000942379&source=h5_m,1040886,679,258,1173,170373,6739962269049817089,6739962269049817089,10033,6739962269049817089,Rocky: Eye of the Tiger,Best Movie Soundtracks,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/39658c1c956446fdbafedd33aa9c818a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5407f3bb13e948238568aedd78178642,False,True,,,,,[],0,0,Equatorial Guinea,#fyp,0,0,0,0,1,0,0,0,0,0
2,US,7099126873485053227,1652894281,Think of someone right now... #tarotcards #tarot #tarotreading  #cardoftheday🔮  #cardoftheday,7089509964113314862,Tarot Reading,"🔮 Tarot Card Readings 🔮
👇CLICK for a reading from Me👇",0,False,https://m.tiktok.com/v/7099126873485053227.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099126873485053227&source=h5_m,3499198,4957,452,1895,315808,7068996898362919726,7068996898362919726,72,7068996898362919726,original sound - kb52000 (Contains music from: Sunset Lover - Petit Biscuit),"Contains music from: ""Sunset Lover""",7.046230541901235e+18,Rose,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7068996902754323243.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/0445c472547b1f33a5ae48355a9f544b.json,False,False,Petit Biscuit,Sunset Lover,original sound - kb52000 (Contains music from: Sunset Lover - Petit Biscuit),"Contains music from: ""Sunset Lover""",[],0,0,Equatorial Guinea,#tarotcards #tarot #tarotreading #cardoftheday🔮 #cardoftheday,0,0,0,0,0,0,0,0,0,0
3,US,7073519313528835374,1646932056,I didn't even know that was an option..... #WNOS17,6660131576234524678,wildnout,"💥
MTV Wild ‘N Out Official Account
NEW EPISODES TUESDAYS @ 8/7c",2,False,https://m.tiktok.com/v/7073519313528835374.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073519313528835374&source=h5_m,14757948,5532,17488,2151,2320276,7073519252648512298,7073519252648512298,72,7073519252648512298,original sound - wildnout,wildnout,6.660131576234525e+18,wildnout,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073519300895722283.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/fcdd7aae57b63a9269b2a82807d974a5.json,False,False,,,,,[],0,0,Equatorial Guinea,#WNOS17,0,0,0,0,0,0,0,0,0,0
4,US,7099511765238631723,1652983895,He’s not going to let this one go for a while 🤣🤣😂😂😂 #lingandlamb #Love #fun,6785174860022449158,LingandLamb,"American wifey & Nigerian hubby🇺🇸🇳🇬
𝐒𝐔𝐁 𝐓𝐎 𝐘𝐎𝐔𝐓𝐔𝐁𝐄-Ling and Lamb",0,False,https://m.tiktok.com/v/7099511765238631723.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099511765238631723&source=h5_m,2509885,3575,2368,4281,303026,7099511689007270702,7099511689007270702,72,7099511689007270702,original sound - lingandlamb,LingandLamb,6.785174860022449e+18,LingandLamb,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099511759559576363.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/534a405c5bf0c147bb83437553649656.json,False,False,,,,,[],0,0,Equatorial Guinea,#lingandlamb #Love #fun,0,0,0,0,0,0,0,0,0,0
5,US,7102838747405815086,1653758518,Give them something to watch sister 😏 (Instagram:@iamEnisa),140775024277286912,ENISA,"Singer🎤 🇦🇱
Instagram: @iamEnisa
Buy my MERCH here 👕👇🏼",0,False,https://m.tiktok.com/v/7102838747405815086.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102838747405815086&source=h5_m,274503,222,66,556,26224,7097201759823350534,7097201759823350534,72,7097201759823350534,original sound - arbenitaism,Arbenita ismajli,7.012153532297086e+18,Arbenita ismajli,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097201781305772805.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5fa02bf61d524203062e257043d8f98b.json,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
6,TG,7101376628940410118,1653418093,Nails #ladidinails,7001249567589270533,ladidi,Nails art 💅🏾💅🏾💅🏾,0,False,https://m.tiktok.com/v/7101376628940410118.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101376628940410118&source=h5_m,757571,69,629,158,39058,7073626134809807622,7073626134809807622,72,7073626134809807622,original sound - bello_falcao (Contains music from: Dibango Dibanga - Bello Falcao),"Contains music from: ""Dibango Dibanga""",6.980632782138377e+18,Agninninwagninnin ❤️🎧🤘🏿,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073626163083528965.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5418e0796dae5ce5fb21a281c80b54fc.json,False,False,Bello Falcao,Dibango Dibanga,original sound - bello_falcao (Contains music from: Dibango Dibanga - Bello Falcao),"Contains music from: ""Dibango Dibanga""",[],0,0,Equatorial Guinea,#ladidinails,0,0,0,0,0,0,0,0,0,0
7,FR,7091369717880868101,1651088177,#tiktokguineaecuatorial🇬🇶,6912535355291960326,Abegue,🇬🇶🇬🇶🇬🇶,0,False,https://m.tiktok.com/v/7091369717880868101.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091369717880868101&source=h5_m,305446,232,2387,687,5856,7091369698197097221,7091369698197097221,72,7091369698197097221,original sound - catalinaabegue,Abegue,6.91253535529196e+18,Abegue,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091369696301206278.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7ad7a2491a5758a54542a76f2349d0f8.json,False,False,,,,,[],0,0,Equatorial Guinea,#tiktokguineaecuatorial🇬🇶,0,0,0,0,0,0,0,0,0,0
0,US,7077694473014168874,1647904161,Every Kardashian Episode Ever: Kim at the DM,6747090591547573253,Yuri Lamasbella,"The LOST Kardashian
Business: ylamasbella@gmail.com",0,False,https://www.tiktok.com/@yurilamasbella/video/7077694473014168874?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077694473014168874&source=h5_m,10719792,15304,55413,9159,1053486,7077694463832787754,7077694463832787754,72,7077694463832787754,original sound - yurilamasbella,Yuri Lamasbella,6.747090591547573e+18,Yuri Lamasbella,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077694482921212718.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/3fefa29beb63bcaf84e46c59749d4128.json,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
1,US,7072780688658992430,1646760082,"Train w/ me, link on page @scott_mathison_ #abs #workoutroutine #workout #djfitquick #Fitness #fitnessroutine #gymlife #gym #partner #teamwork",6821000922320126981,Darien Johnson,"Follow @darienj4 on Instagram for more fitness content
Email:darien@dulcedo.com",0,False,https://www.tiktok.com/@djthatabguy/video/7072780688658992430?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072780688658992430&source=h5_m,36421384,9935,50779,252249,2172442,6841875237454252033,6841875237454252033,10033,6841875237454252033,Not Afraid,Eminem,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6fae388a11d14e36bf0f9ea96d2a4905,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c8431af70ee643e7ae26f228bbe6c464,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '380937213', 'external_song_key': 'apple_song_id'}]",0,0,Equatorial Guinea,#abs #workoutroutine #workout #djfitquick #Fitness #fitnessroutine #gymlife #gym #partner #teamwork,0,0,0,0,0,0,0,0,0,0
2,NG,7098760781432474886,1652809044,#therealdadofnewyork  Carlos family .craving for this#dadlife,7089032110468826117,remydave💞💞💖,don't take shit abi u dey get,0,False,https://www.tiktok.com/@remydavee/video/7098760781432474886?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098760781432474886&source=h5_m,1345719,1122,852,961,31988,7071431495130303237,7071431495130303237,10036,7071431495130303237,Kumama Papa - Tiktok refix version,Prinx Emmanuel,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/cf4bf9df21a94352859900a3cd542410,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8db05ed2a6a844acb85ad0730e8d877c,False,True,,,,,[],0,0,Equatorial Guinea,#therealdadofnewyork #dadlife,0,0,0,0,0,0,0,0,0,0
3,US,7092177101780208942,1651276160,YouTube Exotictv #fyp #damn #omfg #wow #blinddate #exotictv #lied #women,7015760827567424518,Child support guy,"YouTube Exotictv 
im here to collect that child support 
Let’s Go Viral
Dm Promo",0,False,https://www.tiktok.com/@childsupprt/video/7092177101780208942?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092177101780208942&source=h5_m,11148642,1620,845,10436,794158,7037274142206479150,7037274142206479150,72,7037274142206479150,original sound - thereal_dtae (Contains music from: You Lied - Rayy Dubb),"Contains music from: ""You Lied""",6.964399732458325e+18,Grinding For Better Days🦍,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7037274080441142062.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/285b92f9c636c1008578019c11ca7029.json,False,False,Rayy Dubb,You Lied,original sound - thereal_dtae (Contains music from: You Lied - Rayy Dubb),"Contains music from: ""You Lied""",[],0,0,Equatorial Guinea,#fyp #damn #omfg #wow #blinddate #exotictv #lied #women,0,0,0,0,1,0,0,0,0,0
4,KE,7103213224920698118,1653845709,Sweet but Psycho #lyrics #music #fyp #lyricsgenesis,6985275400419132422,Lyrics Genesis,"Where words fail, music speaks
60k 🎯
📩: lyricsgenesis02@gmail.com",0,False,https://www.tiktok.com/@lyricsgenesis/video/7103213224920698118?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103213224920698118&source=h5_m,279518,60,769,13977,29236,7103213218537605893,7103213218537605893,72,7103213218537605893,original sound - lyricsgenesis,Lyrics Genesis,6.985275400419132e+18,Lyrics Genesis,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103213232185527045.mp3,,False,False,,,,,[],0,0,Equatorial Guinea,#lyrics #music #fyp #lyricsgenesis,0,0,0,0,1,0,0,0,0,0
5,NG,7095072204840373509,1651950230,Swears📌 #slyx #slyxquotes #fypシ #foryou #viral #quotes #motivation,7073752519029179398,Call Me SLY👽🛸,"Hey Thank you alot for following me
I would appreciate if you follow my IG too🙏",0,False,https://www.tiktok.com/@s_l_y_x/video/7095072204840373509?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095072204840373509&source=h5_m,32259,9,150,2250,1973,7093081722106989318,7093081722106989318,72,7093081722106989318,original sound - s_l_y_x,Call Me SLY👽🛸,7.073752519029179e+18,Call Me SLY👽🛸,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093081711092779782.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/91e978deb3e5641f721d585e3a0d47fd.json,False,False,,,,,[],0,0,Equatorial Guinea,#slyx #slyxquotes #fypシ #foryou #viral #quotes #motivation,1,0,0,0,0,1,0,0,0,1
6,US,7080218436063792386,1648491817,wait for it… @nataliereynoldsx #fyp,6532011134348689409,Zack and Natalie,Link in Bio :),0,False,https://www.tiktok.com/@zackandnat/video/7080218436063792386?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080218436063792386&source=h5_m,4832698,394,828,7272,188574,6811539595117841158,6811539595117841158,72,6811539595117841158,original sound - itsbeetlegeuse (Contains music from: Please don't be ugly - Bytes),"Contains music from: ""Please don't be ugly""",6.718874345669002e+18,Meg ✌,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1662974634131510.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3be1cf5254171e2b9a14448773ba92de.json,False,False,Bytes,Please don't be ugly,original sound - itsbeetlegeuse (Contains music from: Please don't be ugly - Bytes),"Contains music from: ""Please don't be ugly""",[],0,0,Equatorial Guinea,#fyp,0,0,0,0,1,0,0,0,0,0
7,GB,7083454839463693574,1649245356,This sound takes me back to when I first joined TikTok 💙 (Dc: @jeffxtingz),6532047601271832578,Nifè,"📍London UK

📧: nife@chopdaily.com",0,False,https://www.tiktok.com/@itsjustnifee/video/7083454839463693574?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083454839463693574&source=h5_m,136009,75,40,653,18511,7065361590693939973,7065361590693939973,72,7065361590693939973,Rover (Contains music from: ROVER - Mattinthecut),"Contains music from: ""ROVER""",7.008565845694727e+18,™️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7065361598096886534.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6c573635d51670e7038d7f5b83e4781a.json,False,False,Mattinthecut,ROVER,Rover (Contains music from: ROVER - Mattinthecut),"Contains music from: ""ROVER""",[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
0,US,7076572391828180267,1647642905,Carnival is right around the corner 👀 have you been working on that waistline? 😩 #whinechallenege #howtowine #howtowhine #waistline #whine #fypシ #reversewhine #reversewine #reversewhining #whinetutorial #islandgyal🌴 #caribbeantiktok #caribbeangirl #islandgyal🌴🌺👑 #carnival2022,6877628738608989190,B R I T T,"Dancing Makes Me Happy🇯🇲
Follow My IG: Brit.ta.neee📸
Business Inquiries👇🏽",0,False,https://www.tiktok.com/@brit.ta.neee/video/7076572391828180267?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076572391828180267&source=h5_m,7707434,1136,1956,8114,1127501,7042322715583253250,7042322715583253250,72,7042322715583253250,Leoauf,𝑳𝑬𝑶𝑨𝑼𝑭,6.765520916803945e+18,𝑳𝑬𝑶𝑨𝑼𝑭,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7042322719119313665.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f8cda63bc6c6a382a15c44bd67253dd9.json,False,False,,,,,[],0,0,Equatorial Guinea,#whinechallenege #howtowine #howtowhine #waistline #whine #fypシ #reversewhine #reversewine #reversewhining #whinetutorial #islandgyal🌴 #caribbeantiktok #caribbeangirl #islandgyal🌴🌺👑 #carnival2022,0,0,0,0,0,1,0,0,0,0
1,GH,7093801485619809541,1651654372,#walkwithchrist #priscillashirer #christiantiktok #HolySpirit,6852779499290084358,WalkWithChrist,is all about Christ and videos to motivate you. follow me and join me on YouTube,0,False,https://www.tiktok.com/@walk_with_christ1/video/7093801485619809541?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093801485619809541&source=h5_m,432432,664,9929,24405,36444,7093801449498364677,7093801449498364677,72,7093801449498364677,original sound - walk_with_christ1,WalkWithChrist,6.852779499290084e+18,WalkWithChrist,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093801470545431301.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/23fd9705f634832c4645854392fce40d.json,False,False,,,,,[],0,0,Equatorial Guinea,#walkwithchrist #priscillashirer #christiantiktok #HolySpirit,0,0,0,0,0,0,0,0,0,0
2,GB,7102655045182819589,1653715753,#learnenglishwithmd #LearnOnTikTok #learnfromme #followers😘thanku #تيك_توك #تيكتوك #learnenglish #englishteacher #englishlesson #englishspeaking #englishlanguage #grammar #vocabulary #تعلم_اللغات #تعلم_اللغة_الإنجليزية #yemen #colombia #spain #mexico #venezuela #video #explore #تعلم_الانجليزية #اكسبلور #مشاهير_تيك_توك #صباح_الخير #السعودية,7003573566622155781,LearnEnglishMD,Your life does not get better by chance. It gets better by a change 🤟🏽,0,False,https://www.tiktok.com/@learnenglishmd/video/7102655045182819589?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102655045182819589&source=h5_m,795591,299,1283,4829,35379,7102655012056419077,7102655012056419077,72,7102655012056419077,original sound - learnenglishmd,LearnEnglishMD,7.003573566622156e+18,LearnEnglishMD,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102654961841982214.mp3,,False,False,,,,,[],0,0,Equatorial Guinea,#learnenglishwithmd #LearnOnTikTok #learnfromme #followers😘thanku #تيك_توك #تيكتوك #learnenglish #englishteacher #englishlesson #englishspeaking #englishlanguage #grammar #vocabulary #تعلم_اللغات #تعلم_اللغة_الإنجليزية #yemen #colombia #spain #mexico #venezuela #video #explore #تعلم_الانجليزية #اكسبلور #مشاهير_تيك_توك #صباح_الخير #السعودية,0,0,0,0,0,0,0,0,0,0
3,US,7072417576059489579,1646675538,Nose piercing. #levelup #nosepiercing #dmv,6903620481439056902,matt.embassytattoo,"📍Washington DC
      Embassy Tattoo
      Appointment only
      202-733-3846",0,False,https://www.tiktok.com/@matt.embassytattoo/video/7072417576059489579?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072417576059489579&source=h5_m,6283934,593,2298,19172,173059,6580213968705424134,6580213968705424134,74,6580213968705424134,Level Up,Ciara,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/995922e44ac243578036dda5f59cb61c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2ca1dc7d8c3a4af48b6e485c6b21e676,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1457397754', 'external_song_key': 'apple_song_id'}]",0,0,Equatorial Guinea,#levelup #nosepiercing #dmv,0,0,0,0,0,0,0,0,0,0
4,US,7103213500851293486,1653845772,PT 2 coming soon 💀 @FutureHillary @sheluvharry #ghanatiktok #africantiktok #westafricantiktok #nigeriantiktok #233nation #9ja #notoharry #hillyeb #naija #westafrica #afrobeats #ghanafuo #iloveghana #africanchurch #ghanatiktok🇬🇭 #ghanatiktokers🇬🇭🇬🇭🇬🇭,7090512232858059822,Ghanafuo🇬🇭,"Ghana 🇬🇭> 🌎
Going priv at 4k
DM @ssgrodney and @noto.harry on IG to join",0,False,https://www.tiktok.com/@233nation/video/7103213500851293486?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103213500851293486&source=h5_m,328455,938,648,1331,73637,7083546591805688581,7083546591805688581,72,7083546591805688581,Down Flat Sped Up,sped up afrobeats,7.046992879461336e+18,sped up afrobeats,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083546612034718470.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f885ed83f2e735dbd7518ac0fa13efc1.json,False,False,,,,,[],0,0,Equatorial Guinea,#ghanatiktok #africantiktok #westafricantiktok #nigeriantiktok #233nation #9ja #notoharry #hillyeb #naija #westafrica #afrobeats #ghanafuo #iloveghana #africanchurch #ghanatiktok🇬🇭 #ghanatiktokers🇬🇭🇬🇭🇬🇭,0,0,0,0,0,0,0,0,0,0
5,IT,7100982957954845958,1653326434,#uzorjuliet739 #fyp #foryoupage,6812168930276164613,uzorjuliet739pretty juliet,"lovely and funny things
👑💖❤
Follow for follow
Health & fitness",0,False,https://www.tiktok.com/@uzorjuliet739/video/7100982957954845958?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100982957954845958&source=h5_m,933744,388,5508,33810,21619,7100982953949924102,7100982953949924102,72,7100982953949924102,original sound - uzorjuliet739,uzorjuliet739pretty juliet,6.812168930276165e+18,uzorjuliet739pretty juliet,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100982957074205445.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/951292bfb1170a1e5e6839528173b250.json,False,False,,,,,[],0,0,Equatorial Guinea,#uzorjuliet739 #fyp #foryoupage,0,1,0,0,1,0,0,0,0,0
