,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_explore,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_tiktok,hash_trending,hash_viral,hash_اكسبلور
2,TR,7102352495976008961,1653645305,#mohamadnurmaktabi #obenim #ıstanbul #turkey #tiktok #tiktok #Love #istanbul #ramadancheck #istanbul,6580396960409665542,MOHAMAD NUR,"كوافير محمد نور للعنوان اسطنبول اسنيورت ميدان 
İstanbul Esenyurt
📞05393775433",0,False,https://www.tiktok.com/@mohamadnurmaktabi/video/7102352495976008961?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102352495976008961&source=h5_m,2606332,141,127,1330,41199,7102352482253523713,7102352482253523713,72,7102352482253523713,original sound - mohamadnurmaktabi,MOHAMAD NUR,6.580396960409666e+18,MOHAMAD NUR,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102352470906555138.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/401c27a46b93ffde58b25ef6b17b7ae4.json,False,False,,,,,[],0,0,Iraq,#mohamadnurmaktabi #obenim #ıstanbul #turkey #tiktok #tiktok #Love #istanbul #ramadancheck #istanbul,0,0,0,0,0,0,2,0,0,0
3,AE,7091218788544187650,1651053037,Eating challenge accepted ☠️,6813464996057826310,leila Afshonkar,"Dubai📍
Follow my instagram: Leylafshonkar
Snapchat : leylaafshonkar",0,False,https://www.tiktok.com/@leilaafshonkar/video/7091218788544187650?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091218788544187650&source=h5_m,8753626,9852,1568,3503,630367,7091218796303698690,7091218796303698690,72,7091218796303698690,original sound - leilaafshonkar,leila Afshonkar,6.813464996057826e+18,leila Afshonkar,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7091218792390462210.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
4,EG,7076728276173081862,1647679202,#quran @mb_x_7,7076533664163955718,: اللورد :,,0,False,https://www.tiktok.com/@lord.1.x/video/7076728276173081862?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076728276173081862&source=h5_m,13692630,40952,132676,392602,3253192,7022310968885512962,7022310968885512962,72,7022310968885512962,original sound - vx_quran (Contains music from: Yeh Zameen - Rahul Dua),"Contains music from: ""Yeh Zameen""",6.834417604652828e+18,الـقـرآن | Quran,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7022310962946394881.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0219ff9d40044f4cb6b6acc6a527761b.json,False,False,Rahul Dua,Yeh Zameen,original sound - vx_quran (Contains music from: Yeh Zameen - Rahul Dua),"Contains music from: ""Yeh Zameen""",[],0,0,Iraq,#quran,0,0,0,0,0,0,0,0,0,0
5,IQ,7070582124704828674,1646248188,#charliechaplin #best #funnyvideo,6956586388167689218,charliechaplin532,charlie chaplin 1889-1977💔rip,0,False,https://www.tiktok.com/@charliechaplin532/video/7070582124704828674?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070582124704828674&source=h5_m,4463993,359,802,6694,161489,6980768148240780033,6980768148240780033,72,6980768148240780033,original sound - .w.7.w,♛ حــمــد | Hamed ♛,6.836819450336626e+18,♛ حــمــد | Hamed ♛,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6980767906879556353.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8c3e26394f78b163a40d1f483cb7d9aa.json,False,False,,,,,[],0,0,Iraq,#charliechaplin #best #funnyvideo,0,0,0,0,0,0,0,0,0,0
6,LB,7103565579423993090,1653927747,لقيتو بالارشيف من رمضان🥲 كنت ناوية كفي🙈 #abirzkitchen #لبنان #سوريا #فلسطين #العراق #اليمن #السودان #المغرب #تونس #الجزائر #مصر,6782593777888789510,Abir e sag,"First Lebanese tiktoker (أول تيك توك في لبنان)
📍leb🇱🇧
📥abiresaghir@gmail.com",0,False,https://www.tiktok.com/@abir.sag/video/7103565579423993090?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103565579423993090&source=h5_m,898124,3326,605,1056,100468,6828962398129441542,6828962398129441542,72,6828962398129441542,original sound - alialkalidie,علي الخالدي 🎥,6.791737887018747e+18,علي الخالدي 🎥,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6842571806965140230.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4de4f798b41e347b7f3d1a71f9bdd197.json,False,False,,,,,[],0,0,Iraq,#abirzkitchen #لبنان #سوريا #فلسطين #العراق #اليمن #السودان #المغرب #تونس #الجزائر #مصر,0,0,0,0,0,0,0,0,0,0
7,TR,7102839266811661569,1653758639,اخر ناس يسوون الترند واكثر ناس  ما ضبطو😂 @mansour__95,6763450193847780358,زينب صباح,"تابعوني على الانستقرام 👇
⠀insta : zainab_sabah21",0,False,https://www.tiktok.com/@zainab_sabah21/video/7102839266811661569?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102839266811661569&source=h5_m,3485550,1199,881,3640,179496,7086570526134651654,7086570526134651654,72,7086570526134651654,Love,🇹🇷 <3,7.045380863403787e+18,🇹🇷 <3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086570531364801286.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2b1ce01d78afa360796980c8c5c9415b.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
0,TR,7096486250978348289,1652279463, ,6607811716095475718,Çılgın Dondurmacı,"Çılgın Dondurmacı Mehmet Dinç

👇👇👇",0,False,https://www.tiktok.com/@cilgindondurmaci_/video/7096486250978348289?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096486250978348289&source=h5_m,39009452,20786,20616,73933,1373184,7096486247610600194,7096486247610600194,72,7096486247610600194,original sound - cilgindondurmaci_ (Contains music from: Kalbimsin انتى قلبى قلبى - Remix - Çılgın Dondurmacı),"Contains music from: ""Kalbimsin انتى قلبى قلبى - Remix""",6.607811716095476e+18,Çılgın Dondurmacı,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096486245563501314.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c397a172253f36426da722ba98439f4c.json,False,False,Çılgın Dondurmacı,Kalbimsin انتى قلبى قلبى - Remix,original sound - cilgindondurmaci_ (Contains music from: Kalbimsin انتى قلبى قلبى - Remix - Çılgın Dondurmacı),"Contains music from: ""Kalbimsin انتى قلبى قلبى - Remix""",[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
1,IQ,7079776204215110913,1648388852,شێخ 😂🧿#smartcar #سمارت #سيارات #كردستان🇹🇯_دهوك_زاخو_اربيل🇹🇯 #عراق #عرب #smart451,7069451812320084994,Yousif Smart 🖤,"My Smart car daily’s 🖤💯
My snapchat : yousif_karkwke 🖤⭐️",0,False,https://www.tiktok.com/@yousifsmartcar/video/7079776204215110913?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079776204215110913&source=h5_m,763152,459,1833,2855,25068,6742658474427173637,6742658474427173637,72,6742658474427173637,original sound - ll_bo_dlxoshi_ll,ꫝꪖꪑꪖ T̸E̸K̸D̸A̸R̸ 1̸8̸7̸,6.695321218180826e+18,ꫝꪖꪑꪖ T̸E̸K̸D̸A̸R̸ 1̸8̸7̸,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1646160194688006.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a1dcf483fbd0d946f62415838b605b38.json,False,False,,,,,[],0,0,Iraq,#smartcar #سمارت #سيارات #كردستان🇹🇯_دهوك_زاخو_اربيل🇹🇯 #عراق #عرب #smart451,0,0,0,0,0,0,0,0,0,0
2,IQ,7103133134522158337,1653827061, ,6740634309885871110,إبراهيم محمد,"Name: ibo
Age:17 
Snapchat:ib0m_721",0,False,https://www.tiktok.com/@ibrahimm163/video/7103133134522158337?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103133134522158337&source=h5_m,1656107,841,1718,225,22902,7098358112231164674,7098358112231164674,72,7098358112231164674,original sound - o_o.x_o,﮼کاردۆ﮼♥️✨.,6.960361060973217e+18,﮼کاردۆ﮼♥️✨.,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098358102851947266.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e93ee9a2d83f62692442f13e3d48e843.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
3,SA,7091089072189426946,1651022834,ادرب بالخمسة 😂❤️#فواز_ابوالنور @عز الشيباني ⚡️ @مــودي🤦‍♂️❤️☹️ @يوسف الكوري,6642267497847341062,فواز ابو النور ❤️,"اللهم لك الحمد حتى ترضى
Mc.abualnour@gmail.com 
السناب 👌🏻👌🏻🔥❤️😂",0,False,https://www.tiktok.com/@mc_abualnour/video/7091089072189426946?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091089072189426946&source=h5_m,12499130,8065,6115,21962,569679,7091089050098289410,7091089050098289410,72,7091089050098289410,original sound - mc_abualnour,فواز ابو النور ❤️,6.642267497847341e+18,فواز ابو النور ❤️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7091089011037080321.mp3,,False,False,,,,,[],0,0,Iraq,#فواز_ابوالنور,0,0,0,0,0,0,0,0,0,0
4,KW,7102102676153928961,1653587139,#اكسبلور #fyp #الكويت #السعودية #foryoupage,7100955118112572417,كوين شذا و سوسن😍💞,💅🏼,0,False,https://www.tiktok.com/@queen_9aida/video/7102102676153928961?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102102676153928961&source=h5_m,1078455,573,840,1388,19886,7102102668193139457,7102102668193139457,72,7102102668193139457,original sound - queen_9aida,كوين شذا و سوسن😍💞,7.100955118112572e+18,كوين شذا و سوسن😍💞,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102102655173987074.mp3,,False,False,,,,,[],0,0,Iraq,#اكسبلور #fyp #الكويت #السعودية #foryoupage,0,0,1,0,1,0,0,0,0,1
5,KW,7099765224722418946,1653042908,ليش دايما نلف بالفيديو😂😂😂,6682649229658080261,حساب الرسمي شهاب ملح,"سنابي : shahab_vid
انستقرامي : shahab_vids",0,False,https://www.tiktok.com/@shahab_vid1/video/7099765224722418946?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099765224722418946&source=h5_m,6927425,1287,1185,5658,120332,7099765210206374658,7099765210206374658,72,7099765210206374658,original sound - shahab_vid1,حساب الرسمي شهاب ملح,6.68264922965808e+18,حساب الرسمي شهاب ملح,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099765182024403714.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9fdb19d5b42e443299e70e29e2e43046.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
6,IQ,7092715434868264194,1651401501,لاَ الَەَ الاَّ أَنْتَ سُبْحَانَكَ إنَّی کُنْتُ مِنِ الظَّالِمِینَ💙💐🤲🏻#rawsht_kurdi #foryou,7057852156158821382,ڕەوشــــت.کـــــوردی💙🥀,"Life doesn't mean without knowing God☺️❤️
｛ژیان مـانای نیـیـە بـێ نـاسینی اللە｝",0,False,https://www.tiktok.com/@rawsht.kurdi/video/7092715434868264194?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092715434868264194&source=h5_m,1388039,472,4552,34961,137997,7092715419198409473,7092715419198409473,72,7092715419198409473,original sound - rawsht.kurdi,ڕەوشــــت.کـــــوردی💙🥀,7.057852156158821e+18,ڕەوشــــت.کـــــوردی💙🥀,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7092715408452569857.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/98745f83af7e0c07c69df3eb1f4d6188.json,False,False,,,,,[],0,0,Iraq,#rawsht_kurdi #foryou,0,1,0,0,0,0,0,0,0,0
7,IQ,7101291511253404929,1653398275,الكرامه لْـو الحب ؟ #fyp #foryou #اكسبلور؟,6932651104778847233,بُـثينـه | ᴮᵁᵀᴴᴵᴺᴬ,""" اللهم صلي ع نبيُنا محمد"" 
قوتـي لأجل نفسـي دائماً. 
ب ُ",0,False,https://www.tiktok.com/@b3.tj/video/7101291511253404929?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101291511253404929&source=h5_m,3499960,4321,33546,59052,353696,7101291507692505858,7101291507692505858,72,7101291507692505858,original sound - b3.tj,بُـثينـه | ᴮᵁᵀᴴᴵᴺᴬ,6.932651104778847e+18,بُـثينـه | ᴮᵁᵀᴴᴵᴺᴬ,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101291479183706881.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/07fa05403b664ad6aceba1b08aa2fcc9.json,False,False,,,,,[],0,0,Iraq,#fyp #foryou #اكسبلور؟,0,1,0,0,1,0,0,0,0,1
0,IQ,7103619343597980929,1653940265,#عبود_سماره #مقلب_ضحك #محمود_المكسيكي #بيت_رشك♦️ #ليث_الراشد #كريم_حواس 😂❤️,7094756253901489154,فانزات ليث الراشد مع محمود,,0,False,https://www.tiktok.com/@bar_d8/video/7103619343597980929?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103619343597980929&source=h5_m,806042,530,828,5168,39419,7103619323020806914,7103619323020806914,72,7103619323020806914,original sound - bar_d8,فانزات ليث الراشد مع محمود,7.094756253901489e+18,فانزات ليث الراشد مع محمود,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103619314967988993.mp3,,False,False,,,,,[],0,0,Iraq,#عبود_سماره #مقلب_ضحك #محمود_المكسيكي #بيت_رشك♦️ #ليث_الراشد #كريم_حواس,0,0,0,0,0,0,0,0,0,0
1,US,7101835742854548782,1653524988, ,6957093171935953926,Towel lady,"TWITTER: queenmayaz
SNAPCHAT: mayamichellezz",0,False,https://www.tiktok.com/@mayamichellezzz/video/7101835742854548782?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101835742854548782&source=h5_m,5871023,2234,5648,7856,176965,7091056913370106629,7091056913370106629,72,7091056913370106629,Deep Coughing (Contains music from: Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix - Russ Millions & YV & SwitchOTR),"Contains music from: ""Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix""",6.958172207894922e+18,user3488332569599,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091056937957214982.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5964cbbb8ce89588d22b2e8cf3b4bdb8.json,False,False,Russ Millions & YV & SwitchOTR,Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix,Deep Coughing (Contains music from: Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix - Russ Millions & YV & SwitchOTR),"Contains music from: ""Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix""",[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
2,IQ,7100112202471886081,1653123695, ,6755396753791484934,Abdulrahman Omar,Abdulrahman Omar,0,False,https://www.tiktok.com/@r4hman_/video/7100112202471886081?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100112202471886081&source=h5_m,1914226,0,7002,8275,83502,7100112209724459778,7100112209724459778,72,7100112209724459778,original sound - r4hman_,Abdulrahman Omar,6.755396753791485e+18,Abdulrahman Omar,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100112189616442113.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
3,DZ,7102926875072154886,1653779038,الرد على @lina_loulouloulou,7090030524764488705,🇩🇿 إبن الجزائر 🇩🇿,,0,False,https://www.tiktok.com/@dz.llalgerienn/video/7102926875072154886?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102926875072154886&source=h5_m,5171303,445,536,2734,74731,7102926854050433798,7102926854050433798,72,7102926854050433798,original sound - dz.llalgerienn (Contains music from: Jitk ya Bhar - Cheb Finani),"Contains music from: ""Jitk ya Bhar""",7.090030524764489e+18,🇩🇿 إبن الجزائر 🇩🇿,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102926858597927686.mp3,,False,False,Cheb Finani,Jitk ya Bhar,original sound - dz.llalgerienn (Contains music from: Jitk ya Bhar - Cheb Finani),"Contains music from: ""Jitk ya Bhar""",[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
4,IQ,7098282682228018433,1652697727, ,6979262718995284993,كحيلان,,0,False,https://www.tiktok.com/@dys7qiffuse1/video/7098282682228018433?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098282682228018433&source=h5_m,5305334,6402,14477,64195,207903,7098282672913746690,7098282672913746690,72,7098282672913746690,original sound - dys7qiffuse1 (Contains music from: المعزوفة 2 - المعزوفة 2),"Contains music from: ""المعزوفة 2""",6.979262718995285e+18,كحيلان,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098282660610460417.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/afa704b6d9d73b7f51f522cc6e17bac9.json,False,False,المعزوفة 2,المعزوفة 2,original sound - dys7qiffuse1 (Contains music from: المعزوفة 2 - المعزوفة 2),"Contains music from: ""المعزوفة 2""",[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
5,NL,7102338322286038277,1653642007,dad’s life be like …😂😂 #fy #foryoupage #fypシ #comdey #comedia #humor #funny  #viral,6771083990319531014,Mou&jojo,"Be happy, have a 😁 with us.
IG: Mouu.JoJo
Thank you for 60k ❤️🤩",0,False,https://www.tiktok.com/@mou.jojo/video/7102338322286038277?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102338322286038277&source=h5_m,4458670,1479,26199,54980,111500,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Iraq,#fy #foryoupage #fypシ #comdey #comedia #humor #funny #viral,0,0,1,1,0,1,0,0,1,0
6,IQ,7103528266216131842,1653919060,الرد على @mh_yon4 #نتائج_السادس,7096454021973001217,💞💞,,0,False,https://www.tiktok.com/@1l.7s/video/7103528266216131842?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103528266216131842&source=h5_m,295542,1776,70,191,6574,7090233769323399938,7090233769323399938,72,7090233769323399938,original sound - _11.sd,صـادق,6.984785653477164e+18,صـادق,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7090233746922277634.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/07a4c8b9ab3df4b2fe229298f2af2696.json,False,False,,,,,[],0,0,Iraq,#نتائج_السادس,0,0,0,0,0,0,0,0,0,0
7,IQ,7097656871011568897,1652552019,😂😂😂😁,6754103437140853765,卄ㄩᘜ尺✔︎.🧸♥️,Snapchat..hugr_1🔙🔳🗯,0,False,https://www.tiktok.com/@hugr_1/video/7097656871011568897?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097656871011568897&source=h5_m,1803668,704,4134,13820,19964,7097656852846103298,7097656852846103298,24,7097656852846103298,original sound - hugr_1,卄ㄩᘜ尺✔︎.🧸♥️,6.754103437140854e+18,卄ㄩᘜ尺✔︎.🧸♥️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097656836525918978.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
