,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_asmr,hash_food,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_humour,hash_pourtoi,hash_tahiti,hash_viral
2,PH,7101202109311274267,1653377458,#diamondpainting,7154185,J,"my tiktoks are so random 👀👄👀
Follow my IG @jamiecaballero_ 👋🏼",0,False,https://www.tiktok.com/@hellosecret0918/video/7101202109311274267?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101202109311274267&source=h5_m,12072152,429,630,1129,323158,7089828122854197249,7089828122854197249,10033,7089828122854197249,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/62d497a35bcf407598da8ac1d741359b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/38418ae73d084e45a86fb6cbbd0149fe,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,French Polynesia,#diamondpainting,0,0,0,0,0,0,0,0,0,0
3,GB,7086136622541982981,1649869751,Zen garden-Pattern exploration 26 Clearing the mind #zen2art #zen #foryou #fry,7022833383311492102,ZEN2Art,Featuring the best of ZEN culture .ZEN2art,0,False,https://www.tiktok.com/@zen2art/video/7086136622541982981?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086136622541982981&source=h5_m,82757170,19846,57026,126953,6179665,7086136621950700293,7086136621950700293,72,7086136621950700293,original sound - zen2art,ZEN2Art,7.022833383311492e+18,ZEN2Art,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086136632675420933.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1a02fce8060b8f98275ecaddb83fcbcd.json,False,False,,,,,[],0,0,French Polynesia,#zen2art #zen #foryou #fry,0,0,1,0,0,0,0,0,0,0
4,FR,7103540724070763782,1653921962,#duo avec @baderalsafar,6939869533445260293,spamela,"que des bg qui follow 
Ici c’est safe ✨
2eme Compte @pamelakmt ♡ 
👁👄👁 👇🏾",0,False,https://www.tiktok.com/@spamelakmt/video/7103540724070763782?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103540724070763782&source=h5_m,228015,78,28,0,20832,7101859746243693355,7101859746243693355,72,7101859746243693355,original sound - baderalsafar,Bader Al Safar,6.752632772340336e+18,Bader Al Safar,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101859771191446318.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/b3ea407242632f77d40874a8b5e47ab3.json,False,False,,,,,[],0,0,French Polynesia,#duo,0,0,0,0,0,0,0,0,0,0
5,US,7101886902562983214,1653536899,#petbirds,6960837953770308614,darci,,0,False,https://www.tiktok.com/@darcimodine/video/7101886902562983214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101886902562983214&source=h5_m,5754638,928,9951,4054,377474,7101886866856725294,7101886866856725294,72,7101886866856725294,original sound - darcimodine,darci,6.960837953770309e+18,darci,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101886889266891563.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9c11105050dae4331d786858285384ee.json,False,False,,,,,[],0,0,French Polynesia,#petbirds,0,0,0,0,0,0,0,0,0,0
6,GB,7102847785212431622,1653760624,100 Mystery Buttons.😱😂,175468248220520448,Shauni 🪱,"Itzshauni@bytesizedtalent.com
It’s pronounced ‘sure knee’
CEO of liking comments",0,False,https://www.tiktok.com/@itzshauni/video/7102847785212431622?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102847785212431622&source=h5_m,1990326,420,115,312,114261,7102847779101887238,7102847779101887238,72,7102847779101887238,original sound - itzshauni,Shauni 🪱,1.7546824822052045e+17,Shauni 🪱,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102847785313078022.mp3,,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
7,FR,7101359908905323782,1653414200,Toujours croire en des jours meilleurs 😉🏝🇨🇵🇵🇫🌞🤙 #pourtoi #fyp #trend #viral,6619955380267433989,Chanteur Tahitien,"Chanteur Tahitien 🇵🇫🇨🇵🏝🎶
Concert à Paris la Cigale le 4 octobre 🎉😃",0,False,https://www.tiktok.com/@kencarlter/video/7101359908905323782?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101359908905323782&source=h5_m,150959,140,17,0,6111,7086595725773097734,7086595725773097734,72,7086595725773097734,original sound - 11wuu (Contains music from: Tourner la page - Zaho),"Contains music from: ""Tourner la page""",6.882836927956534e+18,Speed French Songs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086595731398347526.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/94898763962f8628792797ac37f3666b.json,False,False,Zaho,Tourner la page,original sound - 11wuu (Contains music from: Tourner la page - Zaho),"Contains music from: ""Tourner la page""",[],0,0,French Polynesia,#pourtoi #fyp #trend #viral,0,0,0,0,1,0,0,1,0,1
0,PF,7093236153175887105,1651522740,Quand c’est les examens 😭🤣 #pov#acting#schoollife,6558280241381720069,hanaleifrom987,"🇵🇫T A H I T I🇵🇫
Insta: hanalei_faivre
Mail: hanalei.faivre0901@gmail.com",0,False,https://www.tiktok.com/@hanaleifrom987/video/7093236153175887105?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093236153175887105&source=h5_m,54660,51,19,146,6696,7091701316371647238,7091701316371647238,72,7091701316371647238,original sound - eouainne,Ewen,6.627414271428297e+18,Ewen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091701330045700869.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e2652f87aa00a6ffee6e0f8269893168.json,False,False,,,,,[],0,0,French Polynesia,#pov#acting#schoollife,0,0,0,0,0,0,0,0,0,0
1,PF,7101129789867707650,1653360623,"❤️,#fyp #jah #pourtoi",6610907153124245510,jah hajj,"(🤍)
fb:jah hajj",0,False,https://www.tiktok.com/@jah.hajj/video/7101129789867707650?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101129789867707650&source=h5_m,12087,34,9,99,1493,7095044517690526466,7095044517690526466,72,7095044517690526466,original sound - vaihau.edit,Vai hau🌸,7.030582543263204e+18,Vai hau🌸,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7095044516457302786.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d8db7467ab0d5fbbdbe846d8adb564b6.json,False,False,,,,,[],0,0,French Polynesia,#fyp #jah #pourtoi,0,0,0,0,1,0,0,1,0,0
2,FR,7085597439859625222,1649744216,😱 MISS FRANCE ! 🚫-18 ans #missfrance #confessions coulisse réussite le podcast / YouTube !,7079440385374585862,Coulisse réussite,"Insta : joan_depalma 
YouTube : coulisse réussite 
Podcast : coulisse réussite",0,False,https://www.tiktok.com/@coulisse_reussite/video/7085597439859625222?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085597439859625222&source=h5_m,171733,99,55,0,5132,7085597392707963653,7085597392707963653,72,7085597392707963653,original sound - coulisse_reussite,Coulisse réussite,7.079440385374586e+18,Coulisse réussite,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085597336155589382.mp3,,False,False,,,,,[],0,0,French Polynesia,#missfrance #confessions,0,0,0,0,0,0,0,0,0,0
3,FR,7102152453914643717,1653598729,🛍 Elle réalise de la chirurgie esthétique avec un prix de… 💎// @lecreateurtm // ✅ #entreprenariat #influenceuse #chefdentreprise #lesmarseillais #w9 #telerealite #télérealité  #impots #fiscalité #taxes #dubai #france #français #fraudefiscale #placementdeproduit #riche #richesse #millionaire #milliardaire #luxe #businessenligne #reseauxsociaux #entrepreneuse #entreprendreaufeminin #influenceur #reussirsavie #lecreateurtm #realisersesreves #shopping #luxe #marquedeluxe,6811988881946690566,*AURÉLIEN QT* - LE CRÉATEUR™,💌 Mes élèves désirent se créer 1 business astucieux et rentable sur Internet 🏝,0,False,https://www.tiktok.com/@lecreateurtm/video/7102152453914643717?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102152453914643717&source=h5_m,1703973,923,528,5,130443,7102152450710260486,7102152450710260486,72,7102152450710260486,original sound - lecreateurtm,*AURÉLIEN QT* - LE CRÉATEUR™,6.811988881946691e+18,*AURÉLIEN QT* - LE CRÉATEUR™,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102152450202733318.mp3,,False,False,,,,,[],0,0,French Polynesia,#entreprenariat #influenceuse #chefdentreprise #lesmarseillais #w9 #telerealite #télérealité #impots #fiscalité #taxes #dubai #france #français #fraudefiscale #placementdeproduit #riche #richesse #millionaire #milliardaire #luxe #businessenligne #reseauxsociaux #entrepreneuse #entreprendreaufeminin #influenceur #reussirsavie #lecreateurtm #realisersesreves #shopping #luxe #marquedeluxe,0,0,0,0,0,0,0,0,0,0
4,GB,7086089502669704454,1649858781,Happy funny go！#caraccessories #car #carsoftiktok #uk #cararoma #ukcars #uktiktok #luxurycars #luxurylife #fyp #mclaren #music,7073844718565049349,Garycarstore,"Cars are Masterpiece🏎
Share cars📱
🔋 Perfect Car Accessories in store 🔋",0,False,https://www.tiktok.com/@garycarstore/video/7086089502669704454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086089502669704454&source=h5_m,47791006,43709,128570,120641,4202512,6896221138586699778,6896221138586699778,10033,6896221138586699778,My Name Is,D Billions,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a049073a52b94c868fa9ab9152c600ba,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0774abed07a545729418455962f68371,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1540589086', 'external_song_key': 'apple_song_id'}]",0,0,French Polynesia,#caraccessories #car #carsoftiktok #uk #cararoma #ukcars #uktiktok #luxurycars #luxurylife #fyp #mclaren #music,0,0,0,0,1,0,0,0,0,0
5,FR,7102486693139270917,1653676550,#pasgym #frencharmy #tahitianboy #polynesian #21rima #proud #crocheetient,6672799299292267526,Te Vez,🇵🇫🤙🏽,0,False,https://www.tiktok.com/@tevez6/video/7102486693139270917?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102486693139270917&source=h5_m,38043,40,63,3,4485,7102486676955712262,7102486676955712262,72,7102486676955712262,original sound - tevez6,Te Vez,6.672799299292268e+18,Te Vez,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102486685443394309.mp3,,False,False,,,,,[],0,0,French Polynesia,#pasgym #frencharmy #tahitianboy #polynesian #21rima #proud #crocheetient,0,0,0,0,0,0,0,0,0,0
6,DE,7102168124278983942,1653602378,😴 In sta: @casuphil,6807385568914457605,phil,"Hola ❤️‍🔥 Insta: @casuphil
philipp@enkime.de",0,False,https://www.tiktok.com/@casuphil/video/7102168124278983942?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102168124278983942&source=h5_m,11218907,13921,2408,442,1831935,7075033522712464134,7075033522712464134,72,7075033522712464134,original sound - lanasmonkeys,Liveforlana_,6.983311437565855e+18,Liveforlana_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075033531298122502.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7eee79b2dcf4720ae2d4758bbc6ac9d0.json,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
7,NL,7102335463515639045,1653641343,I got you ✨ #healthyeating #healthyfood #food #healthyrecipes,6864858241471792134,Eva Koper | aka TheStdntchef,"✨ Balanced recipes ✨
More food on Instagram 
💌 info@evakoper.com",0,False,https://www.tiktok.com/@eva.koper/video/7102335463515639045?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102335463515639045&source=h5_m,4825689,969,1192,2826,444010,7092055501587958571,7092055501587958571,72,7092055501587958571,original sound - jibran.umrani,𝐣𝐢𝐛𝐫𝐚𝐧 𝐮𝐦𝐫𝐚𝐧𝐢,6.776000960739296e+18,𝐣𝐢𝐛𝐫𝐚𝐧 𝐮𝐦𝐫𝐚𝐧𝐢,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092055526401395499.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4d00daa8c7281d6d8226cb1fc95adc27.json,False,False,,,,,[],0,0,French Polynesia,#healthyeating #healthyfood #food #healthyrecipes,0,1,0,0,0,0,0,0,0,0
0,PF,7091851029649558790,1651200243,"À Tahiti maquillage permanent, retouche dermo, blanchiment américain. A très bientôt Tahiti ✈️",106198817561006080,Shaynez,"Snap : doudouchacha 
YouTube: vahineSummer 
Insta : VahineSummer, Shaynez cartel",0,False,https://www.tiktok.com/@vahinesummer/video/7091851029649558790?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091851029649558790&source=h5_m,60217,23,10,18,1592,7084889486034815745,7084889486034815745,72,7084889486034815745,original sound - kamahea07 (Contains music from: Dans Les Nuages - RuskieBanana),"Contains music from: ""Dans Les Nuages""",6.782043368891745e+18,JD_khn,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7084889473955138306.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/50d8aa595ac882aedee663cd8f3683b9.json,False,False,RuskieBanana,Dans Les Nuages,original sound - kamahea07 (Contains music from: Dans Les Nuages - RuskieBanana),"Contains music from: ""Dans Les Nuages""",[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
1,PF,7078916704260148481,1648188734, ,6523635259345474575,Hanaley Tetaahi,"Follow my Instagram 
🤍 60.4K 🤍",0,False,https://www.tiktok.com/@naley_tth/video/7078916704260148481?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078916704260148481&source=h5_m,75400,37,23,173,6057,6966396894532668166,6966396894532668166,72,6966396894532668166,YAY AREA U BEEZY FOLLOW SEIJIODA (Contains music from: 3rd World Free Boski - Lil Blood),"Contains music from: ""3rd World Free Boski""",6.660757651645022e+18,seiji oda,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6966397045158529797.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c9314282d09a37f6bd51daa1f6ff5a1b.json,False,False,Lil Blood,3rd World Free Boski,YAY AREA U BEEZY FOLLOW SEIJIODA (Contains music from: 3rd World Free Boski - Lil Blood),"Contains music from: ""3rd World Free Boski""",[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
2,DE,7077928805507042565,1647958721,Just a joke but you should avoid these mistakes in the beginning ❌✅💪 #volleyball #haikyuu #mistake #viral #learnvolleyball,6810354510801650693,David Seybering,"Volleyball • Athlete • Entertainment 

🇩🇪",0,False,https://www.tiktok.com/@davidseybering/video/7077928805507042565?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077928805507042565&source=h5_m,25188304,2001,3147,770,1166241,7043722510554254106,7043722510554254106,24,7043722510554254106,got nothing in my brain (Contains music from: Shake It Off - Taylor Swift),"Contains music from: ""Shake It Off""",6.75363062109846e+18,user10101010*•*,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7043722491784596251.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/25ca1c17326c79460e8407a964fb2b8a.json,False,False,Taylor Swift,Shake It Off,got nothing in my brain (Contains music from: Shake It Off - Taylor Swift),"Contains music from: ""Shake It Off""",[],0,0,French Polynesia,#volleyball #haikyuu #mistake #viral #learnvolleyball,0,0,0,0,0,0,0,0,0,1
3,ES,7102111983759035653,1653589306,This 😭😭 #fyp #flirting,6885726553314886658,It's funny,Heyy,0,False,https://www.tiktok.com/@random_thingstok/video/7102111983759035653?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102111983759035653&source=h5_m,2310144,110,378,134,105524,6705030342304073729,6705030342304073729,10033,6705030342304073729,Marry You,Bruno Mars,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/60f4b10d4aeb418c8851a206b1d4fa8e?x-expires=1653969378&x-signature=gacUd1XNr7hDh7eVw70oqNeXeSU%3D,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '408106965', 'external_song_key': 'apple_song_id'}]",0,0,French Polynesia,#fyp #flirting,0,0,0,0,1,0,0,0,0,0
4,VN,7101725260050943258,1653499264,Sau khi nước lũ rút 🐟🐟🐟,7092713453902955521,Săn Bắt Tự Nhiên,Thế Giới Đó Đây,0,False,https://www.tiktok.com/@san.battunhien/video/7101725260050943258?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101725260050943258&source=h5_m,14300139,986,412,1718,387690,7101725242581682971,7101725242581682971,24,7101725242581682971,original sound - san.battunhien,Săn Bắt Tự Nhiên,7.092713453902956e+18,Săn Bắt Tự Nhiên,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7101725280548424475.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b0d63a072fd21bf8d66aefe84bbc6650.json,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
5,US,7079792507793526018,1648392648,Children are delighted.  Guys know how to surprise 😎,6827402674172298245,Хищники света,⚡️We flew to you from Mars🛸,0,False,https://www.tiktok.com/@hishnikisveta/video/7079792507793526018?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079792507793526018&source=h5_m,16861033,5602,8746,54577,1438676,6918739472922282754,6918739472922282754,72,6918739472922282754,original sound - era_ays (Contains music from: 2 Phút Hơn (KAIZ Remix) - Pháo),"Contains music from: ""2 Phút Hơn (KAIZ Remix)""",6.696462907733378e+18,Era Ays,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6918739447647685377.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/dadcc1904a093242c452b6a57b23aec5.json,False,False,Pháo,2 Phút Hơn (KAIZ Remix),original sound - era_ays (Contains music from: 2 Phút Hơn (KAIZ Remix) - Pháo),"Contains music from: ""2 Phút Hơn (KAIZ Remix)""",[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
6,FR,7082317665695583489,1648980582,AHKIM🔥 dans sa splendeur🔥@tevahine tiens cadeaux hihi😏🥴#tukim_375,6786464506656572422,🔥*AH KÏMÏ*🔥,"Firmin Timau👨‍👩‍👦
Christine Hikutini👨‍👩‍👦",0,False,https://www.tiktok.com/@ahkim.timau3.7.5/video/7082317665695583489?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082317665695583489&source=h5_m,66685,47,41,4,5632,7072572070898567963,7072572070898567963,24,7072572070898567963,WAG KAKALIMUTANG I TAG AKO (Contains music from: Shut Up and Bend Over - Dayin),"Contains music from: ""Shut Up and Bend Over""",6.567906561673675e+18,Miko Yanson,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7072572061893380891.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/933532f7c14cc663c03edf2dd4da83fb.json,False,False,Dayin,Shut Up and Bend Over,WAG KAKALIMUTANG I TAG AKO (Contains music from: Shut Up and Bend Over - Dayin),"Contains music from: ""Shut Up and Bend Over""",[],0,0,French Polynesia,#tukim_375,0,0,0,0,0,0,0,0,0,0
7,US,7103514834205084974,1653915933,Fabio loves his check but I woke him up😬😂 Boom chicken dinner 😂#asianwatermonitor #chickendinner #reptile #lizard #style #asianwatermonitor,6700343527676740613,The Reptile Zoo,"If it hops, wiggles, or gives your 
mom the chills, we’ve got it here!",0,False,https://www.tiktok.com/@thereptilezoo/video/7103514834205084974?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103514834205084974&source=h5_m,104643,34,20,31,3937,6826918409494595586,6826918409494595586,10033,6826918409494595586,Tick Tick Boom (feat. BygTwo3),Sage The Gemini,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9e2e1e4b4c764f56bb1990b5a830dab3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ad1215493dd742d794033a5fad3b0aaa,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1512008924', 'external_song_key': 'apple_song_id'}]",0,0,French Polynesia,#asianwatermonitor #chickendinner #reptile #lizard #style #asianwatermonitor,0,0,0,0,0,0,0,0,0,0
