,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_duet,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_ghanatiktok,hash_tiktok,hash_tiktokghana,hash_trending,hash_viral
4,GH,7103159723943333126,1653833258,Sorry Bro😂 #tiktokghana #gilbby,6809529555365282821,Gilbert,"IG@gil_bby
👻/🐦@lifeofgil_bby
DM FOR PAID ADS AND PROMOS💰
bookgilbby@gmail.com",0,False,https://www.tiktok.com/@gil_bby/video/7103159723943333126?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103159723943333126&source=h5_m,248138,445,196,3296,33667,6887590285547686657,6887590285547686657,72,6887590285547686657,original sound - gil_bby,Gilbert,6.809529555365283e+18,Gilbert,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6887590241860242177.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a5e29d10200f6566190dc0fa06a160d5.json,False,False,,,,,[],0,0,Ghana,#tiktokghana #gilbby,0,0,0,0,0,0,0,1,0,0
5,GH,7082023126728494341,1648912004,@alishaskincaregh @trimude0 #viral #verify_musah23,6816636336691348486,musah.23,"Movie Actor TikTok influencer 
Follow me on IG @Officialmusah.23
Follow on
 👇",0,False,https://www.tiktok.com/@musah.23/video/7082023126728494341?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082023126728494341&source=h5_m,441229,607,659,10051,53814,6799715398540479237,6799715398540479237,72,6799715398540479237,original sound - ericabansah,Star 🌟 Diva,6.736863416109303e+18,Star 🌟 Diva,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1660112483762182.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/1f4a1f63c74eb17f0d0afa12fea06a67.json,False,False,,,,,[],0,0,Ghana,#viral #verify_musah23,0,0,0,0,0,0,0,0,0,1
6,MW,7099752009661811974,1653039835,tag your gist partner 😂😂✌🏽#tiktokafrica #viral #makemetiktokfamous #fyppppppppppppppppppppppp #tiktokafrica🇨🇮🇬🇭🇳🇬🇹🇬🇧🇫 #tiktoknigeria🇳🇬 #tiktokghana🇬🇭 #Anonymous16❤️ #tiktoknollywood #tiktokzambia🇿🇲 #tiktoksouthafrica🇿🇦,7096086513021535237,Anonymous 16❤️,"if not memes then what??😂
Be happy always ❤️",0,False,https://www.tiktok.com/@memewithme247/video/7099752009661811974?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099752009661811974&source=h5_m,311710,1666,3195,15347,37818,7099751987415091973,7099751987415091973,72,7099751987415091973,original sound - memewithme247,Anonymous 16❤️,7.096086513021535e+18,Anonymous 16❤️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099751957862042374.mp3,,False,False,,,,,[],0,0,Ghana,#tiktokafrica #viral #makemetiktokfamous #fyppppppppppppppppppppppp #tiktokafrica🇨🇮🇬🇭🇳🇬🇹🇬🇧🇫 #tiktoknigeria🇳🇬 #tiktokghana🇬🇭 #Anonymous16❤️ #tiktoknollywood #tiktokzambia🇿🇲 #tiktoksouthafrica🇿🇦,0,0,0,0,0,0,0,1,0,1
7,GH,7099197769453194502,1652910788,#viral #fypシ #viralvideos #foryoupage❤️❤️ #duet,6842737791596856326,Lady Elsa💝,"Am here for fun 🤩 
Let’s hit 100.K❤️🙏
❌No spam liking ❌ Block ✅
Love for love",0,False,https://www.tiktok.com/@lady_elsa14/video/7099197769453194502?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099197769453194502&source=h5_m,2045100,420,9392,9022,119412,7099197732463725318,7099197732463725318,72,7099197732463725318,original sound - lady_elsa14,Lady Elsa💝,6.842737791596856e+18,Lady Elsa💝,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099197754103106309.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/369ab4f010b6afd5ab2e025f18f09ef1.json,False,False,,,,,[],0,0,Ghana,#viral #fypシ #viralvideos #foryoupage❤️❤️ #duet,1,0,1,0,1,0,0,0,0,1
0,GH,7098371707957792006,1652718455,😂😂🫰🏾 They don’t mean their words Bro they will come! #kcreietin #kcreietinvids #thelieswomentellthemselves,6810370883530671109,Kcreietin Cummin.gs ✨💦,"I want a bestie 😢Pls Dm me on Instagram 
TheHighSchoolMaker
Ads Dm on Instagram",0,False,https://www.tiktok.com/@kcreietin/video/7098371707957792006?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098371707957792006&source=h5_m,206120,380,242,910,28809,7075326646168996613,7075326646168996613,72,7075326646168996613,WISDOM DRILL,THE WISDOM MAN😎,6.825552723507021e+18,THE WISDOM MAN😎,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075370857288452870.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bc07052c93d99e7c95b4bebcf1386bd8.json,False,False,,,,,[],0,0,Ghana,#kcreietin #kcreietinvids #thelieswomentellthemselves,0,0,0,0,0,0,0,0,0,0
1,GH,7102034957874318598,1653571372,What is this?😂😂😂#laasu #jackline_mensah #ghanatiktok #teamtennie #tiktokghana🇬🇭 #donmama🤑  #knowafrica,6671946882523643910,THE TIKTOK GODDESS 🧝🏻‍♀️,"Tap on the link below to follow me on Instagram 🥰❤️
2M?🥺🥺
I luv y’all 😻",0,False,https://www.tiktok.com/@jackline_mensah/video/7102034957874318598?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102034957874318598&source=h5_m,328780,858,65,687,51730,7087113235861719813,7087113235861719813,72,7087113235861719813,original sound - stirflex (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",6.92775759039221e+18,Stirflex,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087113283337063173.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1ff08a299e2db4c70d7a2a994177212b.json,False,False,El Alfa & Chael Produciendo,Gogo Dance,original sound - stirflex (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",[],0,0,Ghana,#laasu #jackline_mensah #ghanatiktok #teamtennie #tiktokghana🇬🇭 #donmama🤑 #knowafrica,0,0,0,0,0,1,0,1,0,0
2,CM,7096621698409041157,1652310999,#fyp #viral #swimming #happy #niquel,6718317760395592710,Asi Niquel,I love u all🥰🥰,0,False,https://www.tiktok.com/@asiniquel24/video/7096621698409041157?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096621698409041157&source=h5_m,3962161,3310,1932,19593,168212,7093949567481285381,7093949567481285381,10036,7093949567481285381,Buga (Lo Lo Lo),Kizz Daniel & Tekno,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1e5583a1ea154f6ba01499ffe3936b4a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53a160ccc5714d6c986cc822daeb6ddd,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1621384034', 'external_song_key': 'apple_song_id'}]",0,0,Ghana,#fyp #viral #swimming #happy #niquel,0,0,0,1,0,0,0,0,0,1
3,GH,7091361308058111237,1651086220,U do me i do u 😂😂😂,6830961429018821638,AMA POKUAA MEMENEDA BA,"Welcome to my world 
   Am a presenter 
    DM for advert",0,False,https://www.tiktok.com/@amapokuaamemenedaba/video/7091361308058111237?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091361308058111237&source=h5_m,806853,3274,1350,14046,101378,7091361290626632453,7091361290626632453,72,7091361290626632453,original sound - amapokuaamemenedaba,AMA POKUAA MEMENEDA BA,6.830961429018822e+18,AMA POKUAA MEMENEDA BA,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091361298265033477.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0b754c38c0103b9b36d68e32472921cf.json,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
4,US,7085540620390894891,1649730984,@kay.ibrah  I got you 😂😂 #mcrajiofficial,6678837549986989062,MC RAJI,"THE GUY GOING BACK TO AFRICA..

STAND UP COMEDIAN (clean comedy ) EVENT MC 🎤 🎙",0,False,https://www.tiktok.com/@mcrajiofficial/video/7085540620390894891?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085540620390894891&source=h5_m,7898439,7715,58797,60879,521239,7085540611469658923,7085540611469658923,72,7085540611469658923,original sound - mcrajiofficial,MC RAJI,6.678837549986989e+18,MC RAJI,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7085540620881922862.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/34d35ffd5cd70edc5ff0b83e752bbf60.json,False,False,,,,,[],0,0,Ghana,#mcrajiofficial,0,0,0,0,0,0,0,0,0,0
5,BW,7103138925882952965,1653828410,time to wake up #williamlast_krm,6805435283918078982,William Last KRM,Funniest Guy On The Planet,0,False,https://www.tiktok.com/@williamlast_krm/video/7103138925882952965?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103138925882952965&source=h5_m,2801908,7248,4437,25118,219601,7103138900146785030,7103138900146785030,72,7103138900146785030,original sound - williamlast_krm,William Last KRM,6.805435283918079e+18,William Last KRM,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103138898410343174.mp3,,False,False,,,,,[],0,0,Ghana,#williamlast_krm,0,0,0,0,0,0,0,0,0,0
6,GH,7070968561669393670,1646338163,"Night shift wahala 😂😂😂😂.., My nurses can relate la😂 #viral #tiktok #virialvideo #tiktokviral #goviral",6809961331422413830,Mill Prince,"Welcome to my page fam , It’s everything fun here. Comedy/Movies Etc … 🤗❤️💞😘",0,False,https://www.tiktok.com/@millprince3/video/7070968561669393670?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070968561669393670&source=h5_m,5000850,3192,9825,60197,89840,7070968559040449285,7070968559040449285,72,7070968559040449285,original sound - millprince3 (Contains music from: African Boy - Smarty Lee),"Contains music from: ""African Boy""",6.809961331422414e+18,Mill Prince,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070968557152078597.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c13fe70933303e4f0094453dc0f4b746.json,False,False,Smarty Lee,African Boy,original sound - millprince3 (Contains music from: African Boy - Smarty Lee),"Contains music from: ""African Boy""",[],0,0,Ghana,#viral #tiktok #virialvideo #tiktokviral #goviral,0,0,0,0,0,0,1,0,0,1
7,GH,7085821736624737542,1649796437,Do we look like 3k @miss_awinbono #call_me_sheena #kimsheena1 #ewetiktokers,6766704231304578054,Sheenagakpe,"Thank you for visiting my page 😊
Add me on snap (callme_sheena)",0,False,https://www.tiktok.com/@call_me_sheena/video/7085821736624737542?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085821736624737542&source=h5_m,311145,146,83,560,13475,7066669567589894918,7066669567589894918,72,7066669567589894918,3k Odogwu u bad na so u wan take collect me,Vanshali,6.980677590202287e+18,Vanshali,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7066669637039033094.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/80e1a6a2512f8005ab7601d93b0011c4.json,False,False,,,,,[],0,0,Ghana,#call_me_sheena #kimsheena1 #ewetiktokers,0,0,0,0,0,0,0,0,0,0
0,GH,7100307237096180997,1653169106, ,6734700654307542022,Kim Annie ✨,"Queen of Content 👑 🎭 
I do PROMOs and ADs 💃🕺
My one N only official account",0,False,https://www.tiktok.com/@kimanniegh/video/7100307237096180997?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100307237096180997&source=h5_m,581172,175,501,3456,60409,7098321761296517894,7098321761296517894,72,7098321761296517894,Message To My Ex,👑Energy Queen👑,6.818817924141532e+18,👑Energy Queen👑,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098644542378806021.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6f282dbea4e57d47b532c9cbee904c33.json,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
1,GH,7079426102074166534,1648307337, ,7043928073113125893,sweetiekakei,,0,False,https://www.tiktok.com/@sweetiekakei/video/7079426102074166534?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079426102074166534&source=h5_m,1739959,3306,1285,8427,132011,7064549033842445061,7064549033842445061,10036,7064549033842445061,Rosemary,Savage & VICTONY,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d76645132825490d98ca711793a79056,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/214e7d7a3fac4fbb95b2f7b68dffef52,False,True,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
2,GH,7103119288659102982,1653823838,#trending #goviral #nollywood #ghanatiktok #naijatiktok #trend,7051552155107476486,RanDK,Please tap the Link and subscribe to my YouTube 👇👇channel for latest movies👇,0,False,https://www.tiktok.com/@movieplus_theatre/video/7103119288659102982?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103119288659102982&source=h5_m,723821,228,586,6978,38075,7103119277221317381,7103119277221317381,72,7103119277221317381,original sound - movieplus_theatre,RanDK,7.051552155107476e+18,RanDK,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103119282166418182.mp3,,False,False,,,,,[],0,0,Ghana,#trending #goviral #nollywood #ghanatiktok #naijatiktok #trend,0,0,0,0,0,1,0,0,1,0
3,GH,7077474547909266693,1647852958,Nostalgic moments yesterday at the Coke Zero launch . #Stargyal #afronitaaa,6798561476128326662,STARGYAL,Female Dancer in it to make history 🇬🇭🌏,0,False,https://www.tiktok.com/@afronitaaa/video/7077474547909266693?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077474547909266693&source=h5_m,2397110,990,2570,31105,265004,7077474494633298694,7077474494633298694,72,7077474494633298694,original sound - afronitaaa,STARGYAL,6.798561476128327e+18,STARGYAL,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077474507576986373.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3db25f06f9ceb5b0c5085319226d3f39.json,False,False,,,,,[],0,0,Ghana,#Stargyal #afronitaaa,0,0,0,0,0,0,0,0,0,0
4,GH,7081585546702753030,1648810123,#duet with @achiaa_damiah #duet #fypシ゚viral #viral #trending #fyp,6850745462032270342,Adwoa_Achiaa,"Instagram : @maadwoa__
YouTube:Achiaa the entertainer 
Snapchat:nana.damiah",0,False,https://www.tiktok.com/@achiaa_damiah/video/7081585546702753030?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081585546702753030&source=h5_m,943573,2907,2751,16101,96979,7081304470990195461,7081304470990195461,72,7081304470990195461,original sound - achiaa_damiah,Adwoa_Achiaa,6.85074546203227e+18,Adwoa_Achiaa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081581498473794309.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cb9e493be13ed37d4188782d9d74c563.json,False,False,,,,,[],0,0,Ghana,#duet #duet #fypシ゚viral #viral #trending #fyp,2,0,0,1,1,0,0,0,1,2
5,GH,7103095355591380230,1653818266,#luxuryhomes #luxuryrealestate #luxurylife #luxury #viraltiktok #shattawaleking#viraltiktoknigeria🇳🇬,6667924746535763973,Manaf👑👑,Hi,0,False,https://www.tiktok.com/@sanacurt/video/7103095355591380230?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103095355591380230&source=h5_m,311906,119,719,7699,19938,7096899538166515713,7096899538166515713,10033,7096899538166515713,ON GOD,SHATTA WALE,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/772e79efc7b241ada5094c95c2fc89e0,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b945c00fbdd6410180f72e3bfe87c0b9,False,True,,,,,[],0,0,Ghana,#luxuryhomes #luxuryrealestate #luxurylife #luxury #viraltiktok #shattawaleking#viraltiktoknigeria🇳🇬,0,0,0,0,0,0,0,0,0,0
6,US,7076285642803694894,1647576142,"I mean, I guess I consider that shot made 😂😩🤷🏽‍♂️ #fyp #shoot #fitness",429975,Justin,"You May Cry, Laugh, or both 🤣
IG: @GloJays 🔥
📧: BookGloJays@gmail.com",0,False,https://www.tiktok.com/@glojays/video/7076285642803694894?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076285642803694894&source=h5_m,21562578,10426,12439,70315,1952790,7076285624831298347,7076285624831298347,72,7076285624831298347,original sound - glojays,Justin,429975.0,Justin,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076285648696527658.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/56dc998ce7c302b608fd27856c545c7f.json,False,False,,,,,[],0,0,Ghana,#fyp #shoot #fitness,0,0,0,1,0,0,0,0,0,0
7,GH,7099916939169991941,1653078232,Survivor Video and Audio out Now! 🦅Link in bio,6815990470645498885,Wendy Shay,"SHAYGANG 👐🏾🤟🏾
Survivor out Now! 🦅",0,False,https://www.tiktok.com/@wendyshay1/video/7099916939169991941?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099916939169991941&source=h5_m,460616,603,2335,21534,49302,7099916920962534149,7099916920962534149,72,7099916920962534149,original sound - wendyshay1 (Contains music from: Survivor - Wendy Shay),"Contains music from: ""Survivor""",6.815990470645499e+18,Wendy Shay,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099929786914867973.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bc93ae2a6258c83543168f1650600b3c.json,False,False,Wendy Shay,Survivor,original sound - wendyshay1 (Contains music from: Survivor - Wendy Shay),"Contains music from: ""Survivor""",[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
0,GH,7091569141706018053,1651134614,#emmaifeanyi,6890732833414775814,Emma Ifeanyi,"Welcome to my page🥰
WE ALMOST THERE GUYS😩❤️
A follow 4rm U will make it work🙏",0,False,https://www.tiktok.com/@emmaifeanyi/video/7091569141706018053?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091569141706018053&source=h5_m,1905034,6359,1940,12717,219219,7091569055680826118,7091569055680826118,72,7091569055680826118,original sound - emmaifeanyi,Emma Ifeanyi,6.890732833414776e+18,Emma Ifeanyi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091569092980755206.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3d2c0f7b9b9111762c196944d53a9e6e.json,False,False,,,,,[],0,0,Ghana,#emmaifeanyi,0,0,0,0,0,0,0,0,0,0
1,GH,7078797393294036230,1648160954,😂😂😂😂,6679886495132910597,erkuahofficial 🤪,"This is my only account!!!
I’m here to make you smile ☺️
Thank you for 2.7M 🎉",0,False,https://www.tiktok.com/@erkuahofficial/video/7078797393294036230?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078797393294036230&source=h5_m,1058278,1295,2048,12390,146837,7078461213591571206,7078461213591571206,72,7078461213591571206,original sound - erkuahofficial,erkuahofficial 🤪,6.679886495132911e+18,erkuahofficial 🤪,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078795434969369350.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c1a813a9e1a2bd8355cd955b0fcf5e31.json,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
2,UG,7103177196277124358,1653837321,We dot have performers in #uganda accept #danchallwide🦾,7019763973609456646,RitahDanchallwide,PROFESSIONAL DANCER,0,False,https://www.tiktok.com/@ritahdanchallwide/video/7103177196277124358?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103177196277124358&source=h5_m,360465,193,263,2646,17657,7103177226505440005,7103177226505440005,72,7103177226505440005,original sound - ritahdanchallwide,RitahDanchallwide,7.019763973609457e+18,RitahDanchallwide,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103177225192622853.mp3,,False,False,,,,,[],0,0,Ghana,#uganda #danchallwide🦾,0,0,0,0,0,0,0,0,0,0
3,GH,7103196868628237574,1653841901,#cute #funny #yhaw051 #laghouat #erkuahofficial ❤️😊,6980164305884234758,KENT_YHAW🤾🏽‍♂️💸❤️,HERE TO ENTERTAIN🌚🤗❤️,0,False,https://www.tiktok.com/@yhaw_kent/video/7103196868628237574?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103196868628237574&source=h5_m,300698,189,87,648,27283,7103196901830773510,7103196901830773510,72,7103196901830773510,original sound - yhaw_kent,KENT_YHAW🤾🏽‍♂️💸❤️,6.980164305884235e+18,KENT_YHAW🤾🏽‍♂️💸❤️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103196915881249541.mp3,,False,False,,,,,[],0,0,Ghana,#cute #funny #yhaw051 #laghouat #erkuahofficial,0,0,0,0,0,0,0,0,0,0
