,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_gaming,hash_minecraft,hash_minecraftbuilding,hash_pourtoi,hash_trend,hash_viral
5,MG,7101213625733451014,1653380144,Les Deux Magots Video IG@brian_inparis IG@saintgermaindespres_org #paris #tiktokparis #lesdeuxmagots #cafelitteraire #rivegauche #saintgermaindespres,7039208951267410949,saintgermaindespres,,0,False,https://www.tiktok.com/@saintgermaindespres/video/7101213625733451014?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101213625733451014&source=h5_m,379882,677,4915,3053,14266,7101213580481121030,7101213580481121030,72,7101213580481121030,original sound - saintgermaindespres,saintgermaindespres,7.039208951267411e+18,saintgermaindespres,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101213582444202758.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4904c4fbf93c8acf3a08213648b1d99f.json,False,False,[],0,0,,,,,Madagascar,#paris #tiktokparis #lesdeuxmagots #cafelitteraire #rivegauche #saintgermaindespres,0,0,0,0,0,0,0,0,0,0
6,MG,7093872683187817733,1651670945,#minecraft #mcyt #foryou #fypシ #gaming #viral,7011799037910500358,"Minecraft pixel art,memes",Hi,0,False,https://www.tiktok.com/@dream_offi/video/7093872683187817733?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093872683187817733&source=h5_m,831178,886,477,1411,51413,7053769242491079450,7053769242491079450,24,7053769242491079450,HEAT WAVES,liriiklagu,6.822964716483118e+18,liriiklagu,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7053769239425633051.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ee30a697a946d0df813168fb858d7b9f.json,False,False,[],0,0,,,,,Madagascar,#minecraft #mcyt #foryou #fypシ #gaming #viral,1,0,0,1,1,1,0,0,0,1
7,JP,7101733287193873665,1653501133,#フローラメイク,6760274830854423557,Karyna || カリナ 💕,"177 cm of beauty
Instagram: imkov_ka
日本 📍🇯🇵",0,False,https://www.tiktok.com/@imkovka/video/7101733287193873665?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101733287193873665&source=h5_m,1419621,826,706,3478,118502,7087407862762326811,7087407862762326811,24,7087407862762326811,Bobo (Contains music from: Bobo - Aya Nakamura),"Contains music from: ""Bobo""",6.913387746111423e+18,XVX,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7087407870127491866.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/36fcaf5305c7dc544ea6c4e01caf1dbf.json,False,False,[],0,0,Aya Nakamura,Bobo,Bobo (Contains music from: Bobo - Aya Nakamura),"Contains music from: ""Bobo""",Madagascar,#フローラメイク,0,0,0,0,0,0,0,0,0,0
0,US,7084610523454721326,1649514429,Fire Snoop Dogg Edit 🔥🔥 #fyp #fire #editz #whoareyou #snoopdogg #thegoat,7066537542453691439,👑CXSHOUT👑,"👆🏽BEST EDITS👇🏽
  God is good👑
     Thank you for 60k! 🐐
  Let’s hit 70k 🎯",0,False,https://www.tiktok.com/@cxshout.editz/video/7084610523454721326?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084610523454721326&source=h5_m,7588491,3210,13814,55153,868797,7084610479624096554,7084610479624096554,72,7084610479624096554,original sound - cxshout.editz,👑CXSHOUT👑,7.066537542453691e+18,👑CXSHOUT👑,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7084610515669994283.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8d3370ad2c1affcb9f5f0afb75b30d57.json,False,False,[],0,0,,,,,Madagascar,#fyp #fire #editz #whoareyou #snoopdogg #thegoat,0,0,1,0,0,0,0,0,0,0
1,TH,7103453979861994779,1653901763,ฉันจะทำทุกอย่างตามที่คุณสั่ง ❤️,6716956890888897538,Natty🌙,ครีมสระผม เครื่องสำอาง แอดไลน์👇🏻,0,False,https://www.tiktok.com/@nicha.natty/video/7103453979861994779?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103453979861994779&source=h5_m,1483336,381,387,690,156088,6859447951941831430,6859447951941831430,72,6859447951941831430,"cook clean plot twist tyananana (Contains music from: Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Extended] - David Guetta)","Contains music from: ""Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Extended]""",6.627263811551265e+18,tyana,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6922159119919024901.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c04cdd5ac3fe2cb4f1e6713629fb09ac.json,False,False,[],0,0,David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Extended]","cook clean plot twist tyananana (Contains music from: Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Extended] - David Guetta)","Contains music from: ""Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Extended]""",Madagascar,,0,0,0,0,0,0,0,0,0,0
2,DE,7097258882828995846,1652470200,:),6859025323972920325,daniel.ux,"📚 | Motivational & Educational Content
👇🏼 | Start making money online",0,False,https://www.tiktok.com/@daniel.ux/video/7097258882828995846?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097258882828995846&source=h5_m,2106762,916,7527,976,188740,7097305439116806917,7097305439116806917,72,7097305439116806917,original sound - daniel.ux,daniel.ux,6.85902532397292e+18,daniel.ux,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097305463968074502.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e00b7497145a29f4514d2c67b482c657.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
3,MG,7100836607892245766,1653292365,Madagascar 2022 🇲🇬🌞🌴 #travel #voyage #fyp,6805216793147671557,Marion Vincent,,0,False,https://www.tiktok.com/@marionvincent0/video/7100836607892245766?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100836607892245766&source=h5_m,214300,95,408,223,26789,7065361590693939973,7065361590693939973,72,7065361590693939973,Rover (Contains music from: ROVER - Mattinthecut),"Contains music from: ""ROVER""",7.008565845694727e+18,™️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7065361598096886534.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6c573635d51670e7038d7f5b83e4781a.json,False,False,[],0,0,Mattinthecut,ROVER,Rover (Contains music from: ROVER - Mattinthecut),"Contains music from: ""ROVER""",Madagascar,#travel #voyage #fyp,0,0,1,0,0,0,0,0,0,0
4,FR,7074883566743686406,1647249698,#devinelapersonne #pourtoi #fypシ #malgache🇲🇬 #malgache #,6846967326559896581,donovannnbzl,🇲🇬🇷🇪,0,False,https://www.tiktok.com/@donovannnbzl/video/7074883566743686406?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074883566743686406&source=h5_m,51622,140,92,0,4894,7070511827846826757,7070511827846826757,72,7070511827846826757,OUH IH OUH AH AH (Contains music from: Bintou - D0wzy),"Contains music from: ""Bintou""",7.013355404747359e+18,RapLife,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070511844100360965.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5ab82e3ac9e5e6e233d686feef4edf5d.json,False,False,[],0,0,D0wzy,Bintou,OUH IH OUH AH AH (Contains music from: Bintou - D0wzy),"Contains music from: ""Bintou""",Madagascar,#devinelapersonne #pourtoi #fypシ #malgache🇲🇬 #malgache #,0,0,0,1,0,0,0,1,0,0
5,FR,7081327470636453126,1648750034,"I tried, it worked 👟",6752451240984511494,Saafiir,"Surprise on my Instagram 
🇩🇿🇪🇬
Saafiirmanagement@gmail.com",0,False,https://www.tiktok.com/@saafiir_/video/7081327470636453126?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081327470636453126&source=h5_m,139899834,84557,112425,7260,12867359,6543230635689907200,6543230635689907200,72,6543230635689907200,original sound - taytay6737 (Contains music from: Baby - Justin Bieber),"Contains music from: ""Baby""",6.542247767287272e+18,Tay,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6882509005680331526.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7f7f01c450dafeb25cfa8df0a6b8751e.json,False,False,[],0,0,Justin Bieber,Baby,original sound - taytay6737 (Contains music from: Baby - Justin Bieber),"Contains music from: ""Baby""",Madagascar,,0,0,0,0,0,0,0,0,0,0
6,MG,7084967306287189253,1649597499,@shawnmendes 🥺 #shawnmendes #camilacabello #shawmila #whenyouregone #fy #fyp #foryou,7075006361516557318,Lix and Faci ✨,love is everything,0,False,https://www.tiktok.com/@ilitsm/video/7084967306287189253?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084967306287189253&source=h5_m,378269,131,250,470,29530,7081094993158342657,7081094993158342657,10033,7081094993158342657,When You're Gone,Shawn Mendes,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8067986f306c49749ecd1e4d5c837df7,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/1cd3b2cd1d7445eab345fd26894751ba,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1616186939', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Madagascar,#shawnmendes #camilacabello #shawmila #whenyouregone #fy #fyp #foryou,1,0,1,0,0,0,0,0,0,0
7,US,7089882505972829486,1650741908, ,2114049,Marrkadams,Business only: Mjadams1994@gmail.com,0,False,https://www.tiktok.com/@marrkadams/video/7089882505972829486?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089882505972829486&source=h5_m,4833957,2229,1266,17389,447919,7089882462855220010,7089882462855220010,72,7089882462855220010,original sound - marrkadams (Contains music from: Hope - XXXTENTACION),"Contains music from: ""Hope""",2114049.0,Marrkadams,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7089882502164237099.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6420bf18aa2af268ee8c33d90b313c6e.json,False,False,[],0,0,XXXTENTACION,Hope,original sound - marrkadams (Contains music from: Hope - XXXTENTACION),"Contains music from: ""Hope""",Madagascar,,0,0,0,0,0,0,0,0,0,0
0,US,7078864657074801966,1648176615,#funnybaby,6836382452027491334,Mat boyer,,0,False,https://www.tiktok.com/@demoracing/video/7078864657074801966?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078864657074801966&source=h5_m,8098869,3709,49019,21350,265959,6918407793057778438,6918407793057778438,72,6918407793057778438,original sound - jvitale848,Jeannette Vitale,6.6242428343441e+18,Jeannette Vitale,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6918407819607689990.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/62b2c7e9a4f4fea21c25cc56d0e29ea7.json,False,False,[],0,0,,,,,Madagascar,#funnybaby,0,0,0,0,0,0,0,0,0,0
1,ES,7077270898482482438,1647805539,Draft / cannot record new videos :(,6516436310796801039,Juanpe,"💀 Live matches 😈 / from Barcelona
Juvnpe@gmail.com",0,False,https://www.tiktok.com/@juvnpe/video/7077270898482482438?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077270898482482438&source=h5_m,2438571,1241,1776,10594,188620,7025041963099409154,7025041963099409154,72,7025041963099409154,original sound - leca0319 (Contains music from: Touch It - KiDi),"Contains music from: ""Touch It""",6.799498563674031e+18,Carol,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7025041989456513793.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/be0cb2132ad6ad92ed8948e7a1083376.json,False,False,[],0,0,KiDi,Touch It,original sound - leca0319 (Contains music from: Touch It - KiDi),"Contains music from: ""Touch It""",Madagascar,,0,0,0,0,0,0,0,0,0,0
2,US,7092814297390206250,1651424519,I won’t stop ❤️ #mrgriffis,6816140251012170757,Ryan Griffis,"Follow my Instagram ☝🏻
Jesus ❤️
P.O Box 453 Pine Knot, KY, 42635",0,False,https://www.tiktok.com/@mrgriffis/video/7092814297390206250?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092814297390206250&source=h5_m,4067913,11869,52093,10579,317278,7092814290503125806,7092814290503125806,72,7092814290503125806,original sound - mrgriffis (Contains music from: I Won't Let Go - Rascal Flatts),"Contains music from: ""I Won't Let Go""",6.816140251012171e+18,Ryan Griffis,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092814299986529067.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8604e41fd1c0f84e12ca0d65a0614894.json,False,False,[],0,0,Rascal Flatts,I Won't Let Go,original sound - mrgriffis (Contains music from: I Won't Let Go - Rascal Flatts),"Contains music from: ""I Won't Let Go""",Madagascar,#mrgriffis,0,0,0,0,0,0,0,0,0,0
3,VN,7090448630091386138,1650873719,Something just like this • Romy Wave cover #phenhac #music #nybatman #hangphuong2896,6919639844319527938,PHÊ NHẠC !,"Business : DM my IG ⤴️
All of us ⤵️",0,False,https://www.tiktok.com/@phenhac.official/video/7090448630091386138?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090448630091386138&source=h5_m,14744715,8104,27808,231008,1819927,7090448624416590618,7090448624416590618,24,7090448624416590618,Something just like this Romy Wave cover (Contains music from: Something Just Like This - Remix - GLEZZ),"Contains music from: ""Something Just Like This - Remix""",6.919639844319528e+18,PHÊ NHẠC !,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7090448654556826394.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a15fe43653372db413e553ad44ba2d47.json,False,False,[],0,0,GLEZZ,Something Just Like This - Remix,Something just like this Romy Wave cover (Contains music from: Something Just Like This - Remix - GLEZZ),"Contains music from: ""Something Just Like This - Remix""",Madagascar,#phenhac #music #nybatman #hangphuong2896,0,0,0,0,0,0,0,0,0,0
4,IT,7101350936471244038,1653412111, ,144247351811911680,irene,ig: em.ire,0,False,https://www.tiktok.com/@em.ire/video/7101350936471244038?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101350936471244038&source=h5_m,1410949,1561,3678,20638,226624,6902868608632769285,6902868608632769285,72,6902868608632769285,7 bill ppl and not one crush (Contains music from: Pargoy Tak Jelas - Yang Lagi Viral),"Contains music from: ""Pargoy Tak Jelas""",6.718850535833585e+18,kat,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6902868462834666245.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5cbea879d60fa27150ec1d8fb8f2c652.json,False,False,[],0,0,Yang Lagi Viral,Pargoy Tak Jelas,7 bill ppl and not one crush (Contains music from: Pargoy Tak Jelas - Yang Lagi Viral),"Contains music from: ""Pargoy Tak Jelas""",Madagascar,,0,0,0,0,0,0,0,0,0,0
5,MG,7071979637034716421,1646573572,😂😂,6985112401092920325,gabriella,TikTok Malagasy 🇲🇬🇲🇬,0,False,https://www.tiktok.com/@gabriellaparmenti2/video/7071979637034716421?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071979637034716421&source=h5_m,682193,42,372,1996,41401,7050148133841750790,7050148133841750790,72,7050148133841750790,original sound - gabriellemarieoffi,gabriellemarieoffi,6.800457819176895e+18,gabriellemarieoffi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7050148162610285317.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ce668df7c0baa06cf63744dfabbbb396.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
6,MG,7091994603729014021,1651233672,#pourtoi #france🇫🇷 #fypシ ne me touche pas wesh 🙄,7072634940954100741,Jeannette🫧🥰,"Insta: Jeannette_bentahamada
♋️🦋🥂❤️",0,False,https://www.tiktok.com/@nadinebentahamada74/video/7091994603729014021?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091994603729014021&source=h5_m,44980,24,160,403,2510,7091994566916279045,7091994566916279045,72,7091994566916279045,original sound - nadinebentahamada74,Jeannette🫧🥰,7.072634940954101e+18,Jeannette🫧🥰,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091994566735940358.mp3,,False,False,[],0,0,,,,,Madagascar,#pourtoi #france🇫🇷 #fypシ,0,0,0,1,0,0,0,1,0,0
7,AE,7090261651135499525,1650830191,PREACH #arabiccouple #fyp #moroccangirl,6804834262896133126,Nora & Khalid,"Body 🇵🇸& Brain 🇩🇪🇲🇦 📍in 🇦🇪 
📧: collab@noraandkhalid.com",0,False,https://www.tiktok.com/@noriyanori_/video/7090261651135499525?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090261651135499525&source=h5_m,3637364,1015,6443,12342,514499,7051376045400492805,7051376045400492805,72,7051376045400492805,original sound - opey_one,Orlando #singlesailor,6.818404414697833e+18,Orlando #singlesailor,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7051376094154492678.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/656a911b59d849a8cfdaecf91d1b371c.json,False,False,[],0,0,,,,,Madagascar,#arabiccouple #fyp #moroccangirl,0,0,1,0,0,0,0,0,0,0
0,US,7093233198917897514,1651522052,The 21st century. Link in bio. 🗣🍑🎙🎬,6821294369859273734,Daniel Gonzalez,"Ig: danieljohngonzalez
Twitter: MultiMillMind",0,False,https://www.tiktok.com/@danieljohngonzalez/video/7093233198917897514?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093233198917897514&source=h5_m,3562376,3317,27603,70750,338030,7093233149693709102,7093233149693709102,72,7093233149693709102,original sound - danieljohngonzalez,Daniel Gonzalez,6.821294369859274e+18,Daniel Gonzalez,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093233196984208174.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c4b0970fcf324a9fdb564a608cfe2466.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
1,FR,7079506185006714118,1648325982,Si seulement 🥺,6783996125499327493,Soukaïna,Hey u ;),0,False,https://www.tiktok.com/@soukikiii/video/7079506185006714118?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079506185006714118&source=h5_m,11483913,11975,39066,769,1660727,7073261234879286017,7073261234879286017,72,7073261234879286017,original sound - kamxxeer (Contains music from: Baby Slowed - Remix - Eduardo XD & RH Music & Matt Lasong),"Contains music from: ""Baby Slowed - Remix""",6.769919540429899e+18,Dine,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7073261172492978945.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ad681c7baba3d4cb9b81939f87acd9fe.json,False,False,[],0,0,Eduardo XD & RH Music & Matt Lasong,Baby Slowed - Remix,original sound - kamxxeer (Contains music from: Baby Slowed - Remix - Eduardo XD & RH Music & Matt Lasong),"Contains music from: ""Baby Slowed - Remix""",Madagascar,,0,0,0,0,0,0,0,0,0,0
2,FR,7103161655424470277,1653833701,Au moins maintenant tu sais !,6940532537819218950,Nassim Sahili,"En me suivant sur Instagram, tu gagnes 1kg de muscle directement @nassim.sahili",0,False,https://www.tiktok.com/@nassimsahili/video/7103161655424470277?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103161655424470277&source=h5_m,1369266,528,821,7,87354,7103161643194256134,7103161643194256134,72,7103161643194256134,original sound - nassimsahili,Nassim Sahili,6.940532537819219e+18,Nassim Sahili,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103161656640916230.mp3,,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
