,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_kuwait,hash_tiktok,hash_viral,hash_اكسبلور,hash_الشعب_الصيني_ماله_حل
6,QA,7082104090917866754,1648930855, ,6714232202571990022,💌,Not your business baby,0,False,https://www.tiktok.com/@luvvvyouuuuuuu/video/7082104090917866754?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082104090917866754&source=h5_m,2049888,235,297,300,37005,7075372843101801218,7075372843101801218,72,7075372843101801218,original sound - 7mvvvd_,💀,6.712720387258959e+18,💀,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7075372807261063938.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/feac4c0f6c7ccfddead42bf4ffa44ff7.json,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
7,US,7082527605282311467,1649029461, ,7023879332603675653,Skyyy❤️🧸,,0,False,https://www.tiktok.com/@thaticygirlskyyy/video/7082527605282311467?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082527605282311467&source=h5_m,62288602,98876,151106,132366,6807083,7082527600073034542,7082527600073034542,72,7082527600073034542,original sound - thaticygirlskyyy,Skyyy❤️🧸,7.023879332603676e+18,Skyyy❤️🧸,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7082527602627627822.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/90a26147e98462395237b3659fb99cca.json,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
0,QA,7098498110745365762,1652747888,Reply to @soylensviridians PART=1,6964386152354808834,Rider_ansar01,"❣️keep Smile Problem Is Part Of Life❣️
            💖Life Is Beautiful💖",0,False,https://www.tiktok.com/@rider_ansar01/video/7098498110745365762?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098498110745365762&source=h5_m,973904,147,26,24,22697,6828548340272072705,6828548340272072705,10033,6828548340272072705,Kgf Theme,WolfSpirit,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a387cd425e2d4927936584dc9d89e672,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0d3135fb17db407dadccbffcf5731f16,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1512701086', 'external_song_key': 'apple_song_id'}]",0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
1,KW,7101009587070831874,1653332634,We are so cute 🫶🏻 #fypシ #viral #اكسبلور #foryourpage,7050474905263162370,🦥,"حساب مافيه نفس ثقيله
Girl
🌹📚",0,False,https://www.tiktok.com/@7xaii1/video/7101009587070831874?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101009587070831874&source=h5_m,866078,1979,1101,4825,218809,7051752994156612399,7051752994156612399,72,7051752994156612399,original sound - asseeter,Leo 🎸,7.00389815533591e+18,Leo 🎸,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7051752994383383342.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c872ec4b660e1a260c5bb56fd88f7dab.json,False,False,,,,,[],0,0,Kuwait,#fypシ #viral #اكسبلور #foryourpage,0,0,0,0,1,0,0,1,1,0
2,NG,7098124022155595014,1652660787,KISS 💋 OR GRAB🍑 #explorepage #smatchorpass #kissorgrabchallenge #kissorgrabpublicinterview #trending #fyp #fypシ,7064910330098992133,Kelvo_king,Just a guy with a camera driven by curiosity to bring people's reactions to life,0,False,https://www.tiktok.com/@kelvo_king/video/7098124022155595014?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098124022155595014&source=h5_m,1026765,161,66,541,39731,7098124014929447686,7098124014929447686,72,7098124014929447686,original sound - kelvo_king,Kelvo_king,7.064910330098992e+18,Kelvo_king,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098124030699375365.mp3,,False,False,,,,,[],0,0,Kuwait,#explorepage #smatchorpass #kissorgrabchallenge #kissorgrabpublicinterview #trending #fyp #fypシ,0,0,0,1,1,0,0,0,0,0
3,BO,7084226945277332741,1649425121,Increible lanzamiento😲#junjiuling #chinesedrama #fvpp #kdrama #para ti🥰,7081110685741433861,Bigdrama,"kdramas asiaticas🥰❣
Thanks of the 1M🥰",0,False,https://www.tiktok.com/@bigmusicp__/video/7084226945277332741?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084226945277332741&source=h5_m,88403591,23108,48877,220357,7414434,6990441958090999809,6990441958090999809,10033,6990441958090999809,Unstoppable,Sia,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/93b99b155d1f4a9eb1402a467e66e981,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5c6ffe5a760b4ddab5229012fd23f3f9,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1162482538', 'external_song_key': 'apple_song_id'}]",0,0,Kuwait,#junjiuling #chinesedrama #fvpp #kdrama #para,0,0,0,0,0,0,0,0,0,0
4,MY,7087968840654572827,1650296348,#lion #crocodile #lionking #fyp,6797715153393222658,WA2XN,felidae,0,False,https://www.tiktok.com/@wa2xn.noughtycat/video/7087968840654572827?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087968840654572827&source=h5_m,26301698,12998,8586,51856,2253433,7068906412046977819,7068906412046977819,24,7068906412046977819,AR REMIX,𝐌𝐔𝐍𝐆𝐈𝐋 𝐌𝐄𝐍𝐘𝐄,6.889237561861998e+18,𝐌𝐔𝐍𝐆𝐈𝐋 𝐌𝐄𝐍𝐘𝐄,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7068906401581583131.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/07133d3e99cb2d6865a660ee96541b2a.json,False,False,,,,,[],0,0,Kuwait,#lion #crocodile #lionking #fyp,0,0,0,1,0,0,0,0,0,0
5,KW,7103424662998191361,1653894938,معاناة الطلبة هالايام 💔 #fyp #اختبارات,224801575263711232,Ibrahim Al Tabtabaie®,يوميات المدرسة بهايلات الانستقرام,0,False,https://www.tiktok.com/@altabtabaie/video/7103424662998191361?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103424662998191361&source=h5_m,286525,487,438,804,18793,7045355412425689858,7045355412425689858,72,7045355412425689858,original sound - eightyxsix,𝚃𝚎𝚎,8589530.0,𝚃𝚎𝚎,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7045355416879975170.mp3,,False,False,,,,,[],0,0,Kuwait,#fyp #اختبارات,0,0,0,1,0,0,0,0,0,0
6,KW,7072849180602944770,1646776029,my entry  😊 maki trend  #fypシ #BAUTFAM💙 #berlang😘 #bisdakAlphaUgahTiktokers💙 #ofwkuwait🇰🇼🇵🇭 #foryoupage,6803799989287519238,Maria Nadzla,"ofw in kuwait
proud bisaya😊
from bukidnon🌺🥀🥀",0,False,https://www.tiktok.com/@baut_vanaeverly27/video/7072849180602944770?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072849180602944770&source=h5_m,524121,1091,1845,1319,17119,7070737538771602178,7070737538771602178,72,7070737538771602178,original sound - tyronia21,Reyjane,6.936148963528426e+18,Reyjane,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7070737505687014145.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a074c2b6d0e3089329bca2797c32c742.json,False,False,,,,,[],0,0,Kuwait,#fypシ #BAUTFAM💙 #berlang😘 #bisdakAlphaUgahTiktokers💙 #ofwkuwait🇰🇼🇵🇭 #foryoupage,0,1,0,0,1,0,0,0,0,0
7,GB,7099282084056943914,1652930418, ,6932412362898129926,user8290599109771,,0,False,https://www.tiktok.com/@movie73821/video/7099282084056943914?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099282084056943914&source=h5_m,9862473,558,404,3263,231978,7099282091312974634,7099282091312974634,72,7099282091312974634,original sound - movie73821,user8290599109771,6.93241236289813e+18,user8290599109771,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099282129254615850.mp3,,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
0,KW,7093245319676267778,1651524875, ,6621232184685281285,Dareen_official,"ماتعرفو وجهي  التاني الا بستوريات انستقرامي
 dareen___official
 Snap:Dndoonxm99",0,False,https://www.tiktok.com/@dareen___official/video/7093245319676267778?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093245319676267778&source=h5_m,1419059,2293,664,4879,138346,7085338443542301446,7085338443542301446,72,7085338443542301446,original sound - parygullofficial (Contains music from: Habibi dubai || Nr Bamaniya || Song - Nr Bamaniya Official),"Contains music from: ""Habibi dubai || Nr Bamaniya || Song""",6.624075266425831e+18,Pary Gull Moti,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085338477453216517.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4b2899cb452ac1cc509bdd2f3f2a7cbe.json,False,False,Nr Bamaniya Official,Habibi dubai || Nr Bamaniya || Song,original sound - parygullofficial (Contains music from: Habibi dubai || Nr Bamaniya || Song - Nr Bamaniya Official),"Contains music from: ""Habibi dubai || Nr Bamaniya || Song""",[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
1,KW,7074699697092431106,1647206886,عشقي😭 #اكسبلور #explor #fyp #جود_كادي #كادي_جود #فانزات_جود_كادي @jou.alb,7052380125636609025,♐️,"[joud,kadi,bobo] 
　˚୨୧ ˚ ⋆ for better life🐰 ⋆ ˚ ୨୧˚
2022-forever",0,False,https://www.tiktok.com/@junremin/video/7074699697092431106?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074699697092431106&source=h5_m,4762708,2520,1829,14728,214288,7074699680474483458,7074699680474483458,72,7074699680474483458,original sound - junremin (Contains music from: Taca a Xereca pra Mim - MC Kaique da VP),"Contains music from: ""Taca a Xereca pra Mim""",7.052380125636609e+18,♐️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7074699632948890369.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/37f2665734bdd73aba3aa79bcf1d0a0d.json,False,False,MC Kaique da VP,Taca a Xereca pra Mim,original sound - junremin (Contains music from: Taca a Xereca pra Mim - MC Kaique da VP),"Contains music from: ""Taca a Xereca pra Mim""",[],0,0,Kuwait,#اكسبلور #explor #fyp #جود_كادي #كادي_جود #فانزات_جود_كادي,0,0,0,1,0,0,0,0,1,0
