,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_duet,hash_ethiopia,hash_ethiopian_tik_tok,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_habesha,hash_habeshatiktok,hash_viral
6,ET,7101263619920366853,1653391784,Reply to @bereketookbook 🤧🤧🤧,6854216086214001669,Merhawit Zeray,🏋🏻‍♀️🏋🏻‍♀️🏋🏻‍♀️🏋🏻‍♀️,0,False,https://m.tiktok.com/v/7101263619920366853.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101263619920366853&source=h5_m,362953,110,19,305,4677,7101263607358311173,7101263607358311173,72,7101263607358311173,original sound - merhaiwitzeray0,Merhawit Zeray,6.854216086214002e+18,Merhawit Zeray,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101262640336390917.mp3,,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
7,ET,7072001095807143174,1646578568,😂😂😂 just for fun @gegekiya1 #fyp #foryou #ethiopian #habesha #ethiofun #funny #viral #gegekiya #jossey61,6951708813066961926,Model jossey,"CEO በነገራችን ላይ
       Just for fun😆😆
Subscribe my YouTube channel link 👇👇👇👇",0,False,https://m.tiktok.com/v/7072001095807143174.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072001095807143174&source=h5_m,1624384,913,467,8694,76361,7072001067373972229,7072001067373972229,72,7072001067373972229,original sound - jossey61,Model jossey,6.951708813066962e+18,Model jossey,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072001072138603270.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/88c749f664f3f598f9d4a5d0692ea2fe.json,False,False,[],0,0,,,,,Ethiopia,#fyp #foryou #ethiopian #habesha #ethiofun #funny #viral #gegekiya #jossey61,0,0,0,1,0,1,0,1,0,1
0,ET,7099127646994435334,1652894461,ሽኮሪና 🔥 #nebilnur,93468116139077632,Nebil Nur,"🖤| ʟᴏᴠᴇ = s ᴘ ʀ ᴇ ᴀ ᴅ   ɪᴛ
ከዚኛው ውጪ ሌላ አካውንት የለኝም!
ʏⓄᴜᴛᴜʙᴇ 👇👇",0,False,https://m.tiktok.com/v/7099127646994435334.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099127646994435334&source=h5_m,595779,1131,323,1770,61915,7099127644746189574,7099127644746189574,72,7099127644746189574,original sound - nebilnur (Contains music from: Des Yebelino - Solomon Haile),"Contains music from: ""Des Yebelino""",9.346811613907763e+16,Nebil Nur,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099127642317802246.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ab47f14e70a5cc814f0d2f28ee2e6302.json,False,False,[],0,0,Solomon Haile,Des Yebelino,original sound - nebilnur (Contains music from: Des Yebelino - Solomon Haile),"Contains music from: ""Des Yebelino""",Ethiopia,#nebilnur,0,0,0,0,0,0,0,0,0,0
1,ET,7101196896873532678,1653376249,#ethiopian_tik_tok #weedingvibe #laynelb #oromotiktok #🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹ኢትዮጵያቲክቶክ❤❤ #prewedding,6818801761819329542,Yem Zedo,,0,False,https://m.tiktok.com/v/7101196896873532678.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101196896873532678&source=h5_m,132123,126,296,22,3032,7101196875029613318,7101196875029613318,72,7101196875029613318,original sound - yemzedo (Contains music from: 3Obsaa - Yosan Getahun),"Contains music from: ""3Obsaa""",6.81880176181933e+18,Yem Zedo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101196863633640198.mp3,,False,False,[],0,0,Yosan Getahun,3Obsaa,original sound - yemzedo (Contains music from: 3Obsaa - Yosan Getahun),"Contains music from: ""3Obsaa""",Ethiopia,#ethiopian_tik_tok #weedingvibe #laynelb #oromotiktok #🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹ኢትዮጵያቲክቶክ❤❤ #prewedding,0,0,1,0,0,0,0,0,0,0
2,GB,7094952915026185478,1651922457,Tag someone you want to do this with  #fyp #foryou @Samrai11,6763032668071429125,Nafisa,"Uk📍
Management 📥:ash@blueprintsports.co.uk
📥:nafisa.ahmedd12@outlook.com",0,False,https://m.tiktok.com/v/7094952915026185478.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094952915026185478&source=h5_m,711714,197,282,254,30518,6551577873470360321,6551577873470360321,141,6551577873470360321, Magic In The Air,Magic System/Chawki ,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9d4bc00e6b5d4241bea0e6f5a96bfc2d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6200aa28f17a4e87bd21661db8a32d10,False,True,[],0,0,,,,,Ethiopia,#fyp #foryou,0,0,0,1,0,1,0,0,0,0
3,ET,7092433157701504261,1651335778,Reply to @seya_boss,6651281889100005382,Adam Sandler is bae,"God first ✝️
Roasting y’all second 🙂",0,False,https://m.tiktok.com/v/7092433157701504261.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092433157701504261&source=h5_m,751987,811,162,170,29381,7092433142883093254,7092433142883093254,72,7092433142883093254,original sound - sambusachick,Adam Sandler is bae,6.651281889100005e+18,Adam Sandler is bae,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092433135320828678.mp3,,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
4,SA,7071855327959960834,1646544629,#duet with,7023218246283363334,🇪🇹ኢትዮጵያዊ  ነኝ🇪🇹,🇪🇹ኢትዮጵያዊ  ነኝ,0,False,https://m.tiktok.com/v/7071855327959960834.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071855327959960834&source=h5_m,940991,162,1318,181,42338,7071855315524061953,7071855315524061953,72,7071855315524061953,original sound - zuza__50,🇪🇹ኢትዮጵያዊ  ነኝ🇪🇹,7.023218246283363e+18,🇪🇹ኢትዮጵያዊ  ነኝ🇪🇹,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7071855266257898241.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c302f5e063aea6c0f4a9963ca02efca8.json,False,False,[],0,0,,,,,Ethiopia,#duet,1,0,0,0,0,0,0,0,0,0
5,ET,7085712118766374150,1649770914,#lijyared @lijyared,7040880352479364101,lijyared(official ),comedian art music wildlife graffiti environment recycling motorcycle skateboard,0,False,https://m.tiktok.com/v/7085712118766374150.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085712118766374150&source=h5_m,750147,2161,471,2917,34715,7085712082339105542,7085712082339105542,72,7085712082339105542,original sound - lijyared767,lijyared(official ),7.040880352479364e+18,lijyared(official ),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085712092702968582.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/924ad54e48e6ef8c458172456bca543c.json,False,False,[],0,0,,,,,Ethiopia,#lijyared,0,0,0,0,0,0,0,0,0,0
6,ET,7088243655504383234,1650360334,#voiceeffects #duet ቆይ እኔን ምን አናደደኝ ሆ 😂😂😂🌹,6743492714736239621,zuzuye_tube,zuzuye_tube sbscraib 🙏,0,False,https://m.tiktok.com/v/7088243655504383234.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088243655504383234&source=h5_m,367889,684,399,58,10931,7088243651976891138,7088243651976891138,72,7088243651976891138,original sound - zuzuye_tube,zuzuye_tube,6.74349271473624e+18,zuzuye_tube,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7088243641319181058.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/702465acc40dabc8bbbea3a1a6e9aade.json,False,False,[],0,0,,,,,Ethiopia,#voiceeffects #duet,1,0,0,0,0,0,0,0,0,0
7,TZ,7092340128823119109,1651314120,Reply to @user9011991100426  📍 🇹🇿 Tanzania baby 🤗 #lifeofabel #ylyc #fyp #tanzania🇹🇿 #safari #wildanimals #nature,6674899405142868997,LIFEOFABEL,"Dare me to do anything, and I’ll do it 😁",0,False,https://m.tiktok.com/v/7092340128823119109.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092340128823119109&source=h5_m,1537394,5832,346,333,94165,6451838706226891534,6451838706226891534,22,6451838706226891534,Fire ,Official Sound Studio,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0b5a3650ee09423b86a33f040631a0ad,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/fa048c235981441b93ea308bdabce7fc,False,True,[],7050132423589396481,0,,,,,Ethiopia,#lifeofabel #ylyc #fyp #tanzania🇹🇿 #safari #wildanimals #nature,0,0,0,0,0,1,0,0,0,0
0,ET,7102751543648161029,1653738216,#oromotiktok #ethiopian_tik_tok #africmov #tiktok #proudoromo #afrispective,6765758685126870022,Abdissa Abdella,"""My name is Teshome Abdela  I'm a Junior Web Developer",0,False,https://www.tiktok.com/@abdissaabdella/video/7102751543648161029?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102751543648161029&source=h5_m,57301,48,49,1453,2467,7098412934744836870,7098412934744836870,72,7098412934744836870,original sound - iscoo71 (Contains music from: Hot Day - Chunda Munki),"Contains music from: ""Hot Day""",6.973957666591917e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098412930110180102.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d220458b6fa739d6d90e2168daaae59f.json,False,False,[],0,0,Chunda Munki,Hot Day,original sound - iscoo71 (Contains music from: Hot Day - Chunda Munki),"Contains music from: ""Hot Day""",Ethiopia,#oromotiktok #ethiopian_tik_tok #africmov #tiktok #proudoromo #afrispective,0,0,1,0,0,0,0,0,0,0
1,ET,7078361299540806917,1648059418,Check the comments #habeshatiktok #linaalemu #viral #fypシ #4u #foryoupage,7061861448443544582,Lina,"20 
Fresh start since I lost my 69k followers lol",0,False,https://www.tiktok.com/@itslinapeople/video/7078361299540806917?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078361299540806917&source=h5_m,741464,1252,616,946,40853,7078361296374205189,7078361296374205189,72,7078361296374205189,original sound - itslinapeople,Lina,7.061861448443545e+18,Lina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078361290774743814.mp3,,False,False,[],0,0,,,,,Ethiopia,#habeshatiktok #linaalemu #viral #fypシ #4u #foryoupage,0,0,0,0,1,0,1,0,1,1
2,ET,7100139054422904070,1653129949,"የመንሱር ጀማል የ 2,000,000 ብር outfit በ ጉማ ምሽት #ethiopia #ethiopia_tik_tok #fyp #foryou #mensurjemal #gumma",7092302907412595717,wajshow,🇪🇹YouTube | Waj Show,0,False,https://www.tiktok.com/@wajshow/video/7100139054422904070?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100139054422904070&source=h5_m,1225737,2305,1416,8359,44591,7100139024534276870,7100139024534276870,72,7100139024534276870,original sound - wajshow,wajshow,7.092302907412596e+18,wajshow,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100139030167882501.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8ae53e1e625d8fbc7a51d7f1d369dd63.json,False,False,[],0,0,,,,,Ethiopia,#ethiopia #ethiopia_tik_tok #fyp #foryou #mensurjemal #gumma,0,1,0,1,0,1,0,0,0,0
3,EC,7094334802643438854,1651778540, ,7078048432421798917,Mond Bard,Reservacione:0978793617,0,False,https://www.tiktok.com/@mondbard1/video/7094334802643438854?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094334802643438854&source=h5_m,731167,0,64,751,6600,7094334781080603397,7094334781080603397,72,7094334781080603397,original sound - mondbard1,Mond Bard,7.078048432421799e+18,Mond Bard,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094334799204125446.mp3,,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
4,ET,7097637564168834310,1652547524,@zetenegnaw__shi #foryou #ዘጠነኛው_ሺ #zetenegnawshi,7037138111016469510,ዘጠነኛው ሺህ,👇👇 ከታች ያለውን ሊንክ በመንካት ዩትዩብ ላይም ማየት ትችላላቹ 🙏🙏🙏,0,False,https://www.tiktok.com/@zetenegnaw__shi/video/7097637564168834310?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097637564168834310&source=h5_m,429885,53,178,4375,23516,7097637559546743558,7097637559546743558,72,7097637559546743558,original sound - zetenegnaw__shi,ዘጠነኛው ሺህ,7.03713811101647e+18,ዘጠነኛው ሺህ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097637583220017926.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f2621d1d936085bbf628ff6d77a58ea5.json,False,False,[],0,0,,,,,Ethiopia,#foryou #ዘጠነኛው_ሺ #zetenegnawshi,0,0,0,1,0,0,0,0,0,0
5,ET,7101686417239166214,1653490222,#english #englishway #እንግሊዝኛ,7098257535434998790,Nabil,"(English WAY) is the way to learn English 
እንግሊዘኛ በዩቲዩብ ቻናል በሰፊው ይብጠረጠራል ☝️ከላይ",0,False,https://www.tiktok.com/@english_way_et/video/7101686417239166214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101686417239166214&source=h5_m,164152,53,103,2817,9977,7101686392086612742,7101686392086612742,72,7101686392086612742,original sound - english_way_et,Nabil,7.098257535434999e+18,Nabil,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101686381755321094.mp3,,False,False,[],0,0,,,,,Ethiopia,#english #englishway #እንግሊዝኛ,0,0,0,0,0,0,0,0,0,0
6,ET,7085374895605189894,1649692398,@dawit_taye_88 #neymalengeresh #kinefylegnal,6790787552053527557,Ed_mike_,"ethiopian🇪🇹 🇪🇹 🇪🇹
choreographer &
dancer🕺",0,False,https://www.tiktok.com/@_ed_mike_/video/7085374895605189894?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085374895605189894&source=h5_m,395744,207,431,3954,37444,7085374894359579397,7085374894359579397,72,7085374894359579397,original sound - _ed_mike_,Ed_mike_,6.790787552053528e+18,Ed_mike_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085374897009986310.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8e65258b3d3f56f52608d02907b89202.json,False,False,[],0,0,,,,,Ethiopia,#neymalengeresh #kinefylegnal,0,0,0,0,0,0,0,0,0,0
7,ET,7100168697372806405,1653136851,#iamekram,6803658275503260677,🦋𝔼𝕜𝕣𝕒𝕞 𝕤𝕙𝕚𝕞𝕖𝕝𝕤🦋,"🧕
🦋
♥️

Instagram @iamekram1",0,False,https://www.tiktok.com/@iamekram/video/7100168697372806405?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100168697372806405&source=h5_m,629106,723,434,4105,14679,7100168666469239558,7100168666469239558,72,7100168666469239558,original sound - iamekram,🦋𝔼𝕜𝕣𝕒𝕞 𝕤𝕙𝕚𝕞𝕖𝕝𝕤🦋,6.803658275503261e+18,🦋𝔼𝕜𝕣𝕒𝕞 𝕤𝕙𝕚𝕞𝕖𝕝𝕤🦋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100168697288854278.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/90a77ff4677e140c106ef8c053a8b2a8.json,False,False,[],0,0,,,,,Ethiopia,#iamekram,0,0,0,0,0,0,0,0,0,0
0,ET,7080744486581718277,1648614298,#ethiopian_tik_tok #protestantmezmur #fypシ #habeshatiktok #foryou #mezmure_christian #mezmur,7050826208594215942,ኢየሱስ ጌታ ነው,,0,False,https://www.tiktok.com/@kistet5/video/7080744486581718277?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080744486581718277&source=h5_m,660634,623,337,9254,19852,7080744446454745861,7080744446454745861,72,7080744446454745861,original sound - kistet5,ኢየሱስ ጌታ ነው,7.050826208594216e+18,ኢየሱስ ጌታ ነው,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080744445615885061.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a684412e92ee3ab51f9be0437c814ffa.json,False,False,[],0,0,,,,,Ethiopia,#ethiopian_tik_tok #protestantmezmur #fypシ #habeshatiktok #foryou #mezmure_christian #mezmur,0,0,1,1,0,0,1,0,1,0
1,ET,7089346366945627397,1650617082,##duet #amiin #voiceeffects #Ramadan #quran #አዲስአበባ #bedele #ደሴ #ደብረብርሃን #ormotiktok #bole #women #ethiopia #bishoftu #adama #ethiopia,6815256414510302209,mensur,I'm business man &international financier & trader https://www.facebook.com/mene,0,False,https://www.tiktok.com/@mensurjemal/video/7089346366945627397?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089346366945627397&source=h5_m,1395968,3357,623,2779,74408,7089346314664348422,7089346314664348422,72,7089346314664348422,original sound - mensurjemal,mensur,6.815256414510302e+18,mensur,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089346319172619013.mp3,,False,False,[],0,0,,,,,Ethiopia,##duet #amiin #voiceeffects #Ramadan #quran #አዲስአበባ #bedele #ደሴ #ደብረብርሃን #ormotiktok #bole #women #ethiopia #bishoftu #adama #ethiopia,1,2,0,0,0,0,0,0,0,0
2,ET,7101256797658418437,1653390195,#eslamic #ustazyasinnuru #eslamic_video #ethimuslim #ethiodawa #youtube #muslimtiktok #dawa #ኢትዮጵያ_ለዘለዓለም_ትኑር🇪🇹🇪🇹🇪🇹 @findinghubulah,6963253117467558918,a.hamid,💖የአላህን ውዴታ ፍለጋ💖,0,False,https://www.tiktok.com/@findinghubulah/video/7101256797658418437?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101256797658418437&source=h5_m,82517,0,552,64,7042,7101256795603077893,7101256795603077893,72,7101256795603077893,original sound - findinghubulah,a.hamid,6.963253117467559e+18,a.hamid,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101256787961760517.mp3,,False,False,[],0,0,,,,,Ethiopia,#eslamic #ustazyasinnuru #eslamic_video #ethimuslim #ethiodawa #youtube #muslimtiktok #dawa #ኢትዮጵያ_ለዘለዓለም_ትኑር🇪🇹🇪🇹🇪🇹,0,0,0,0,0,0,0,0,0,0
