,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_bulgaria,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_viral,hash_българия,hash_ергенът
2,DE,7101401073931291910,1653423784, ,7087777076493009925,user5176590842723,,0,False,https://m.tiktok.com/v/7101401073931291910.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101401073931291910&source=h5_m,276145,81,138,0,26035,6942909474273364741,6942909474273364741,72,6942909474273364741,original sound - _georgievaa21,A.D.G🤯,6.547584723638556e+18,A.D.G🤯,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6942909599636966150.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0c3619a9345ac515dc484692c23186bf.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
3,BG,7077249791704501509,1647800625,🤩 4 ДА за Адриан Егас #БългарияТърсиТалант #Изумление #MichaelJackson,7052674633527297029,България търси талант,"😮 #БългарияТърсиТалант: #Изумление
📺 Всяка неделя от 20:00 по #bTV",0,False,https://m.tiktok.com/v/7077249791704501509.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077249791704501509&source=h5_m,309716,241,199,410,31355,7077249808758622981,7077249808758622981,72,7077249808758622981,original sound - talant.btv,България търси талант,7.052674633527297e+18,България търси талант,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077249819005340421.mp3,,False,False,,,,,[],0,0,Bulgaria,#БългарияТърсиТалант #Изумление #MichaelJackson,0,0,0,0,0,0,0,0,0,0
4,BG,7093943337140358406,1651687395,Team Tandi usss💪🏼🐼 Az 2 legla veche nqmam #foryou #bulgaria #foryoupage #alexcheto1,6700086219713528838,🖤Lil Alex🖤,"🪷520k🪷
🐼Team Pandi🐼
🌸imalexcheto@gmail.com🌸 
⬇️⬇️МЪРЧ, ДИСКОРД⬇️⬇️",0,False,https://m.tiktok.com/v/7093943337140358406.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093943337140358406&source=h5_m,366334,536,107,396,38236,7068296115917015813,7068296115917015813,72,7068296115917015813,original sound - edits_bg6,Edits.bg,6.966050023679706e+18,Edits.bg,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7068296118827895557.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4cfbeb840b4662b5e0f566a5f2f06954.json,False,False,,,,,[],0,0,Bulgaria,#foryou #bulgaria #foryoupage #alexcheto1,1,1,1,0,0,0,0,0,0,0
5,BG,7085616347559841030,1649748618,"Pose, pose 📸",6780065835191092230,ПОЛЕЗЕН БЛОГЪР ✌️🥰,"ВРЕМЕННО С ДРУГ ИНСТАГРАМ. 
МОЯТ ТЕЛЕГРАМ КАНАЛ ❤️⬇️",0,False,https://m.tiktok.com/v/7085616347559841030.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085616347559841030&source=h5_m,256387,36,30,211,13565,7085616269784779526,7085616269784779526,72,7085616269784779526,original sound - victoriakapitonova (Contains music from: Pose (feat. Megan Thee Stallion & Lil Uzi Vert) - Yo Gotti),"Contains music from: ""Pose (feat. Megan Thee Stallion & Lil Uzi Vert)""",6.780065835191092e+18,ПОЛЕЗЕН БЛОГЪР ✌️🥰,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085616281897945862.mp3,,False,False,Yo Gotti,Pose (feat. Megan Thee Stallion & Lil Uzi Vert),original sound - victoriakapitonova (Contains music from: Pose (feat. Megan Thee Stallion & Lil Uzi Vert) - Yo Gotti),"Contains music from: ""Pose (feat. Megan Thee Stallion & Lil Uzi Vert)""",[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
6,BG,7076513268340182278,1647629140,Който схванал - схванал,6726587924903052293,Мъци,"Много мило.

Мърч ⬇️",0,False,https://m.tiktok.com/v/7076513268340182278.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076513268340182278&source=h5_m,494393,184,102,164,23000,7076513291287153413,7076513291287153413,72,7076513291287153413,original sound - m.p.svetoslavov,Мъци,6.726587924903052e+18,Мъци,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076513300724599558.mp3,,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
7,UA,7099491441801497861,1652979164,❤️🦋,6755680369733026821,🦊Лиса&Стас🐺,"Inst: 🦊alice.de.ze⬆️😏 
📨 Cooperation: lattetiktok@gmail.com",0,False,https://m.tiktok.com/v/7099491441801497861.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099491441801497861&source=h5_m,3313124,1025,5576,4766,109207,6730889941238171650,6730889941238171650,10033,6730889941238171650,Jungle,Emma Louise,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a8ae190df4ac463f9e6844d58a1e9797,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b235a0e7cf104432b0f7d40ab005de32,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1471730248', 'external_song_key': 'apple_song_id'}]",0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
0,BG,7074126554762071301,1647073441, ,6782111769508496389,Travel_couple88,"Да се забавляваме заедно!💚☀️
Код Travelcouple88 за 10% отстъпка от тук 👇🐝🍯",0,False,https://m.tiktok.com/v/7074126554762071301.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074126554762071301&source=h5_m,518880,122,365,2,31265,7074126489695931142,7074126489695931142,72,7074126489695931142,original sound - travel_couple88,Travel_couple88,6.782111769508496e+18,Travel_couple88,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074126515159583494.mp3,,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
1,BG,7088631803073940741,1650450709,#ергенът,6851214787491333125,Turkish series,❤️ • Turkish series • ❤️,0,False,https://m.tiktok.com/v/7088631803073940741.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088631803073940741&source=h5_m,465156,132,307,0,16624,7088631766344272645,7088631766344272645,72,7088631766344272645,original sound - trksh_series,Turkish series,6.851214787491333e+18,Turkish series,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088631735474293509.mp3,,False,False,,,,,[],0,0,Bulgaria,#ергенът,0,0,0,0,0,0,0,0,0,1
2,BR,7090680655528414470,1650927743,🧜🏻‍♂️ #erickmakomermaids #cammakomermaids #carlymakomermaids #makomermaids #daily_foryou,7059434126268761094,ᴍᴀᴋᴏ ᴍᴇʀᴍᴀɪᴅs,"ᴍᴀᴋᴏ
ꜰᴀᴠ: ɴɪxɪᴇ 
ᴀʟɪɢᴛʜ ᴍᴏᴛɪᴏɴ/ᴄᴀᴘ ᴄᴜᴛ
🇧🇷",0,False,https://m.tiktok.com/v/7090680655528414470.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090680655528414470&source=h5_m,6004380,632,281,2394,362511,7090680641959807750,7090680641959807750,72,7090680641959807750,original sound - islandmako,ᴍᴀᴋᴏ ᴍᴇʀᴍᴀɪᴅs,7.059434126268761e+18,ᴍᴀᴋᴏ ᴍᴇʀᴍᴀɪᴅs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090680641683852038.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a21d416181ff441cc3b32333beb26b9b.json,False,False,,,,,[],0,0,Bulgaria,#erickmakomermaids #cammakomermaids #carlymakomermaids #makomermaids #daily_foryou,0,0,0,0,0,0,0,0,0,0
3,BG,7089079467057974534,1650554936, ,90326037254844416,Ivanapetrowa,,0,False,https://m.tiktok.com/v/7089079467057974534.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089079467057974534&source=h5_m,213099,85,45,119,24451,7067451679167302405,7067451679167302405,72,7067451679167302405,original sound - super_memeto,supermemeto,6.824475726672479e+18,supermemeto,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7067451666517297925.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/653ebc46b57328df460602a1bb7b74a2.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
4,BG,7083769259150675205,1649318561,Харесва ли ви този тренд? ♡ #fyp #foryoupage #music #bulgaria,6781931019563320325,Christofer White,"Here for the music.
⬇️ Всичко свързано с мен ⬇️",0,False,https://m.tiktok.com/v/7083769259150675205.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083769259150675205&source=h5_m,552316,630,387,1042,51775,7060598220120034053,7060598220120034053,72,7060598220120034053,middle of the night (Contains music from: MIDDLE OF THE NIGHT - Elley Duhé),"Contains music from: ""MIDDLE OF THE NIGHT""",7.043108937957672e+18,</3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7060598252340906758.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/791b661c27f2b3e1a5cbaac4305bc5ec.json,False,False,Elley Duhé,MIDDLE OF THE NIGHT,middle of the night (Contains music from: MIDDLE OF THE NIGHT - Elley Duhé),"Contains music from: ""MIDDLE OF THE NIGHT""",[],0,0,Bulgaria,#fyp #foryoupage #music #bulgaria,1,0,1,0,0,1,0,0,0,0
5,BG,7085686508967054598,1649764952,Даа така е😅#tiktok #work #sixoclock,6791172879205712901,Deni199196,"🌸Имам и нов TikTok профил➡️denitsavasileva1991
Засега ще качвам и в двата💗🌸",0,False,https://m.tiktok.com/v/7085686508967054598.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085686508967054598&source=h5_m,147680,20,16,0,8923,7000372980098353926,7000372980098353926,72,7000372980098353926,original sound - maioko_iwuwy (Contains music from: Bravo - Itzo Hazarta),"Contains music from: ""Bravo""",6.98006954326044e+18,krisko biitz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7000373148919286534.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ee49ca63951d5b235e225fa77dc853e2.json,False,False,Itzo Hazarta,Bravo,original sound - maioko_iwuwy (Contains music from: Bravo - Itzo Hazarta),"Contains music from: ""Bravo""",[],0,0,Bulgaria,#tiktok #work #sixoclock,0,0,0,0,0,0,0,0,0,0
6,BG,7099503530742123782,1652981979,"Рева, рева #kristiyanmladenovnails #нокти #маникюр #смях #маникюрпловдив @miha.aleksandra",152959956265181184,Kristiyan Mladenov,"🇧🇬 💅Преподавател /Маникюрист София
Пловдив Стара Загора Mony.Nails.Academy",0,False,https://m.tiktok.com/v/7099503530742123782.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099503530742123782&source=h5_m,427273,96,261,203,21508,7097592852535888645,7097592852535888645,72,7097592852535888645,original sound - hapchetozaglava,hapchezaglava,6.77696978408281e+18,hapchezaglava,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097592853555759878.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f9793e5dae120bebc1306419cd134dc4.json,False,False,,,,,[],0,0,Bulgaria,#kristiyanmladenovnails #нокти #маникюр #смях #маникюрпловдив,0,0,0,0,0,0,0,0,0,0
7,DE,7073054471223397637,1646823828,I’m not sure we should be here Ariel #yzfamily,6717651461067604997,YZ,"Spreading good vibes, love and happiness since 1998 ✨💝
📧younes@totallymgmt.com",0,False,https://m.tiktok.com/v/7073054471223397637.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073054471223397637&source=h5_m,57372860,1983,3026,3210,1745834,6857275312967796738,6857275312967796738,10033,6857275312967796738,Se Acabó la Cuarentena,Jowell & Randy & Kiko el Crazy,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/81d82b69868e44bab42f6d5c23916ca5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ba12aa6f906d4fc9b1e308c85d3c51da,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1525606360', 'external_song_key': 'apple_song_id'}]",0,0,Bulgaria,#yzfamily,0,0,0,0,0,0,0,0,0,0
0,GB,7096538710874836230,1652291677,Ахахахаха 🤣🤣🤣@joannaociepka,7027154314704405510,leoanddjoofficial5,Забава 💯,0,False,https://m.tiktok.com/v/7096538710874836230.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096538710874836230&source=h5_m,705259,268,193,251,37002,7096538687328111366,7096538687328111366,72,7096538687328111366,original sound - leoanddjoofficial5,leoanddjoofficial5,7.027154314704406e+18,leoanddjoofficial5,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096538698883320581.mp3,,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
1,US,7100607804968340737,1653239087,anyone need a construction worker? #fyp #fakebody,6724715071983354886,Natalie Reynolds,"Link in ig bio 💗🌶
18",0,False,https://m.tiktok.com/v/7100607804968340737.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100607804968340737&source=h5_m,5227122,1876,3750,109,384239,7080378866199513899,7080378866199513899,72,7080378866199513899,original sound - cassidycondiee,Cassidy Condie,6.713732600005428e+18,Cassidy Condie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080378907681114922.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/68eeaf30337ec350f0f34e624ad7bae1.json,False,False,,,,,[],0,0,Bulgaria,#fyp #fakebody,0,0,0,0,0,1,0,0,0,0
2,BG,7087893930326478085,1650278908,#stitch with @ergenut.lives 😂😂 #foryoupage #софия #бг #ергенът #ергенът2022 #varna #добрич #великотърново,6912127900469150725,Gabriel Conforto,Follow me in YouTube 👇🏾,0,False,https://m.tiktok.com/v/7087893930326478085.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087893930326478085&source=h5_m,405604,568,1448,573,26807,7087893974844820229,7087893974844820229,72,7087893974844820229,original sound - gabrielconforto23,Gabriel Conforto,6.912127900469151e+18,Gabriel Conforto,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087893991881968389.mp3,,False,False,,,,,[],0,0,Bulgaria,#stitch #foryoupage #софия #бг #ергенът #ергенът2022 #varna #добрич #великотърново,0,0,1,0,0,0,0,0,0,1
3,BG,7078740758060092678,1648147768,Харесват ли ви тези видеа? 🤪❤️#kompleksizvori #foryou #viral @kitty__k__ @antoniyaa_angelova @danailsubev,7067540217847186437,izvorivarna,Еко-Комплекс Извори 🌳 Хармония и спокойствие на 10мин от Варна 😊,0,False,https://m.tiktok.com/v/7078740758060092678.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078740758060092678&source=h5_m,608223,143,62,300,44462,6704978130215389186,6704978130215389186,10033,6704978130215389186,I Love It (feat. Charli XCX),Icona Pop,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9d2034302d294725a98edc09866dc729,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d717190cc396421a8d81f17a0b0e1d33,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '536772072', 'external_song_key': 'apple_song_id'}]",0,0,Bulgaria,#kompleksizvori #foryou #viral,0,1,0,0,0,0,0,1,0,0
4,DE,7101763381387922693,1653508141,#respect #❤️‍ #fyp #arthurdave55 #fürdich,6960539990200960006,arthurdave,"🤍🖤❤️
   Give love not war God bless y’all 🫡❤️🙏",0,False,https://m.tiktok.com/v/7101763381387922693.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101763381387922693&source=h5_m,1316354,351,221,88,30249,7074328623267842821,7074328623267842821,72,7074328623267842821,original sound - arthurdave55,arthurdave,6.96053999020096e+18,arthurdave,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074328642389838597.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ec0d27a8414b61f7210fa97363138a71.json,False,False,,,,,[],0,0,Bulgaria,#respect #❤️‍ #fyp #arthurdave55 #fürdich,0,0,0,0,0,1,0,0,0,0
5,US,7095038188841979178,1651942309,try typing this rap w your eyes closed🤣 10 NEW slimes dropping TODAY at 3pm MST✨,6676239854290830341,DOPESLIMES,"💙follow us on IG! ⬆️
✨use code TIKTOK for 10% off✨
⇩  SLIME SHOP ⇩",0,False,https://m.tiktok.com/v/7095038188841979178.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095038188841979178&source=h5_m,25173165,11574,3354,12853,1869528,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
6,BG,7080106519584394502,1648465760,"#duet with @kriszizzo Не ме е страх, просто мама ми потрябва за малко 😂#fyp #duet #rumiruri #funnyvideo",6717923565092963333,rumi_ruri,"Хайде напред към 40к 🤗
Бъдете преди всичко хора и Не го забравяйте",0,False,https://m.tiktok.com/v/7080106519584394502.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080106519584394502&source=h5_m,289568,110,32,0,8295,7070937523819760427,7070937523819760427,72,7070937523819760427,original sound - kriszizzo (Contains music from: Teri Pyaar - Atrangi Dev),"Contains music from: ""Teri Pyaar""",6.731480309978744e+18,Kris Zizzo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7070937574298241834.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/f0182dd1d859edfb0ed38abb585433c5.json,False,False,Atrangi Dev,Teri Pyaar,original sound - kriszizzo (Contains music from: Teri Pyaar - Atrangi Dev),"Contains music from: ""Teri Pyaar""",[],0,0,Bulgaria,#duet #fyp #duet #rumiruri #funnyvideo,0,0,0,0,0,1,0,0,0,0
7,BG,7081018068029197573,1648677995, ,7050110289987257349,rapbattle,,0,False,https://m.tiktok.com/v/7081018068029197573.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081018068029197573&source=h5_m,490789,366,539,2065,56807,7081018029210979078,7081018029210979078,72,7081018029210979078,original sound - spsp34_,rapbattle,7.050110289987257e+18,rapbattle,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081018042142296838.mp3,,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
0,BG,7080421721853005061,1648539150,Уил Смит от Студентски град 🖐️,6840301474187346950,Алекс & Дани,,0,False,https://m.tiktok.com/v/7080421721853005061.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080421721853005061&source=h5_m,337191,102,269,290,19000,7080421673870101253,7080421673870101253,72,7080421673870101253,original sound - alex.i.dani (Contains music from: Ti Si Moj Greh - Lepa Brena),"Contains music from: ""Ti Si Moj Greh""",6.840301474187347e+18,Алекс & Дани,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080421683496094469.mp3,,False,False,Lepa Brena,Ti Si Moj Greh,original sound - alex.i.dani (Contains music from: Ti Si Moj Greh - Lepa Brena),"Contains music from: ""Ti Si Moj Greh""",[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
1,BG,7082746185051671813,1649080354,#foryou ❤️❤️🥺🌏,6992942387086132230,betistoqnova6,инстаграм: b_stoqnova_7777,0,False,https://m.tiktok.com/v/7082746185051671813.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082746185051671813&source=h5_m,210142,6,645,787,6578,7079740595274517254,7079740595274517254,72,7079740595274517254,original sound - lyrics_on_my_mind,IDK😇😄,6.942418176413386e+18,IDK😇😄,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079740592154249989.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/558f84faa489efe4adcdcdbbea32d6fe.json,False,False,,,,,[],0,0,Bulgaria,#foryou,0,1,0,0,0,0,0,0,0,0
