,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_jamaicatiktok,hash_love,hash_movie,hash_trending,hash_viral
7,US,7103324868782853418,1653871702,Guava ketchup & mojo Mayo bean burger #cooking #recipe #danosseasoning,6877329741599556613,Just brad,I cook things,0,False,https://m.tiktok.com/v/7103324868782853418.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103324868782853418&source=h5_m,139825,308,147,65,19742,7103324837069966126,7103324837069966126,72,7103324837069966126,original sound - bradtheboxer (Contains music from: Jordan Belfort - Wes Walker & Dyl),"Contains music from: ""Jordan Belfort""",6.877329741599557e+18,Just brad,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103324874147498795.mp3,,False,False,Wes Walker & Dyl,Jordan Belfort,original sound - bradtheboxer (Contains music from: Jordan Belfort - Wes Walker & Dyl),"Contains music from: ""Jordan Belfort""",[],0,0,Antigua and Barbuda,#cooking #recipe #danosseasoning,0,0,0,0,0,0,0,0,0,0
0,US,7071655052724981038,1646497998,“No need to run ma’am” 😂 #duluth #duluthmn #minnesotacheck #liftbridge #aerialbridge #canalpark #runnung #OutlanderChallenge #emotionaldamage,6895952264483603461,Maarissa B.,"Soon to be ER Nurse 🩺 
WY 🤍 MN
Snapchat- mlbros63",0,False,https://www.tiktok.com/@mbros63/video/7071655052724981038?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071655052724981038&source=h5_m,18261541,21487,57754,36,3361967,7071655021049514798,7071655021049514798,72,7071655021049514798,original sound - mbros63,Maarissa B.,6.895952264483603e+18,Maarissa B.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071655054628899626.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a07d4b0ffc31df29f05c4d3440c9859f.json,False,False,,,,,[],0,0,Antigua and Barbuda,#duluth #duluthmn #minnesotacheck #liftbridge #aerialbridge #canalpark #runnung #OutlanderChallenge #emotionaldamage,0,0,0,0,0,0,0,0,0,0
1,US,7077654525410053418,1647894859, ,6876656440184423430,Luna,"28🌺
Error 404",0,False,https://www.tiktok.com/@azziram.o/video/7077654525410053418?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077654525410053418&source=h5_m,6540455,4983,10116,3659,970884,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
2,US,7102535870812638510,1653687999,prayers for all that have been affected. praying for change. #harshreality #teacherlife #weneedchange #safespace,6743006768332751877,shay,"a lil’ bit of everything
htx",0,False,https://www.tiktok.com/@sb.umatiya/video/7102535870812638510?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102535870812638510&source=h5_m,1774867,1318,402,399,309998,7101649905302899502,7101649905302899502,72,7101649905302899502,original sound - mrs.taylormora,Taylor Mora,6.791264611142714e+18,Taylor Mora,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101649991264914222.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/516a63bac7d1e777f50651b0f4981563.json,False,False,,,,,[],0,0,Antigua and Barbuda,#harshreality #teacherlife #weneedchange #safespace,0,0,0,0,0,0,0,0,0,0
3,DE,7102274183517818118,1653627075,Facts! (Follow him on YouTube:Vontoocut) #fyp #foryou #foryoupage #fypシ゚viral #viral #love,7095102488936563718,Alpha Kings,"🧠 | Mindest
💡 | Inspiration 
_____________
ℍ𝕌𝕊𝕋𝕃𝔼 𝟚𝟜/𝟟 🔥",0,False,https://www.tiktok.com/@alphakings5/video/7102274183517818118?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102274183517818118&source=h5_m,537672,1917,1443,90,118322,6772044764771534850,6772044764771534850,10036,6772044764771534850,BLACK TAR LOVE,Lincoln,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/85ab2dc6e6014f489dc82e9ff921b572,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ec2340f4f3ec45bab5e4dd51171c1898,False,True,,,,,[],0,0,Antigua and Barbuda,#fyp #foryou #foryoupage #fypシ゚viral #viral #love,1,1,0,1,1,0,1,0,0,2
4,DE,7098908634943343877,1652843471,"Shark in the Shallows!  A large hammerhead shark dangerously approaches two men bathing in the Destin, Florida beach.  The shark comes off very flat as it chases a skate. #xsharks",7023913186727265285,DEEP BLUE,Sea World & Sea Life,0,False,https://www.tiktok.com/@xdeep_blue/video/7098908634943343877?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098908634943343877&source=h5_m,816076,264,825,6,24561,7098908589082954501,7098908589082954501,72,7098908589082954501,original sound - xdeep_blue,DEEP BLUE,7.023913186727265e+18,DEEP BLUE,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098908580988095237.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#xsharks,0,0,0,0,0,0,0,0,0,0
5,US,7098732373327547691,1652802429,#fypシ #LENOVOJUSTBEYOU #xyzbca #forupageシ #jcole #deepmeaning #greenscreen #greenscreenvideo,234569239045853184,diablo,"918📍
(ima female) 
🇲🇽/native
16",0,False,https://www.tiktok.com/@areyouawomanbeater/video/7098732373327547691?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098732373327547691&source=h5_m,6309297,4329,5793,38070,1220191,7006706735352498950,7006706735352498950,72,7006706735352498950,original sound - aepotah (Contains music from: She Knows - J. Cole),"Contains music from: ""She Knows""",6.85227459339577e+18,xia ⚯͛,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7006706834619501317.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7556f863a6d14dd41bce127b68cd6196.json,False,False,J. Cole,She Knows,original sound - aepotah (Contains music from: She Knows - J. Cole),"Contains music from: ""She Knows""",[],0,0,Antigua and Barbuda,#fypシ #LENOVOJUSTBEYOU #xyzbca #forupageシ #jcole #deepmeaning #greenscreen #greenscreenvideo,0,0,0,0,1,0,0,0,0,0
6,GB,7101786174787800325,1653513448,Black & Pink 🖤🎀  #resinuk #resinireland #resindubai #resingermany #resinparis #fyp,6916189222408782850,Diverse Design,"We offer bespoke resin floor installation, Training & Products. Contact us!",0,False,https://www.tiktok.com/@_diverse.design_/video/7101786174787800325?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101786174787800325&source=h5_m,5214956,697,2534,2463,258494,7089828122854197249,7089828122854197249,10033,7089828122854197249,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/62d497a35bcf407598da8ac1d741359b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/38418ae73d084e45a86fb6cbbd0149fe,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,#resinuk #resinireland #resindubai #resingermany #resinparis #fyp,0,0,0,1,0,0,0,0,0,0
7,BE,7082665158236966150,1649061490,who tf  airdropped me this!? #fyoupage #cat #meme #catmeme,6936813199895528454,MathisVanbelleghem_Official,sub on youtube for follow back👍👇,0,False,https://www.tiktok.com/@its_mathisvb/video/7082665158236966150?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082665158236966150&source=h5_m,10054635,14906,46160,60884,1204624,7082665060409117446,7082665060409117446,72,7082665060409117446,original sound - its_mathisvb (Contains music from: Watch Me (Whip / Nae Nae) - Silentó),"Contains music from: ""Watch Me (Whip / Nae Nae)""",6.936813199895528e+18,MathisVanbelleghem_Official,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082665083725302534.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a3724e6ce8eadeb5e68b50850cd5b9ec.json,False,False,Silentó,Watch Me (Whip / Nae Nae),original sound - its_mathisvb (Contains music from: Watch Me (Whip / Nae Nae) - Silentó),"Contains music from: ""Watch Me (Whip / Nae Nae)""",[],0,0,Antigua and Barbuda,#fyoupage #cat #meme #catmeme,0,0,0,0,0,0,0,0,0,0
0,US,7101390637920210222,1653421354,#jamaicantiktoker🇯🇲🇯🇲 #fyp #follow #viralvideo #viral #followformorevideo #jamaican #foryoupage #runthisup #fypシ #comedy,7075034455932617770,Eppy Sivva🐐🤟🏻🔥,"Consistency an Determination
I am not a comedian I’m a joker🤞🏽🃏🤣
🇯🇲🛬🇺🇸",0,False,https://m.tiktok.com/v/7101390637920210222.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101390637920210222&source=h5_m,290454,637,1317,2266,26084,7098730553301617450,7098730553301617450,72,7098730553301617450,original sound - spicejamaica,Chef Alley,6.828984463952365e+18,Chef Alley,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098730603239099182.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bea8e353458d08579cc51d59e1a80d0f.json,False,False,,,,,[],0,0,Antigua and Barbuda,#jamaicantiktoker🇯🇲🇯🇲 #fyp #follow #viralvideo #viral #followformorevideo #jamaican #foryoupage #runthisup #fypシ #comedy,0,1,0,1,1,0,0,0,0,1
1,CA,7082145504167038214,1648940497,Reply to @sircutzalot2 for real tho 😭 #straighthair #hairstylist #longhair,6787064640263701510,Doc Dami,"DOC DAMI  Transformations💈 

HAIR PRODUCTS i use ✂️ 
 
S u b to the Y tubee🖤",0,False,https://m.tiktok.com/v/7082145504167038214.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082145504167038214&source=h5_m,1815584,1332,1235,1709,333342,7082145493509540613,7082145493509540613,72,7082145493509540613,original sound - docdami,Doc Dami,6.787064640263702e+18,Doc Dami,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082145486085327621.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#straighthair #hairstylist #longhair,0,0,0,0,0,0,0,0,0,0
2,CA,7098704025167711493,1652795829, ,7012269249297662981,Tashthemillionaire,📧tashthemillionaire@gmail.com,0,False,https://m.tiktok.com/v/7098704025167711493.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098704025167711493&source=h5_m,501489,2236,3577,1247,124675,7098704018561649413,7098704018561649413,72,7098704018561649413,original sound - tashthemillionaire,Tashthemillionaire,7.012269249297663e+18,Tashthemillionaire,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098704016309226246.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
3,BR,7088024655046446342,1650309344,Amizade de milhões 🥺#edit #therookie #angelalopez #timbradford #friendship,6810059802006914054,Notice,Faço edições por diversão,0,False,https://m.tiktok.com/v/7088024655046446342.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088024655046446342&source=h5_m,2530817,281,539,1767,296851,7088024678152833798,7088024678152833798,72,7088024678152833798,original sound - pleasenotice_i,Notice,6.810059802006914e+18,Notice,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088024683961944837.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#edit #therookie #angelalopez #timbradford #friendship,0,0,0,0,0,0,0,0,0,0
4,US,7089525687488433451,1650658830,Reply to @dino_cassidy Let’s cut open a bunch of homemade squishies over a bunch of homemade slime! #squishy #doctorsquish,6746630322647073797,Doctor Squish ,"I was probably your childhood. 
CHECK OUT THE MERCH!👇🏻🤩",0,False,https://m.tiktok.com/v/7089525687488433451.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089525687488433451&source=h5_m,7878467,7725,1114,54,827266,7089525651471993643,7089525651471993643,72,7089525651471993643,original sound - realdoctorsquish,Doctor Squish ,6.746630322647074e+18,Doctor Squish ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7089525691988970283.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/423d63e77ea4f4561872f758d08ae7c5.json,False,False,,,,,[],0,0,Antigua and Barbuda,#squishy #doctorsquish,0,0,0,0,0,0,0,0,0,0
5,US,7101881718998650155,1653535692,#fyp #foryou #fypシ #viral #blowthisup #fortheboys #fypsounds,6927810272351814662,mezzi,Hi :/,0,False,https://m.tiktok.com/v/7101881718998650155.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101881718998650155&source=h5_m,927176,4027,7801,9245,201843,7096101702448728834,7096101702448728834,72,7096101702448728834,original sound - basinfilm (Contains music from: I Wanna Love You - Album Version (Edited) - Akon),"Contains music from: ""I Wanna Love You - Album Version (Edited)""",7.04292060167404e+18,lucy,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096101676121213698.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0d7f09a4164a8b68cb39eed1d27de8a6.json,False,False,Akon,I Wanna Love You - Album Version (Edited),original sound - basinfilm (Contains music from: I Wanna Love You - Album Version (Edited) - Akon),"Contains music from: ""I Wanna Love You - Album Version (Edited)""",[],0,0,Antigua and Barbuda,#fyp #foryou #fypシ #viral #blowthisup #fortheboys #fypsounds,1,0,0,1,1,0,0,0,0,1
6,CA,7078372682210741509,1648062068,Who can translate? 👀 #soca #dancehall #bajan #trini #lucian #jamaicatiktok,6723583366031000581,djnatural.wav,"MUSIC PACKS FOR DOWNLOAD IN BIO
contact me to work/promo 
natural.wav@gmail.com",0,False,https://m.tiktok.com/v/7078372682210741509.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078372682210741509&source=h5_m,64901,152,56,339,10076,7078372667270712070,7078372667270712070,72,7078372667270712070,original sound - djnatural.wav,djnatural.wav,6.723583366031001e+18,djnatural.wav,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078372680999340805.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#soca #dancehall #bajan #trini #lucian #jamaicatiktok,0,0,0,0,0,1,0,0,0,0
7,FR,7097636601311857925,1652547299,#bring #back #memories #tiktok #verifymetitiktok #movie #nigeria #freeboik3 #😂😂😂😂,6531783002609947663,Freeboik3,"Guys join our WhatsApp group to gain followers, likes DM me directly pawpaw fans",0,False,https://m.tiktok.com/v/7097636601311857925.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097636601311857925&source=h5_m,1149548,180,933,1784,71245,7097636596610763525,7097636596610763525,72,7097636596610763525,original sound - freeboik3,Freeboik3,6.531783002609948e+18,Freeboik3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097636606400137990.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#bring #back #memories #tiktok #verifymetitiktok #movie #nigeria #freeboik3 #😂😂😂😂,0,0,0,0,0,0,0,1,0,0
0,GB,7100610367268670726,1653239683,#wontjudge #neverleave #special #feels #relatable #randomlymet,7034138366560584710,Just relatable,lol deffo shadow banned 🙈,0,False,https://www.tiktok.com/@_justrelatable_/video/7100610367268670726?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100610367268670726&source=h5_m,4948933,17755,89823,19735,506237,6717507725380552706,6717507725380552706,10033,6717507725380552706,You Found Me,Instrumental Pop Songs,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b1befad2792644198dccb61d46189bbf,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b387af09ccb347eeb58ad474479e86d8,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '467006836', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,#wontjudge #neverleave #special #feels #relatable #randomlymet,0,0,0,0,0,0,0,0,0,0
1,US,7101083549599665451,1653349854,So what’ll it be? #hicksandgiggles #songs #music #mustardorketchup  #spongebob #classicalmusic #singers #duet #boyband #boyfriend #brothers,6998989853808231429,Hicks And Giggles,Clean humor for simple folk!,0,False,https://www.tiktok.com/@hicksandgiggles/video/7101083549599665451?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101083549599665451&source=h5_m,2327334,5447,5728,5681,239013,7101083538778245931,7101083538778245931,72,7101083538778245931,original sound - hicksandgiggles,Hicks And Giggles,6.998989853808231e+18,Hicks And Giggles,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101083546944686891.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#hicksandgiggles #songs #music #mustardorketchup #spongebob #classicalmusic #singers #duet #boyband #boyfriend #brothers,0,0,0,0,0,0,0,0,0,0
2,BR,7100280747298213125,1653162938,"a senhorinha iria comemorar seu aniversário sozinha,até que....#edit #edits #famouseditxx #fyp #luhvzedits",6978986695472120837,♡,"aligh motion
edits🤍",0,False,https://www.tiktok.com/@luhvzedits/video/7100280747298213125?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100280747298213125&source=h5_m,7015049,26148,16239,45049,1509798,7100281040513600262,7100281040513600262,72,7100281040513600262,original sound - luhvzedits (Contains music from: Love In The Dark - Adele),"Contains music from: ""Love In The Dark""",6.978986695472121e+18,♡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100281051062274822.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/49c7dc2487edf0e395ea8a6abac1be9d.json,False,False,Adele,Love In The Dark,original sound - luhvzedits (Contains music from: Love In The Dark - Adele),"Contains music from: ""Love In The Dark""",[],0,0,Antigua and Barbuda,#edit #edits #famouseditxx #fyp #luhvzedits,0,0,0,1,0,0,0,0,0,0
3,CA,7080266387339431174,1648502981,“My e-bike just broke down” - 🥺❤️ (Donation L1nk LIVE) #bus #gas #car #gasmoney #stranger #givingback #Love #jamaica #mentalhealth,6740960667346404357,Zachery Dereniowski,"📧 zachery@onefluent.com
Everything You Need ⬇️",0,False,https://www.tiktok.com/@mdmotivator/video/7080266387339431174?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080266387339431174&source=h5_m,21110441,23655,18584,24612,2620170,7080266396655045381,7080266396655045381,72,7080266396655045381,original sound - mdmotivator,Zachery Dereniowski,6.740960667346404e+18,Zachery Dereniowski,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080266397284043526.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/51e6114293cd5bae0ee8a8f2cd5a80e4.json,False,False,,,,,[],0,0,Antigua and Barbuda,#bus #gas #car #gasmoney #stranger #givingback #Love #jamaica #mentalhealth,0,0,0,0,0,0,1,0,0,0
4,CA,7088345042934336773,1650383940,Not my dad at the end being nasty 😂😂😂 #fyp #tamilparents #tamilamma #tamil,6734679376246096902,Durka Muru,"Hey welcome to my TikTok, let’s connect ✨",0,False,https://www.tiktok.com/@durka.muru/video/7088345042934336773?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088345042934336773&source=h5_m,1901411,661,522,352,150640,7088345039197276933,7088345039197276933,72,7088345039197276933,original sound - durka.muru,Durka Muru,6.734679376246097e+18,Durka Muru,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088345048022010629.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#fyp #tamilparents #tamilamma #tamil,0,0,0,1,0,0,0,0,0,0
5,US,7089489118870195499,1650650316,What does it mean?!? Shoutout to @Jen Magdaleno #officegossip #whatsthetea #workshenanagins #officememes,6653888187251671046,TheWadeEmpire,"🏅I make funny offIce TikToks 🏅
📍Michigan 📍
TheWadeEmpire@select.co",0,False,https://www.tiktok.com/@thewadeempire/video/7089489118870195499?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089489118870195499&source=h5_m,1570696,1245,6425,4333,97995,7047621795264088878,7047621795264088878,72,7047621795264088878,My sound is blowing up,LLS🙏🏿🕊,6.613882134284534e+18,LLS🙏🏿🕊,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7047621829896211247.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/89baa9656164a75b442ede6f04d68b4f.json,False,False,,,,,[],0,0,Antigua and Barbuda,#officegossip #whatsthetea #workshenanagins #officememes,0,0,0,0,0,0,0,0,0,0
